SPECTRUM,GALAXY,SN,CONST_SN,CONST_GAL,Z,A_v,Phase,Band,Frac(SN),Frac(gal),CHI2/dof,CHI2/dof2
T2m3ws-20211114.131522-0056.p12_SN_binned.txt,S0,Ia-norm/2009ig/Other phase-band : -13.8B,0.95545375,0.00913948,0.014,1.0,-13.8,B,0.98959786,0.010402131,15.035238,0.027587593
T2m3ws-20211114.131522-0056.p12_SN_binned.txt,SB1,Ia-norm/2012fr/RSS phase-band : -14.19B,1.173549,0.011393882,0.018,0.4,-14.19,B,0.9867412,0.0132588,22.163366,0.040816512
T2m3ws-20211114.131522-0056.p12_SN_binned.txt,E,Ia-norm/2011fe/KAST phase-band : -16.69B,1.229867,0.021421932,0.0,1.0,-16.69,B,0.97653097,0.023469003,45.16169,0.082865484
T2m3ws-20211114.131522-0056.p12_SN_binned.txt,E,Ia-norm/2017erp/RSS phase-band : -16.99B,2.010596,0.037244942,0.004,1.8,-16.99,B,0.9478835,0.052116495,63.006397,0.11560807
T2m3ws-20211114.131522-0056.p12_SN_binned.txt,E,Ia-norm/2009Y/Other phase-band : -5.64B,0.78658116,0.008767032,0.006,-0.4,-5.64,B,0.9942316,0.0057683964,110.930565,0.21009576
T2m3ws-20211114.131522-0056.p12_SN_binned.txt,E,Ia-norm/2011fe/SNIFS phase-band : -14.61B,0.8461514,0.0016407185,0.0,0.0,-14.61,B,0.99869823,0.0013017419,114.78093,0.21060722
T2m3ws-20211114.131522-0056.p12_SN_binned.txt,E,Ia-norm/2017erp/KAST phase-band : -10.69B,0.9083271,0.0037836968,0.01,0.6,-10.69,B,0.99634844,0.0036515342,117.96756,0.21645424
T2m3ws-20211114.131522-0056.p12_SN_binned.txt,SB1,Ia-norm/2009Y/LRIS phase-band : 6.02B,0.74931973,0.09382162,0.0,-0.2,6.02,B,0.90560126,0.09439871,125.551445,0.23036961
T2m3ws-20211114.131522-0056.p12_SN_binned.txt,Sa,Ic-BL/1998bw/DFOSC phase-band : -1.0B,1.6333477,0.009219468,0.042,1.8,-1.0,B,0.98614323,0.013856751,131.98796,0.24217975
T2m3ws-20211114.131522-0056.p12_SN_binned.txt,SB1,Ia-norm/2009ig/KAST phase-band : -7.78B,0.34507197,0.005807418,0.0,-1.8,-7.78,B,0.9968446,0.0031554282,135.5773,0.24876568
T2m3ws-20211114.131522-0056.p12_SN_binned.txt,SB1,Ic-BL/1998bw/DFOSC phase-band : 2.0B,2.0091014,0.03234467,0.044,2.0,2.0,B,0.93519413,0.06480585,139.6112,0.2599836
T2m3ws-20211114.131522-0056.p12_SN_binned.txt,SB5,Ic-BL/1998bw/DFOSC phase-band : -5.6B,1.8790996,0.0035409373,0.066,1.4,-5.6,B,0.99490464,0.005095385,145.175,0.26785058
T2m3ws-20211114.131522-0056.p12_SN_binned.txt,S0,Ia-pec/2000cx/KAST phase-band : 4.0B,0.24052262,0.03870286,0.0,-2.0,4.0,B,0.98401135,0.015988672,149.10931,0.27359506
T2m3ws-20211114.131522-0056.p12_SN_binned.txt,SB2,Ic-BL/1998bw/EFOSC2-3.6 phase-band : -5.0B,1.3504659,0.05362689,0.06,1.8,-5.0,B,0.89635307,0.10364696,149.1395,0.27465838
T2m3ws-20211114.131522-0056.p12_SN_binned.txt,SB5,Ia-pec/2000cx/KAST phase-band : 5.0B,0.3240786,0.040154964,0.0,-1.4,5.0,B,0.9768157,0.023184314,149.8236,0.27490568
T2m3ws-20211114.131522-0056.p12_SN_binned.txt,SB5,Ic-BL/2002ap/FAST phase-band : 0.11B,1.3017768,0.06537931,0.024,0.6,0.11,B,0.9280385,0.07196153,177.65848,0.3289972
T2m3ws-20211114.131522-0056.p12_SN_binned.txt,Sc,Ia-norm/2013dy/STIS phase-band : 0.0B,1.0040197,0.081947766,0.114,2.0,0.0,B,0.8541737,0.14582628,180.40164,0.3310122
T2m3ws-20211114.131522-0056.p12_SN_binned.txt,SB2,Ia-norm/2012fr/KAST phase-band : -5.65B,0.24804518,0.0683391,0.012,-2.0,-5.65,B,0.96084833,0.03915166,183.04343,0.3358595
