SPECTRUM,GALAXY,SN,CONST_SN,CONST_GAL,Z,A_v,Phase,Band,Frac(SN),Frac(gal),CHI2/dof,CHI2/dof2
T2m3ws-20211114.114217-0053.p12_SN_binned.txt,SB1,Ia-norm/2009Y/WFCCD phase-band : 12.36B,0.23474191,0.44256422,0.086,-2.0,12.36,B,0.7071765,0.29282346,7.957431,0.016239654
T2m3ws-20211114.114217-0053.p12_SN_binned.txt,Sa,Ia-norm/2012ht/KAST phase-band : 10.32B,0.20054483,0.30838865,0.066,-2.0,10.32,B,0.85904825,0.14095174,8.918331,0.016858848
T2m3ws-20211114.114217-0053.p12_SN_binned.txt,SB5,Ia 91bg-like/2015ac/KAST phase-band : u-,0.27592546,0.28301394,0.066,-1.4,u,-,0.8278196,0.17218038,9.156775,0.017051723
T2m3ws-20211114.114217-0053.p12_SN_binned.txt,E,Ia 91bg-like/2005bl/WFCCD phase-band : -3.87B,1.2323442,0.1403275,0.064,0.8,-3.87,B,0.85990816,0.14009184,8.747639,0.017460357
T2m3ws-20211114.114217-0053.p12_SN_binned.txt,SB5,Ia-norm/2009ig/KAST phase-band : 14.18B,0.15623985,0.4424366,0.072,-2.0,14.18,B,0.75521594,0.24478403,9.355227,0.017684741
T2m3ws-20211114.114217-0053.p12_SN_binned.txt,S0,Ia-norm/2012cg/KAST phase-band : 9.55B,0.48255616,0.3559261,0.068,0.0,9.55,B,0.7141509,0.28584912,9.401616,0.017738897
T2m3ws-20211114.114217-0053.p12_SN_binned.txt,SB1,Ic/1994I/BC-Ekar phase-band : 2.0B,1.4226873,0.33028996,0.064,2.0,2.0,B,0.44780675,0.5521933,9.35342,0.018232789
T2m3ws-20211114.114217-0053.p12_SN_binned.txt,SB5,Ia 91bg-like/1999by/FAST phase-band : 3.0B,1.0650977,0.42827046,0.06,2.0,3.0,B,0.40440196,0.59559804,9.962894,0.01828054
T2m3ws-20211114.114217-0053.p12_SN_binned.txt,S0,Ia-norm/2011by/KAST phase-band : 16.31B,0.75167555,0.44301185,0.066,1.6,16.31,B,0.5010285,0.49897152,9.785772,0.018463721
T2m3ws-20211114.114217-0053.p12_SN_binned.txt,SB1,Ia-norm/2007sr/BC-duPont phase-band : 20.0B,0.68662965,0.5347964,0.07,1.8,20.0,B,0.2598303,0.7401697,8.412582,0.018489191
T2m3ws-20211114.114217-0053.p12_SN_binned.txt,SB1,Ia-norm/2015N/KAST phase-band : 5.39B,0.5864966,0.35106915,0.074,0.4,5.39,B,0.56646234,0.4335377,9.855385,0.018490402
T2m3ws-20211114.114217-0053.p12_SN_binned.txt,E,Ia 91bg-like/2005bl/WFCCD phase-band : -6.87B,0.93698215,0.09795513,0.058,-0.2,-6.87,B,0.9310699,0.06893009,9.321756,0.018532319
T2m3ws-20211114.114217-0053.p12_SN_binned.txt,SB1,Ib/2005bf/WFCCD phase-band : -19.0B,0.47102374,0.37089685,0.056,-0.6,-19.0,B,0.6515283,0.3484717,9.419777,0.018764496
T2m3ws-20211114.114217-0053.p12_SN_binned.txt,E,Ia 02es-like/2002es/KAST phase-band : 2.0B,1.2059157,0.027883435,0.052,0.8,2.0,B,0.97118473,0.028815264,10.281251,0.01886468
T2m3ws-20211114.114217-0053.p12_SN_binned.txt,S0,Ia-norm/2012fr/KAST phase-band : 8.26B,0.17563386,0.35906014,0.08,-2.0,8.26,B,0.84546906,0.15453091,9.898075,0.018889457
T2m3ws-20211114.114217-0053.p12_SN_binned.txt,SB4,Ia-norm/2009Y/LRIS phase-band : 6.02B,0.29017857,0.37739632,0.08,-1.8,6.02,B,0.7761103,0.22388971,10.347743,0.018986683
T2m3ws-20211114.114217-0053.p12_SN_binned.txt,SB1,Ic/2014L/BFOSC phase-band : -9.0B,1.5364933,0.36711526,0.082,2.0,-9.0,B,0.4082355,0.5917645,9.686936,0.01945168
T2m3ws-20211114.114217-0053.p12_SN_binned.txt,SB3,Ia 99aa-like/iPTF14bdn/YFOSC phase-band : 21.18B,0.45842993,0.5031354,0.054,-0.4,21.18,B,0.5441429,0.4558571,10.364103,0.019591877
T2m3ws-20211114.114217-0053.p12_SN_binned.txt,E,Ic-BL/2018gep/FLOYDS-N phase-band : 4.24V,0.55296546,0.011022531,0.12,-1.4,4.24,V,0.9957699,0.0042300774,10.151761,0.019673957
T2m3ws-20211114.114217-0053.p12_SN_binned.txt,SB3,II/2012aw/EFOSC2-NTT phase-band : 20.38B,0.9850517,0.49864864,0.042,1.8,20.38,B,0.34670308,0.6532969,10.230812,0.019865654
T2m3ws-20211114.114217-0053.p12_SN_binned.txt,SB4,Ia 02es-like/PTF10ops/ISIS phase-band : 11.0g,1.2319173,0.27000082,0.05,1.6,11.0,g,0.5900508,0.40994918,10.827765,0.01986746
T2m3ws-20211114.114217-0053.p12_SN_binned.txt,S0,Ic-BL/2006aj/FORS2 phase-band : 8.02B,1.0485691,0.014939113,0.12,0.0,8.02,B,0.9891347,0.010865258,10.568939,0.019941395
T2m3ws-20211114.114217-0053.p12_SN_binned.txt,SB2,Ic-BL/2006aj/FORS2 phase-band : 13.01B,1.3544968,0.2832049,0.108,2.0,13.01,B,0.48663503,0.513365,10.672031,0.019985078
