SPECTRUM,GALAXY,SN,CONST_SN,CONST_GAL,Z,A_v,Phase,Band,Frac(SN),Frac(gal),CHI2/dof,CHI2/dof2
OBK-11968-WiFeS-Splice-UT20220613T192020-4.p12_SN_binned.txt,Sb,II/2003ed/KAST phase-band : u-,0.44214153,0.033299007,0.146,-2.0,u,-,0.9897571,0.010242906,5.71265,0.012206517
OBK-11968-WiFeS-Splice-UT20220613T192020-4.p12_SN_binned.txt,E,II/2013ej/BC-Asi phase-band : 17.39B,0.10847931,0.8814949,0.124,-2.0,17.39,B,0.45779827,0.54220176,6.2319536,0.0122195175
OBK-11968-WiFeS-Splice-UT20220613T192020-4.p12_SN_binned.txt,E,SLSN-IIn/PTF10fel/DEIMOS phase-band : 68.0R,0.27512717,0.62204427,0.15,-2.0,68.0,R,0.74105227,0.2589477,5.783562,0.012227404
OBK-11968-WiFeS-Splice-UT20220613T192020-4.p12_SN_binned.txt,SB2,IIn/2000eo/KAST phase-band : 24.0B,0.4385825,0.09203807,0.146,-2.0,24.0,B,0.9452173,0.054782663,6.298472,0.012277722
OBK-11968-WiFeS-Splice-UT20220613T192020-4.p12_SN_binned.txt,S0,IIb/2011fu/AFOSC phase-band : -9.0B,0.0810196,1.0513065,0.112,2.0,-9.0,B,0.01956463,0.9804354,5.6600323,0.012277727
OBK-11968-WiFeS-Splice-UT20220613T192020-4.p12_SN_binned.txt,S0,IIb/PS15bgt/AFOSC phase-band : 14.07B,0.04589453,0.96248937,0.096,-2.0,14.07,B,0.22309811,0.7769019,6.3387837,0.012284464
OBK-11968-WiFeS-Splice-UT20220613T192020-4.p12_SN_binned.txt,Sc,II/2002hh/KAST phase-band : 3544.35V,1.8583606,0.35622036,0.146,2.0,3544.35,V,0.37487724,0.6251227,6.131915,0.012288407
OBK-11968-WiFeS-Splice-UT20220613T192020-4.p12_SN_binned.txt,Sc,Ic/2004dn/LRIS phase-band : 73.0B,0.27292326,0.33800554,0.146,-1.8,73.0,B,0.784926,0.21507403,6.626953,0.012294903
OBK-11968-WiFeS-Splice-UT20220613T192020-4.p12_SN_binned.txt,E,Ia-norm/2012ht/AFOSC phase-band : -12.15B,7.6753684e-05,1.1404293,0.128,-1.2,-12.15,B,0.00022363891,0.99977636,6.2584915,0.0122956615
OBK-11968-WiFeS-Splice-UT20220613T192020-4.p12_SN_binned.txt,S0,Ic/2014L/BFOSC phase-band : -9.0B,0.01426539,0.9095418,0.034,-2.0,-9.0,B,0.08318352,0.9168165,6.3111906,0.012326544
