SPECTRUM,GALAXY,SN,CONST_SN,CONST_GAL,Z,A_v,Phase,Band,Frac(SN),Frac(gal),CHI2/dof,CHI2/dof2
T2m3ws-20220426.103050-0024.p12_SN_binned.txt,E,IIn/2005cp/DBSP phase-band : 8.0B,0.34886372,0.25162894,0.146,-2.0,8.0,B,0.91697854,0.08302144,8.545601,0.016625682
T2m3ws-20220426.103050-0024.p12_SN_binned.txt,SB2,ILRT/2015dl/ALFOSC phase-band : u-,0.48330638,0.7323232,0.146,1.4,u,-,0.10828428,0.8917157,7.7735853,0.01686244
T2m3ws-20220426.103050-0024.p12_SN_binned.txt,E,IIn/2002bu/KAST phase-band : 5.0B,0.73636204,0.21091117,0.146,0.0,5.0,B,0.8553867,0.1446133,8.768569,0.01692774
T2m3ws-20220426.103050-0024.p12_SN_binned.txt,E,IIn/2010jl/KAST phase-band : 28.57V,1.0560557,0.53035873,0.146,2.0,28.57,V,0.44224432,0.55775565,8.658526,0.017111711
T2m3ws-20220426.103050-0024.p12_SN_binned.txt,E,Ic/2004gt/LRIS phase-band : 57.59B,0.5500057,0.6541401,0.146,0.6,57.59,B,0.46789318,0.5321068,7.991435,0.017185882
T2m3ws-20220426.103050-0024.p12_SN_binned.txt,E,II/2016bkv/FLOYDS-N phase-band : 12.87B,0.44961473,0.05552028,0.148,-2.0,12.87,B,0.9835695,0.016430486,9.146071,0.017487707
T2m3ws-20220426.103050-0024.p12_SN_binned.txt,SB1,II/2002hh/KAST phase-band : 3544.35V,0.1903016,0.83890104,0.146,0.8,3544.35,V,0.059825987,0.940174,8.731541,0.017498078
T2m3ws-20220426.103050-0024.p12_SN_binned.txt,SB2,ILRT/2015dl/DBSP phase-band : u-,0.6110589,0.72905487,0.146,2.0,u,-,0.080339774,0.9196602,8.869849,0.017529346
T2m3ws-20220426.103050-0024.p12_SN_binned.txt,S0,TDE H+He/ASASSN-14li/DIS phase-band : 9.91B,0.08420874,0.867979,0.002,-0.2,9.91,B,0.21336848,0.7866315,9.0767355,0.01755655
T2m3ws-20220426.103050-0024.p12_SN_binned.txt,E,Ia-CSM/2016iks/EFOSC2-NTT phase-band : u-,0.2513952,0.5773473,0.148,-2.0,u,-,0.7666488,0.23335116,8.825798,0.017581271
T2m3ws-20220426.103050-0024.p12_SN_binned.txt,E,II-flash/iPTF15crj_early/ALFOSC phase-band : u-,0.3994147,0.47907516,0.146,-1.2,u,-,0.7647116,0.23528838,9.18611,0.017631687
T2m3ws-20220426.103050-0024.p12_SN_binned.txt,SB3,II/2014G/DOLORES phase-band : 110.91B,0.0024527973,1.0344207,0.116,-2.0,110.91,B,0.014520001,0.98548,8.668899,0.017691629
T2m3ws-20220426.103050-0024.p12_SN_binned.txt,S0,Ia-rapid/2002bj/LRIS phase-band : 6.31B,0.5750976,0.7757877,0.03,2.0,6.31,B,0.18596949,0.8140305,8.775339,0.017727958
T2m3ws-20220426.103050-0024.p12_SN_binned.txt,E,Ibn/2005la/DEIMOS phase-band : -1.35B,0.45151702,0.7688907,0.018,1.2,-1.35,B,0.24450597,0.755494,8.80528,0.01775258
T2m3ws-20220426.103050-0024.p12_SN_binned.txt,SB3,SN - Imposter/2000ch/LRIS phase-band : u-,0.010934279,1.0382141,0.146,-1.8,u,-,0.059506066,0.94049394,9.265365,0.01785234
T2m3ws-20220426.103050-0024.p12_SN_binned.txt,S0,II-flash/2014cn_early/GMOS phase-band : 0.0B,0.20129697,0.7701062,0.004,-0.2,0.0,B,0.3267266,0.67327344,9.001879,0.01786087
T2m3ws-20220426.103050-0024.p12_SN_binned.txt,E,II-flash/iPTF15crj_early/GMOS phase-band : u-,0.4562064,0.6430842,0.148,0.2,u,-,0.5185908,0.48140916,8.366602,0.017877355
T2m3ws-20220426.103050-0024.p12_SN_binned.txt,SB2,Ic/2019bkc/RSS phase-band : 7.05g,0.14776589,0.69589835,0.122,-2.0,7.05,g,0.42436814,0.57563186,8.801119,0.017888453
T2m3ws-20220426.103050-0024.p12_SN_binned.txt,Sa,IIb/1993J/BC-Ekar phase-band : -16.15B,0.4728123,0.81782985,0.15,2.0,-16.15,B,0.2133878,0.7866122,8.874163,0.017891457
T2m3ws-20220426.103050-0024.p12_SN_binned.txt,E,IIb-flash/2013cu_early/AFOSC phase-band : -1.06V,0.25363734,0.63621706,0.122,-2.0,-1.06,V,0.7253483,0.27465168,8.887327,0.017917998
T2m3ws-20220426.103050-0024.p12_SN_binned.txt,Sa,II/2016bkv/FLOYDS-N phase-band : 5.88B,0.29895282,0.6058587,0.148,-1.0,5.88,B,0.6271609,0.3728391,9.381025,0.01793695
T2m3ws-20220426.103050-0024.p12_SN_binned.txt,E,IIn/2005cp/DBSP phase-band : 36.0B,1.5610262,0.34420347,0.148,1.8,36.0,B,0.6139528,0.3860472,9.2222395,0.0179421
T2m3ws-20220426.103050-0024.p12_SN_binned.txt,E,II-flash/2019vqd_early/EFOSC2-NTT phase-band : u-,0.17616746,0.6743645,0.148,-2.0,u,-,0.70693904,0.29306093,8.864293,0.017980311
T2m3ws-20220426.103050-0024.p12_SN_binned.txt,S0,TDE H+He/2016fnl/DBSP phase-band : -1.04g,0.7090952,0.6795043,0.0,2.0,-1.04,g,0.22432868,0.7756713,9.38628,0.01798138
T2m3ws-20220426.103050-0024.p12_SN_binned.txt,S0,Ibn/2006jc/HFOSC phase-band : 16.0B,0.16330431,0.79456455,0.066,-0.4,16.0,B,0.37180254,0.62819743,9.42338,0.017983548
T2m3ws-20220426.103050-0024.p12_SN_binned.txt,E,Ibn/2011hw/AFOSC phase-band : -18.68B,0.87752044,0.65665257,0.144,1.4,-18.68,B,0.40696472,0.5930353,8.867279,0.017986367
T2m3ws-20220426.103050-0024.p12_SN_binned.txt,E,II/2013fs/ALFOSC phase-band : 6.24B,0.4010862,0.3275001,0.15,-1.6,6.24,B,0.8704469,0.1295531,8.961315,0.018030815
T2m3ws-20220426.103050-0024.p12_SN_binned.txt,Sa,SLSN-I/2017egm/KAST phase-band : 6.62B,0.27320665,0.82005435,0.144,1.2,6.62,B,0.2576926,0.74230736,8.967551,0.01807974
T2m3ws-20220426.103050-0024.p12_SN_binned.txt,Sa,II/2012aw/ALFOSC phase-band : -5.74B,0.38363677,0.8369856,0.144,1.4,-5.74,B,0.23354149,0.7664585,8.975473,0.018095711
T2m3ws-20220426.103050-0024.p12_SN_binned.txt,E,Ibn/2011hw/AFOSC phase-band : -14.42B,0.7949567,0.75485635,0.112,2.0,-14.42,B,0.29006505,0.70993495,9.066482,0.018132964
