SPECTRUM,GALAXY,SN,CONST_SN,CONST_GAL,Z,A_v,Phase,Band,Frac(SN),Frac(gal),CHI2/dof,CHI2/dof2
T2m3ws-20211211.140637-0072.p12_SN_binned.txt,E,Ia-norm/2011by/KAST phase-band : -10.76B,1.6846759,0.034114126,0.058,2.0,-10.76,B,0.96219116,0.03780886,28.74014,0.054022823
T2m3ws-20211211.140637-0072.p12_SN_binned.txt,SB2,Ia-norm/2011by/KAST phase-band : -2.77B,1.1090149,0.27141494,0.052,2.0,-2.77,B,0.62699586,0.37300417,30.564423,0.05712976
T2m3ws-20211211.140637-0072.p12_SN_binned.txt,SB2,Ia-norm/2012fr/KAST phase-band : -5.65B,0.82214457,0.3742563,0.068,2.0,-5.65,B,0.5184024,0.4815976,31.231373,0.058816146
T2m3ws-20211211.140637-0072.p12_SN_binned.txt,E,Ia 99aa-like/1999aa/DIS phase-band : -6.0B,0.7309757,0.22435403,0.07,1.0,-6.0,B,0.8235448,0.17645521,30.867529,0.0608827
T2m3ws-20211211.140637-0072.p12_SN_binned.txt,E,Ia-norm/2012cg/KAST phase-band : -5.5B,1.5886624,0.06452668,0.056,2.0,-5.5,B,0.9297843,0.07021571,32.350906,0.060924493
T2m3ws-20211211.140637-0072.p12_SN_binned.txt,SB2,Ia-norm/2011by/KAST phase-band : -4.75B,1.1342087,0.27592114,0.052,2.0,-4.75,B,0.6219009,0.37809908,32.600826,0.060936123
T2m3ws-20211211.140637-0072.p12_SN_binned.txt,SB4,Ia-norm/2011fe/STIS phase-band : -0.47B,0.08357907,0.26143563,0.05,1.8,-0.47,B,0.691519,0.308481,34.00375,0.062392205
T2m3ws-20211211.140637-0072.p12_SN_binned.txt,E,Ia-norm/2009ig/KAST phase-band : -7.78B,1.3397398,0.12510926,0.072,2.0,-7.78,B,0.8694271,0.13057292,33.491756,0.06307299
T2m3ws-20211211.140637-0072.p12_SN_binned.txt,SB1,Ia 91T-like/2017pp/ALFOSC phase-band : 0.26B,1.942809,0.010610691,0.046,2.0,0.26,B,0.9818945,0.018105483,36.615166,0.06718379
T2m3ws-20211211.140637-0072.p12_SN_binned.txt,SB6,Ia-norm/2011fe/STIS phase-band : 2.81B,0.07869539,0.14442012,0.046,2.0,2.81,B,0.80724007,0.19275992,36.946903,0.06779248
T2m3ws-20211211.140637-0072.p12_SN_binned.txt,SB5,super_chandra/2009dc/CAFOS phase-band : 3.0B,1.2434195,0.12571079,0.044,1.4,3.0,B,0.86183524,0.13816474,37.233166,0.06831773
T2m3ws-20211211.140637-0072.p12_SN_binned.txt,E,Ia 99aa-like/1999aa/ALFOSC phase-band : -10.0B,1.3494155,0.19105746,0.074,1.4,-10.0,B,0.83859754,0.16140243,36.005123,0.068581186
T2m3ws-20211211.140637-0072.p12_SN_binned.txt,SB6,Ia-02cx like/2005hk/LRIS phase-band : -4.57B,2.3923542,0.010033284,0.038,2.0,-4.57,B,0.9852808,0.014719202,38.598835,0.07082355
T2m3ws-20211211.140637-0072.p12_SN_binned.txt,E,II-flash/2019vqd_early/EFOSC2-NTT phase-band : u-,1.483852,0.14065059,0.148,2.0,u,-,0.86244816,0.13755184,34.99759,0.07098903
T2m3ws-20211211.140637-0072.p12_SN_binned.txt,SB1,Ia 99aa-like/1999aa/KAST phase-band : -11.0B,1.0355742,0.16178903,0.064,1.4,-11.0,B,0.79645836,0.20354165,38.73915,0.07108101
T2m3ws-20211211.140637-0072.p12_SN_binned.txt,E,II-flash/2013fs_early/ALFOSC phase-band : -3.81B,1.4897462,0.13670568,0.146,2.0,-3.81,B,0.86697257,0.13302742,36.535004,0.07321644
T2m3ws-20211211.140637-0072.p12_SN_binned.txt,E,II-flash/2014cn_early/GMOS phase-band : 0.0B,1.5440449,0.20364083,0.088,2.0,0.0,B,0.7878117,0.21218832,35.970196,0.07355868
T2m3ws-20211211.140637-0072.p12_SN_binned.txt,E,IIb-flash/2013cu_early/ALFOSC phase-band : -3.99V,1.2924969,0.20748878,0.15,1.8,-3.99,V,0.81735736,0.18264265,37.793194,0.075135574
T2m3ws-20211211.140637-0072.p12_SN_binned.txt,E,SLSN-I/2017egm/KAST phase-band : -0.39B,1.2722359,0.047129415,0.15,2.0,-0.39,B,0.9515329,0.048467092,37.00963,0.07537603
T2m3ws-20211211.140637-0072.p12_SN_binned.txt,SB1,Ia-norm/1994D/KAST phase-band : -2.8B,0.8451087,0.055509433,0.056,0.2,-2.8,B,0.94713026,0.052869745,41.304504,0.07578808
T2m3ws-20211211.140637-0072.p12_SN_binned.txt,E,SLSN-I/2015bn/EFOSC2-NTT phase-band : -28.66B,1.9210961,0.06958377,0.15,2.0,-28.66,B,0.9335001,0.06649989,39.623196,0.076345265
T2m3ws-20211211.140637-0072.p12_SN_binned.txt,E,II-flash/2013fs_early/ALFOSC phase-band : -2.79B,1.5799375,0.11869655,0.146,2.0,-2.79,B,0.8833144,0.11668564,38.16597,0.07648491
T2m3ws-20211211.140637-0072.p12_SN_binned.txt,E,IIb-flash/2013cu_early/AFOSC phase-band : -1.06V,2.1768913,0.088708036,0.132,2.0,-1.06,V,0.91225094,0.08774904,37.717583,0.07666176
T2m3ws-20211211.140637-0072.p12_SN_binned.txt,SB3,II/2014cn/DBSP phase-band : 10.31B,1.0342793,0.35714814,0.036,2.0,10.31,B,0.5919687,0.4080313,41.450596,0.07718919
T2m3ws-20211211.140637-0072.p12_SN_binned.txt,E,SLSN-I/2017egm/ALFOSC phase-band : -3.65B,1.1700277,0.17825529,0.15,2.0,-3.65,B,0.8368848,0.16311523,40.561626,0.07845575
T2m3ws-20211211.140637-0072.p12_SN_binned.txt,S0,super_chandra/2009dc/ALFOSC phase-band : 10.0B,2.5971434,0.0024187788,0.034,2.0,10.0,B,0.9970813,0.002918711,43.334625,0.07951307
T2m3ws-20211211.140637-0072.p12_SN_binned.txt,E,SLSN-I/2017egm/ALFOSC phase-band : -21.67B,0.8606065,0.16403465,0.15,1.0,-21.67,B,0.8860431,0.113956906,42.892002,0.08296325
T2m3ws-20211211.140637-0072.p12_SN_binned.txt,SB1,super_chandra/2009dc/CAFOS phase-band : 8.0B,1.2329135,0.05433065,0.034,1.4,8.0,B,0.9253359,0.074664116,45.46392,0.08342004
T2m3ws-20211211.140637-0072.p12_SN_binned.txt,SB1,TDE H+He/ASASSN-14li/DIS phase-band : 9.91B,0.35774294,0.7068837,0.034,1.2,9.91,B,0.31632555,0.68367445,42.59994,0.0836934
T2m3ws-20211211.140637-0072.p12_SN_binned.txt,E,super_chandra/2009dc/KAST phase-band : -6.52B,0.8817635,0.0119871525,0.044,0.0,-6.52,B,0.99290806,0.007091961,48.055553,0.088663384
T2m3ws-20211211.140637-0072.p12_SN_binned.txt,E,SLSN-I/2017egm/ALFOSC phase-band : -13.6B,0.7796064,0.050146937,0.15,0.4,-13.6,B,0.9705938,0.02940619,45.80618,0.08877166
T2m3ws-20211211.140637-0072.p12_SN_binned.txt,E,SLSN-I/2017egm/KAST phase-band : -18.39B,0.87698966,0.09495286,0.144,0.4,-18.39,B,0.94316536,0.056834612,45.482082,0.08970825
T2m3ws-20211211.140637-0072.p12_SN_binned.txt,E,II-flash/2016bkv_early/FLOYDS-N phase-band : -3.13B,0.475992,0.022332827,0.15,-1.2,-3.13,B,0.9925831,0.0074169245,49.72414,0.09525698
T2m3ws-20211211.140637-0072.p12_SN_binned.txt,E,Ibn/2010al/DBSP phase-band : -8.18B,0.8466239,0.01922204,0.034,-0.2,-8.18,B,0.98887247,0.011127528,49.920704,0.09712199
T2m3ws-20211211.140637-0072.p12_SN_binned.txt,E,II-flash/2016bkv_early/FLOYDS-N phase-band : 0.81B,0.6768664,0.014927887,0.15,-0.4,0.81,B,0.993466,0.0065339888,53.618183,0.10154959
T2m3ws-20211211.140637-0072.p12_SN_binned.txt,SB1,SLSN-I/Gaia16apd/ALFOSC phase-band : -15.16B,0.57180345,0.19729339,0.13,-0.6,-15.16,B,0.8545032,0.1454968,56.11353,0.10296061
T2m3ws-20211211.140637-0072.p12_SN_binned.txt,E,II-flash/2013fs_early/LRIS phase-band : -4.43B,0.5309734,0.008466727,0.146,-0.8,-4.43,B,0.9967576,0.0032423509,54.58313,0.10337714
