SPECTRUM,GALAXY,SN,CONST_SN,CONST_GAL,Z,A_v,Phase,Band,Frac(SN),Frac(gal),CHI2/dof,CHI2/dof2
T2m3ws-20211220.130256-0059.p12_SN_binned.txt,SB3,IIn/2008fq/WFCCD phase-band : 10.0B,1.1406955,0.067532085,0.03,0.4,10.0,B,0.91729444,0.082705565,7.388853,0.014544986
T2m3ws-20211220.130256-0059.p12_SN_binned.txt,Sa,IIb/2013df/HET-LRS phase-band : -1.0B,0.39729732,0.48050463,0.026,-0.2,-1.0,B,0.56625813,0.43374187,7.061985,0.015057538
T2m3ws-20211220.130256-0059.p12_SN_binned.txt,Sc,Ic/2019bkc/RSS phase-band : 7.05g,0.30066082,0.42639428,0.076,-2.0,7.05,g,0.7354011,0.26459888,7.149882,0.015148055
T2m3ws-20211220.130256-0059.p12_SN_binned.txt,Sc,IIn/2008fq/WFCCD phase-band : 3.0B,0.78059685,0.015045737,0.02,-0.6,3.0,B,0.98671937,0.013280639,8.075809,0.015773064
T2m3ws-20211220.130256-0059.p12_SN_binned.txt,S0,Ia-norm/2013dy/HET-LRS phase-band : 15.45B,0.07642814,0.7307964,0.044,-2.0,15.45,B,0.53525954,0.46474046,7.2903924,0.01578007
T2m3ws-20211220.130256-0059.p12_SN_binned.txt,S0,Ia-norm/2013dy/HET-LRS phase-band : 6.24B,0.094213806,0.6602934,0.046,-2.0,6.24,B,0.61709917,0.38290083,7.2928724,0.01581968
T2m3ws-20211220.130256-0059.p12_SN_binned.txt,Sa,Ia-norm/2009Y/WFCCD phase-band : 12.36B,0.13727048,0.7012842,0.068,-2.0,12.36,B,0.55148035,0.44851968,8.211001,0.01652113
T2m3ws-20211220.130256-0059.p12_SN_binned.txt,Sa,Ia-norm/2007sr/BC-duPont phase-band : 20.0B,0.31211805,0.7260881,0.046,1.0,20.0,B,0.22752811,0.7724719,7.7214985,0.016605373
T2m3ws-20211220.130256-0059.p12_SN_binned.txt,S0,II/2008aw/Other phase-band : 30.0B,0.82646346,0.52600235,0.028,1.2,30.0,B,0.41286418,0.58713585,8.440686,0.016881373
T2m3ws-20211220.130256-0059.p12_SN_binned.txt,S0,Ia 91bg-like/2015ac/AFOSC phase-band : u-,0.23391825,0.6593432,0.048,-2.0,u,-,0.62648046,0.37351957,8.413104,0.017204711
T2m3ws-20211220.130256-0059.p12_SN_binned.txt,S0,IIb/2011fu/AFOSC phase-band : -9.0B,0.36769152,0.6259049,0.038,-1.0,-9.0,B,0.577757,0.422243,7.5305886,0.017512998
T2m3ws-20211220.130256-0059.p12_SN_binned.txt,SB1,IIn/2008fq/KAST phase-band : 11.17B,2.10874,0.051468376,0.13,2.0,11.17,B,0.86812246,0.13187754,9.158741,0.01781856
T2m3ws-20211220.130256-0059.p12_SN_binned.txt,Sc,IIn/2008fq/KAST phase-band : 18.14B,1.4272625,0.078118205,0.04,1.2,18.14,B,0.85606533,0.1439347,9.71095,0.01785101
T2m3ws-20211220.130256-0059.p12_SN_binned.txt,Sa,Ia 91T-like/2018hfr/KAST phase-band : u-,0.20809291,0.44513994,0.046,-1.8,u,-,0.7464567,0.25354335,9.4075775,0.017885128
T2m3ws-20211220.130256-0059.p12_SN_binned.txt,S0,Ia-CSM/2005gj/LRIS phase-band : 48.04g,0.9430893,0.41062447,0.032,1.2,48.04,g,0.51076865,0.48923132,9.78549,0.017955028
T2m3ws-20211220.130256-0059.p12_SN_binned.txt,Sa,Ia-norm/2011fe/KAST phase-band : 18.26B,0.12702826,0.6570043,0.044,-1.8,18.26,B,0.54474044,0.45525956,9.701856,0.018236572
T2m3ws-20211220.130256-0059.p12_SN_binned.txt,S0,Ia 91bg-like/2015ac/KAST phase-band : u-,0.11009454,0.63386095,0.046,-2.0,u,-,0.614721,0.385279,9.937007,0.018266557
T2m3ws-20211220.130256-0059.p12_SN_binned.txt,Sa,IIb/2011fu/AFOSC phase-band : 12.0B,0.94879395,0.6033314,0.028,2.0,12.0,B,0.27355772,0.7264423,8.404124,0.01830964
T2m3ws-20211220.130256-0059.p12_SN_binned.txt,Sc,IIn/2008fq/LDSS-3 phase-band : -2.0B,0.78811526,0.15874231,0.126,-0.4,-2.0,B,0.8584561,0.14154394,8.975297,0.01835439
T2m3ws-20211220.130256-0059.p12_SN_binned.txt,S0,II/2014G/BC-Asi phase-band : 16.94B,0.3769944,0.611936,0.04,-1.0,16.94,B,0.5833532,0.41664675,8.487923,0.018492207
T2m3ws-20211220.130256-0059.p12_SN_binned.txt,Sc,Ic-BL/2006aj/FORS1-UT2 phase-band : 19.01B,0.20239055,0.5378601,0.068,-1.4,19.01,B,0.5310267,0.4689733,9.888597,0.018622592
T2m3ws-20211220.130256-0059.p12_SN_binned.txt,S0,Ia 02es-like/PTF10ops/ISIS phase-band : 11.0g,0.6574918,0.66726094,0.04,2.0,11.0,g,0.22206186,0.7779381,10.343834,0.018979512
T2m3ws-20211220.130256-0059.p12_SN_binned.txt,Sa,Ia-norm/2015N/KAST phase-band : 5.39B,0.20784824,0.57170635,0.056,-1.2,5.39,B,0.5785045,0.4214955,10.23467,0.018988255
T2m3ws-20211220.130256-0059.p12_SN_binned.txt,E,Ib/2014C/AFOSC phase-band : -2.87B,0.8782349,0.59343326,0.042,1.4,-2.87,B,0.38523346,0.61476654,9.378881,0.019024102
T2m3ws-20211220.130256-0059.p12_SN_binned.txt,S0,Ia-norm/2009Y/LRIS phase-band : 6.02B,0.14358507,0.68492115,0.062,-2.0,6.02,B,0.5774585,0.42254153,10.466356,0.019204324
T2m3ws-20211220.130256-0059.p12_SN_binned.txt,S0,Ia 91bg-like/2016ije/KAST phase-band : u-,0.58215404,0.6379816,0.044,1.4,u,-,0.29629964,0.70370036,10.512561,0.019289102
T2m3ws-20211220.130256-0059.p12_SN_binned.txt,Sc,Ic-BL/2006aj/FORS2 phase-band : 13.01B,0.24296375,0.3063834,0.08,-2.0,13.01,B,0.81620157,0.18379846,10.567961,0.019462174
T2m3ws-20211220.130256-0059.p12_SN_binned.txt,Sc,ILRT/PTF10fqs/HET-LRS phase-band : 6.0g,0.95788616,0.30078465,0.016,0.8,6.0,g,0.5798738,0.42012617,9.406773,0.01967944
T2m3ws-20211220.130256-0059.p12_SN_binned.txt,Sc,Ic/2014L/BFOSC phase-band : -9.0B,0.34839532,0.25010297,0.06,-2.0,-9.0,B,0.8635541,0.1364459,9.991623,0.01974629
T2m3ws-20211220.130256-0059.p12_SN_binned.txt,Sa,IIb/2008aq/KAST phase-band : -5.28B,0.16165173,0.657545,0.026,-1.4,-5.28,B,0.51648647,0.48351353,8.895602,0.019856254
T2m3ws-20211220.130256-0059.p12_SN_binned.txt,S0,Ic-BL/2006aj/FORS2 phase-band : 3.04B,0.51994365,0.63541305,0.076,0.8,3.04,B,0.38084236,0.6191577,8.720752,0.019955954
T2m3ws-20211220.130256-0059.p12_SN_binned.txt,Sa,IIb/2013df/HET-LRS phase-band : 14.0B,0.83517915,0.55582607,0.022,2.0,14.0,B,0.27140743,0.7285926,9.39928,0.019998467
T2m3ws-20211220.130256-0059.p12_SN_binned.txt,S0,IIb/2011fu/CAFOS phase-band : -5.1B,0.29372966,0.36887407,0.034,-1.6,-5.1,B,0.7898685,0.21013154,10.924768,0.020045446
T2m3ws-20211220.130256-0059.p12_SN_binned.txt,S0,Ia-norm/2009ig/KAST phase-band : 14.18B,0.079547934,0.7384504,0.062,-2.0,14.18,B,0.5280492,0.47195083,10.699718,0.020112252
T2m3ws-20211220.130256-0059.p12_SN_binned.txt,S0,Ia-norm/2009Y/Other phase-band : -5.64B,0.15259527,0.6810358,0.076,-2.0,-5.64,B,0.617038,0.38296196,10.251099,0.020379918
T2m3ws-20211220.130256-0059.p12_SN_binned.txt,S0,Ic-BL/2006aj/FORS2 phase-band : 11.01B,0.75441414,0.7116922,0.076,2.0,11.01,B,0.21756825,0.7824318,8.743032,0.020475486
T2m3ws-20211220.130256-0059.p12_SN_binned.txt,Sa,Ic-BL/1998bw/DFOSC phase-band : 46.24B,0.29157034,0.6097363,0.064,-0.8,46.24,B,0.5021408,0.49785918,11.093891,0.020544244
T2m3ws-20211220.130256-0059.p12_SN_binned.txt,S0,super_chandra/2007if/SNIFS phase-band : 6.48B,0.24071825,0.47960684,0.036,-2.0,6.48,B,0.73128927,0.26871073,11.208045,0.020565221
T2m3ws-20211220.130256-0059.p12_SN_binned.txt,S0,Ia 99aa-like/1999aa/MARK-III phase-band : 8.0B,0.14496891,0.74708277,0.072,-2.0,8.0,B,0.54608834,0.45391166,10.017289,0.020569382
T2m3ws-20211220.130256-0059.p12_SN_binned.txt,S0,II/2013ej/KAST phase-band : 8.9B,0.22861058,0.40633303,0.032,-2.0,8.9,B,0.79551154,0.20448843,11.160582,0.020667743
T2m3ws-20211220.130256-0059.p12_SN_binned.txt,Sa,Ic-BL/PTF10vgv/HET-LRS phase-band : 2.0R,0.50268763,0.6714455,0.016,2.0,2.0,R,0.17484318,0.8251568,9.957691,0.021096803
T2m3ws-20211220.130256-0059.p12_SN_binned.txt,S0,Ia-norm/2015N/LRIS phase-band : -2.0B,0.477361,0.726886,0.058,1.6,-2.0,B,0.22419575,0.7758043,11.556156,0.021203956
T2m3ws-20211220.130256-0059.p12_SN_binned.txt,Sc,II/iPTF14flu/ALFOSC phase-band : u-,0.44420278,0.07211559,0.146,-2.0,u,-,0.96629554,0.03370449,11.183663,0.021261718
T2m3ws-20211220.130256-0059.p12_SN_binned.txt,S0,SLSN-IIn/2006gy/KAST phase-band : -31.39R,1.930331,0.07947891,0.014,1.8,-31.39,R,0.8545048,0.14549518,11.762083,0.021581804
T2m3ws-20211220.130256-0059.p12_SN_binned.txt,S0,Ia 91T-like/1991T/Other phase-band : -12.0B,0.31417227,0.55438316,0.11,-2.0,-12.0,B,0.74322456,0.2567754,11.492088,0.021642352
T2m3ws-20211220.130256-0059.p12_SN_binned.txt,S0,IIb/2011fu/AFOSC phase-band : -11.2B,0.31724706,0.38791895,0.022,-2.0,-11.2,B,0.8044629,0.19553706,11.879356,0.021837052
T2m3ws-20211220.130256-0059.p12_SN_binned.txt,Sc,Ibn/2015G/KAST phase-band : 0.51B,0.68532425,0.180868,0.15,-0.4,0.51,B,0.8394701,0.16052994,11.070565,0.022096938
T2m3ws-20211220.130256-0059.p12_SN_binned.txt,Sc,Ibn/2006jc/ALFOSC phase-band : 10.0B,0.6588169,0.40601102,0.148,-0.2,10.0,B,0.6183093,0.38169068,10.39963,0.0223168
T2m3ws-20211220.130256-0059.p12_SN_binned.txt,Sc,Ia-CSM/PTF11kx/RC-Spec phase-band : 5.0B,0.3597079,0.49062377,0.15,-1.6,5.0,B,0.6702676,0.32973242,10.045085,0.022573225
T2m3ws-20211220.130256-0059.p12_SN_binned.txt,S0,Ia-pec/2013bh/HET-LRS phase-band : -2.0V,0.16406183,0.59162986,0.094,-2.0,-2.0,V,0.70790946,0.29209056,10.589934,0.022579817
T2m3ws-20211220.130256-0059.p12_SN_binned.txt,Sc,ILRT/PTF10fqs/HET-LRS phase-band : -6.0g,1.3574033,0.32649723,0.01,1.8,-6.0,g,0.44139645,0.5586036,10.662523,0.02278317
T2m3ws-20211220.130256-0059.p12_SN_binned.txt,Sc,Ibn/2015G/KAST phase-band : 2.46B,0.6889019,0.17222649,0.148,-0.4,2.46,B,0.8471071,0.15289292,11.440911,0.022881823
T2m3ws-20211220.130256-0059.p12_SN_binned.txt,Sc,II/2016bkv/FLOYDS-N phase-band : 23.83B,0.5229537,0.09968822,0.15,-1.4,23.83,B,0.9395596,0.06044042,12.198121,0.023102501
