SPECTRUM,GALAXY,SN,CONST_SN,CONST_GAL,Z,A_v,Phase,Band,Frac(SN),Frac(gal),CHI2/dof,CHI2/dof2
T2m3ws-20220623.172702-0094.p12_SN_binned.txt,SB4,Ia-norm/2009Y/Other phase-band : -5.64B,0.41185787,0.53827226,0.052,0.2,-5.64,B,0.44854146,0.55145854,8.681223,0.016955514
T2m3ws-20220623.172702-0094.p12_SN_binned.txt,Sc,Ia-norm/2011by/KAST phase-band : -2.77B,0.21645595,0.24183883,0.024,-2.0,-2.77,B,0.8552475,0.14475247,10.50028,0.019301986
T2m3ws-20220623.172702-0094.p12_SN_binned.txt,Sa,Ia-norm/2012ht/KAST phase-band : 2.3B,0.52861387,0.4480637,0.024,1.8,2.3,B,0.4462627,0.5537373,11.022571,0.020262077
T2m3ws-20220623.172702-0094.p12_SN_binned.txt,Sc,Ia-norm/2011by/KAST phase-band : -4.75B,0.22401953,0.2391414,0.026,-2.0,-4.75,B,0.85802513,0.14197485,11.016163,0.020287592
T2m3ws-20220623.172702-0094.p12_SN_binned.txt,S0,Ia-norm/2011fe/STIS phase-band : -0.47B,0.022677567,0.3773156,0.024,-1.0,-0.47,B,0.7417415,0.25825855,11.161037,0.020478968
T2m3ws-20220623.172702-0094.p12_SN_binned.txt,Sc,Ia-norm/2011by/KAST phase-band : -10.76B,0.34294844,0.16377464,0.03,-1.4,-10.76,B,0.8874576,0.11254239,11.160815,0.02059191
T2m3ws-20220623.172702-0094.p12_SN_binned.txt,S0,Ia-norm/2011fe/STIS phase-band : 2.81B,0.029742109,0.46405083,0.022,1.0,2.81,B,0.514309,0.48569104,11.251644,0.02064522
T2m3ws-20220623.172702-0094.p12_SN_binned.txt,Sb,Ia-norm/2011by/KAST phase-band : 5.25B,0.52779925,0.45537758,0.022,1.4,5.25,B,0.48075414,0.51924586,11.587931,0.021340571
T2m3ws-20220623.172702-0094.p12_SN_binned.txt,Sb,Ia-norm/2017erp/KAST phase-band : -4.69B,0.54343677,0.34299767,0.028,0.6,-4.69,B,0.64721906,0.35278094,11.937334,0.021903364
T2m3ws-20220623.172702-0094.p12_SN_binned.txt,Sb,Ia-norm/2012cg/KAST phase-band : -5.5B,0.40517163,0.21274245,0.028,-0.8,-5.5,B,0.85464275,0.14535727,12.573247,0.023240753
T2m3ws-20220623.172702-0094.p12_SN_binned.txt,SB5,Ia 99aa-like/1999aa/MARK-III phase-band : 8.0B,0.5022422,0.6039793,0.04,0.8,8.0,B,0.36457914,0.63542086,11.805709,0.023658736
T2m3ws-20220623.172702-0094.p12_SN_binned.txt,SB5,Ia-norm/2009ig/KAST phase-band : -7.78B,0.23391236,0.22579058,0.04,-2.0,-7.78,B,0.88403594,0.11596407,12.854522,0.02371683
T2m3ws-20220623.172702-0094.p12_SN_binned.txt,SB5,Ia-norm/2012ht/AFOSC phase-band : -12.15B,0.65257543,0.4081029,0.036,-0.2,-12.15,B,0.65944505,0.34055495,11.545278,0.02472222
T2m3ws-20220623.172702-0094.p12_SN_binned.txt,SB4,Ia-norm/2012cg/KAST phase-band : -13.49B,0.53298104,0.29837328,0.038,0.0,-13.49,B,0.69993174,0.30006826,13.46095,0.025066946
T2m3ws-20220623.172702-0094.p12_SN_binned.txt,Sc,Ia-norm/2011fe/STIS phase-band : -10.61B,0.026185317,0.33160678,0.032,-1.0,-10.61,B,0.709633,0.29036698,13.937453,0.025573308
T2m3ws-20220623.172702-0094.p12_SN_binned.txt,Sa,Ia 91T-like/2017pp/ALFOSC phase-band : 0.26B,0.46451545,0.14718655,0.018,-1.0,0.26,B,0.9001137,0.099886276,13.985898,0.025662199
T2m3ws-20220623.172702-0094.p12_SN_binned.txt,Sa,Ia-norm/2011fe/STIS phase-band : -13.69B,0.083780296,0.35473743,0.03,1.4,-13.69,B,0.5630878,0.43691218,14.489643,0.0265865
T2m3ws-20220623.172702-0094.p12_SN_binned.txt,SB3,Ib/2005bf/WFCCD phase-band : -31.0B,0.47921288,0.5838488,0.012,0.6,-31.0,B,0.3584695,0.6415305,13.979658,0.026987758
T2m3ws-20220623.172702-0094.p12_SN_binned.txt,Sa,Ia-norm/2011fe/SNIFS phase-band : -14.61B,0.9944062,0.37556306,0.032,2.0,-14.61,B,0.49785104,0.5021489,14.725492,0.027019251
T2m3ws-20220623.172702-0094.p12_SN_binned.txt,S0,super_chandra/2009dc/ALFOSC phase-band : 10.0B,1.044464,0.40456593,0.012,1.4,10.0,B,0.5426983,0.45730168,14.729951,0.027027432
T2m3ws-20220623.172702-0094.p12_SN_binned.txt,SB3,Ib/2005bf/WFCCD phase-band : -23.0B,0.59015125,0.53526056,0.008,0.8,-23.0,B,0.39024732,0.60975266,14.296256,0.0274928
T2m3ws-20220623.172702-0094.p12_SN_binned.txt,S0,Ia 99aa-like/1999aa/DIS phase-band : -6.0B,0.16976917,0.35525468,0.042,-2.0,-6.0,B,0.8300254,0.1699746,14.354775,0.027765524
T2m3ws-20220623.172702-0094.p12_SN_binned.txt,SB2,IIb/2008aq/KAST phase-band : -5.28B,0.3812829,0.5858701,0.002,0.8,-5.28,B,0.25705475,0.74294525,12.899068,0.028163902
T2m3ws-20220623.172702-0094.p12_SN_binned.txt,Sc,super_chandra/2009dc/CAFOS phase-band : 8.0B,0.28175348,0.34240177,0.014,-1.0,8.0,B,0.6928457,0.3071543,15.423738,0.028300436
T2m3ws-20220623.172702-0094.p12_SN_binned.txt,SB4,Ib/2005bf/WFCCD phase-band : -19.0B,0.773875,0.5968634,0.006,2.0,-19.0,B,0.24500148,0.7549985,14.913055,0.028678952
T2m3ws-20220623.172702-0094.p12_SN_binned.txt,SB6,Ia-norm/2017erp/RSS phase-band : -16.99B,1.0918311,0.45372805,0.06,2.0,-16.99,B,0.37339145,0.62660855,15.123575,0.028697485
T2m3ws-20220623.172702-0094.p12_SN_binned.txt,SB6,Ia-norm/2012fr/RSS phase-band : -14.19B,0.8592212,0.5304069,0.062,2.0,-14.19,B,0.30476263,0.69523734,15.165852,0.028777707
T2m3ws-20220623.172702-0094.p12_SN_binned.txt,S0,super_chandra/2009dc/CAFOS phase-band : 3.0B,0.31838492,0.32919687,0.014,-1.2,3.0,B,0.7889223,0.21107768,15.714114,0.028833238
T2m3ws-20220623.172702-0094.p12_SN_binned.txt,SB6,Ia-norm/2009ig/Other phase-band : -13.8B,0.59008265,0.521186,0.066,2.0,-13.8,B,0.3127749,0.6872251,16.250748,0.030432113
T2m3ws-20220623.172702-0094.p12_SN_binned.txt,S0,Ia 99aa-like/1999aa/ALFOSC phase-band : -10.0B,0.2961192,0.28273717,0.052,-2.0,-10.0,B,0.8738749,0.12612511,17.06439,0.03207592
T2m3ws-20220623.172702-0094.p12_SN_binned.txt,Sa,Ia-02cx like/2010ae/X-Shooter phase-band : -1.0B,0.4116364,0.05333678,0.002,2.0,-1.0,B,0.90200615,0.09799382,17.537428,0.032178767
T2m3ws-20220623.172702-0094.p12_SN_binned.txt,SB3,II/1999em/LRIS phase-band : 8.0B,0.457102,0.6695622,0.002,2.0,8.0,B,0.18622297,0.813777,15.939163,0.03220033
T2m3ws-20220623.172702-0094.p12_SN_binned.txt,Sa,SLSN-I/2017egm/KAST phase-band : 6.62B,0.37207648,0.24071577,0.136,-0.6,6.62,B,0.8460122,0.15398785,16.12614,0.032316916
