SPECTRUM,GALAXY,SN,CONST_SN,CONST_GAL,Z,A_v,Phase,Band,Frac(SN),Frac(gal),CHI2/dof,CHI2/dof2
T2m3ws-20211017.154844-0100.p12_SN_binned.txt,S0,Ia-CSM/2019fcg/EFOSC2-NTT phase-band : u-,0.44494066,0.17635703,0.026,-1.8,u,-,0.91900843,0.08099155,10.16658,0.018827
T2m3ws-20211017.154844-0100.p12_SN_binned.txt,Sa,IIb/2013df/HET-LRS phase-band : -1.0B,0.42523098,0.56993973,0.022,0.6,-1.0,B,0.3760877,0.62391233,9.376476,0.01994995
T2m3ws-20211017.154844-0100.p12_SN_binned.txt,Sc,ILRT/2017be/ALFOSC phase-band : 26.0B,1.0376985,0.14446981,0.024,0.6,26.0,B,0.78438294,0.21561708,10.991636,0.020168139
T2m3ws-20211017.154844-0100.p12_SN_binned.txt,SB4,IIn/2008fq/WFCCD phase-band : 10.0B,0.96006215,0.18501219,0.026,0.4,10.0,B,0.7730741,0.22692588,10.301635,0.020199284
T2m3ws-20211017.154844-0100.p12_SN_binned.txt,Sc,IIn/2008fq/WFCCD phase-band : 3.0B,0.58978426,0.14493154,0.0,-0.8,3.0,B,0.87339914,0.12660083,10.490424,0.020212764
T2m3ws-20211017.154844-0100.p12_SN_binned.txt,Sc,IIn/2008fq/LDSS-3 phase-band : -2.0B,0.48463175,0.0838808,0.026,-1.6,-2.0,B,0.9481346,0.051865395,10.812456,0.020595154
T2m3ws-20211017.154844-0100.p12_SN_binned.txt,SB1,IIn/2008fq/KAST phase-band : 11.17B,1.1036469,0.037063614,0.02,0.6,11.17,B,0.9410937,0.058906335,11.343666,0.020814067
T2m3ws-20211017.154844-0100.p12_SN_binned.txt,Sc,IIn/2008fq/KAST phase-band : 18.14B,1.1628109,0.19855838,0.03,1.2,18.14,B,0.65571535,0.34428465,11.4067135,0.020929748
T2m3ws-20211017.154844-0100.p12_SN_binned.txt,Sa,Ic/2007ce/KAST phase-band : 17.33B,0.81108403,0.5671475,0.026,2.0,17.33,B,0.2592138,0.7407862,11.483908,0.02107139
T2m3ws-20211017.154844-0100.p12_SN_binned.txt,E,Ia-CSM/2005gj/LRIS phase-band : 48.04g,1.0579447,0.32344013,0.024,1.2,48.04,g,0.6084322,0.39156783,11.541415,0.021215836
