SPECTRUM,GALAXY,SN,CONST_SN,CONST_GAL,Z,A_v,Phase,Band,Frac(SN),Frac(gal),CHI2/dof,CHI2/dof2
T2m3ws-20211214.124728-0063.p12_SN_binned.txt,S0,Ia-norm/2011fe/SNIFS phase-band : 11.36B,0.7266712,0.0070337323,0.044,0.2,11.36,B,0.9937795,0.006220545,6.9505115,0.012753231
T2m3ws-20211214.124728-0063.p12_SN_binned.txt,SB1,Ia-norm/2012ht/KAST phase-band : 10.32B,0.5603521,0.011659349,0.044,0.0,10.32,B,0.98700285,0.012997126,7.1009855,0.013223437
T2m3ws-20211214.124728-0063.p12_SN_binned.txt,Sc,Ia-norm/2009ig/KAST phase-band : 14.18B,0.58248717,0.031185992,0.052,0.4,14.18,B,0.9622356,0.03776439,7.6320343,0.014238871
T2m3ws-20211214.124728-0063.p12_SN_binned.txt,SB1,Ia-norm/2011by/KAST phase-band : 16.31B,1.252873,0.03534476,0.042,1.8,16.31,B,0.9281804,0.07181957,7.867429,0.014623473
T2m3ws-20211214.124728-0063.p12_SN_binned.txt,Sa,Ia 99aa-like/1999aa/KAST phase-band : 17.0B,0.9430006,0.041186944,0.044,1.6,17.0,B,0.9387969,0.061203144,8.407465,0.015426541
T2m3ws-20211214.124728-0063.p12_SN_binned.txt,E,Ia-norm/2012fr/KAST phase-band : 8.26B,0.4027618,0.0042944895,0.052,-0.6,8.26,B,0.9973621,0.0026379402,9.836814,0.018421
T2m3ws-20211214.124728-0063.p12_SN_binned.txt,E,Ia-pec/2013bh/HET-LRS phase-band : 19.0V,0.59256476,0.017368935,0.044,-0.2,19.0,V,0.9872675,0.012732522,10.376005,0.021262305
T2m3ws-20211214.124728-0063.p12_SN_binned.txt,Sc,Ia-norm/2009Y/LRIS phase-band : 6.02B,1.476703,0.09425573,0.06,2.0,6.02,B,0.8178384,0.18216163,12.959967,0.023779755
T2m3ws-20211214.124728-0063.p12_SN_binned.txt,Sb,Ia 99aa-like/iPTF14bdn/YFOSC phase-band : 10.22B,0.6494421,0.0009414415,0.044,-1.0,10.22,B,0.9994592,0.00054077967,12.671678,0.0238638
T2m3ws-20211214.124728-0063.p12_SN_binned.txt,SB2,Ia-norm/2009Y/WFCCD phase-band : 12.36B,1.3771619,0.25759172,0.062,2.0,12.36,B,0.5508116,0.44918844,12.2074995,0.024463927
T2m3ws-20211214.124728-0063.p12_SN_binned.txt,S0,Ia-pec/2013bh/HET-LRS phase-band : 13.0V,0.29860133,0.049164172,0.046,-1.0,13.0,V,0.97159535,0.028404681,12.43201,0.025475431
T2m3ws-20211214.124728-0063.p12_SN_binned.txt,E,super_chandra/2007if/SNIFS phase-band : 1.52B,2.066592,0.0009675744,0.032,2.0,1.52,B,0.998448,0.0015519931,14.460876,0.02653372
T2m3ws-20211214.124728-0063.p12_SN_binned.txt,Sa,Ia-norm/1994D/KAST phase-band : 14.59B,1.4023985,0.008328922,0.032,2.0,14.59,B,0.98506904,0.014930977,14.6101465,0.02680761
T2m3ws-20211214.124728-0063.p12_SN_binned.txt,Sc,Ia-pec/2000cx/KAST phase-band : 4.0B,0.34573978,0.010301962,0.052,-0.8,4.0,B,0.9916506,0.0083494065,15.102319,0.027710676
T2m3ws-20211214.124728-0063.p12_SN_binned.txt,E,Ia 99aa-like/1999aa/MARK-III phase-band : 8.0B,0.5635169,0.0030721615,0.064,-1.4,8.0,B,0.9986705,0.0013294845,14.507304,0.029606743
T2m3ws-20211214.124728-0063.p12_SN_binned.txt,E,Ia-pec/2000cx/KAST phase-band : 5.0B,0.6634909,0.07441351,0.064,1.0,5.0,B,0.9224168,0.077583216,16.179695,0.029851837
T2m3ws-20211214.124728-0063.p12_SN_binned.txt,SB6,Ic/2007gr/LRIS phase-band : -6.37B,0.51290864,0.012419201,0.046,-1.4,-6.37,B,0.9921275,0.007872538,16.563972,0.030392608
T2m3ws-20211214.124728-0063.p12_SN_binned.txt,E,Ia-pec/2000cx/KAST phase-band : 0.4B,1.0559765,0.055300053,0.072,2.0,0.4,B,0.921667,0.07833305,17.779648,0.032683175
T2m3ws-20211214.124728-0063.p12_SN_binned.txt,Sa,Ia-norm/2011fe/STIS phase-band : 2.81B,0.021810217,0.00062890426,0.04,-1.6,2.81,B,0.99968684,0.00031315332,18.369183,0.03370492
T2m3ws-20211214.124728-0063.p12_SN_binned.txt,SB4,Ia-pec/2013bh/LRIS phase-band : 6.56V,0.33134532,0.004552858,0.042,-1.6,6.56,V,0.9973663,0.0026337067,18.748993,0.034401823
T2m3ws-20211214.124728-0063.p12_SN_binned.txt,S0,Ic-BL/2018gep/FLOYDS-N phase-band : 4.24V,1.6427366,0.00087737746,0.1,1.8,4.24,V,0.99880105,0.001198944,18.45988,0.03529614
T2m3ws-20211214.124728-0063.p12_SN_binned.txt,SB6,super_chandra/2009dc/ALFOSC phase-band : 10.0B,1.2289165,0.00075200445,0.028,0.6,10.0,B,0.9990511,0.0009489296,19.568653,0.035905786
T2m3ws-20211214.124728-0063.p12_SN_binned.txt,SB1,Ia 91bg-like/2015ac/KAST phase-band : u-,0.9372102,0.08621428,0.028,1.6,u,-,0.8390116,0.16098838,20.34843,0.03733657
T2m3ws-20211214.124728-0063.p12_SN_binned.txt,SB1,Ic-BL/1998bw/DFOSC phase-band : -5.6B,2.1182992,0.029886043,0.106,2.0,-5.6,B,0.9348809,0.06511906,19.831362,0.037488397
T2m3ws-20211214.124728-0063.p12_SN_binned.txt,Sb,super_chandra/2007if/SNIFS phase-band : -3.5B,0.9602001,0.0094823735,0.026,0.0,-3.5,B,0.99168503,0.008314961,21.114899,0.038742933
T2m3ws-20211214.124728-0063.p12_SN_binned.txt,SB2,Ic-BL/1998bw/DFOSC phase-band : -1.0B,1.6090266,0.0007953576,0.104,1.8,-1.0,B,0.9982938,0.0017062031,21.241879,0.0397788
T2m3ws-20211214.124728-0063.p12_SN_binned.txt,SB1,Ic-BL/1998bw/EFOSC2-3.6 phase-band : -5.0B,1.3418064,0.021940215,0.102,1.8,-5.0,B,0.95505977,0.044940237,21.174212,0.040026866
T2m3ws-20211214.124728-0063.p12_SN_binned.txt,SB6,Ia 99aa-like/iPTF14bdn/YFOSC phase-band : -10.66B,0.7910227,0.0036275133,0.072,-0.4,-10.66,B,0.9970294,0.002970605,21.080824,0.04023058
T2m3ws-20211214.124728-0063.p12_SN_binned.txt,SB1,Ia 99aa-like/iPTF14bdn/YFOSC phase-band : 21.18B,1.818281,0.14178441,0.024,2.0,21.18,B,0.72774774,0.27225223,22.264452,0.04130696
T2m3ws-20211214.124728-0063.p12_SN_binned.txt,S0,super_chandra/2007if/SNIFS phase-band : 6.48B,2.1210783,0.0021026947,0.014,2.0,6.48,B,0.99635965,0.0036403723,23.8712,0.04380037
T2m3ws-20211214.124728-0063.p12_SN_binned.txt,S0,Ia 91T-like/1991T/Other phase-band : -7.0B,0.37562507,0.0060780924,0.072,-1.4,-7.0,B,0.99722415,0.0027758458,23.610361,0.045317393
T2m3ws-20211214.124728-0063.p12_SN_binned.txt,SB1,Ic-BL/2002ap/FAST phase-band : 0.11B,1.9630631,0.07029588,0.012,2.0,0.11,B,0.8537832,0.14621678,24.666012,0.04534193
