SPECTRUM,GALAXY,SN,CONST_SN,CONST_GAL,Z,A_v,Phase,Band,Frac(SN),Frac(gal),CHI2/dof,CHI2/dof2
T2m3ws-20220913.164125-0160.p12_SN_binned.txt,SB1,Ia-norm/2012cg/KAST phase-band : -8.44B,1.401099,0.20111401,0.074,1.0,-8.44,B,0.75365466,0.24634531,11.880461,0.023158792
T2m3ws-20220913.164125-0160.p12_SN_binned.txt,SB2,Ia 99aa-like/1999aa/MARK-III phase-band : 8.0B,0.59316504,0.44376922,0.082,0.0,8.0,B,0.55851704,0.44148293,11.21457,0.023218572
T2m3ws-20220913.164125-0160.p12_SN_binned.txt,Sc,Ia 99aa-like/iPTF14bdn/YFOSC phase-band : 10.22B,1.0700179,0.4123972,0.066,1.6,10.22,B,0.493768,0.506232,12.202597,0.023287399
T2m3ws-20220913.164125-0160.p12_SN_binned.txt,SB3,Ia-norm/2009ig/KAST phase-band : -7.78B,0.5231423,0.27773347,0.092,0.0,-7.78,B,0.76359,0.23641002,12.261256,0.023399344
T2m3ws-20220913.164125-0160.p12_SN_binned.txt,S0,Ia 99aa-like/1999aa/DIS phase-band : -6.0B,0.2642705,0.11339708,0.09,-2.0,-6.0,B,0.9635834,0.0364166,11.7255535,0.023451107
T2m3ws-20220913.164125-0160.p12_SN_binned.txt,Sc,Ia 99aa-like/1999aa/KAST phase-band : 0.0B,0.40866217,0.24604271,0.07,-0.4,0.0,B,0.7991331,0.2008669,12.743998,0.02346961
T2m3ws-20220913.164125-0160.p12_SN_binned.txt,Sc,Ia-norm/2012cg/KAST phase-band : -5.5B,0.75054276,0.2726291,0.078,0.8,-5.5,B,0.7009737,0.2990263,12.307929,0.023488414
T2m3ws-20220913.164125-0160.p12_SN_binned.txt,SB4,Ia 99aa-like/iPTF14bdn/YFOSC phase-band : -14.71B,0.84503,0.23808275,0.092,0.4,-14.71,B,0.7773266,0.22267343,12.350195,0.023569074
T2m3ws-20220913.164125-0160.p12_SN_binned.txt,SB4,Ia-norm/2012fr/KAST phase-band : -5.65B,0.27908272,0.28296393,0.088,-1.4,-5.65,B,0.8427204,0.15727958,12.362465,0.02359249
T2m3ws-20220913.164125-0160.p12_SN_binned.txt,Sc,Ia 99aa-like/iPTF14bdn/YFOSC phase-band : -10.66B,1.1075637,0.29205686,0.076,1.2,-10.66,B,0.6506132,0.34938684,12.382458,0.023675827
T2m3ws-20220913.164125-0160.p12_SN_binned.txt,Sc,Ia-norm/2017erp/KAST phase-band : -4.69B,0.9435821,0.2720524,0.07,1.6,-4.69,B,0.63248515,0.36751488,12.93573,0.023735285
T2m3ws-20220913.164125-0160.p12_SN_binned.txt,Sc,Ia-norm/2013dy/STIS phase-band : 0.0B,0.69501853,0.21565714,0.068,1.0,0.0,B,0.7364549,0.2635451,12.942893,0.023748428
T2m3ws-20220913.164125-0160.p12_SN_binned.txt,S0,Ia-CSM/PTF11kx/DBSP phase-band : -1.0B,1.6666124,0.22991098,0.066,2.0,-1.0,B,0.7321125,0.26788744,12.837211,0.023772612
T2m3ws-20220913.164125-0160.p12_SN_binned.txt,Sc,Ia-norm/2011by/KAST phase-band : 5.25B,0.83749807,0.35751063,0.064,2.0,5.25,B,0.514262,0.48573798,12.579511,0.023779793
T2m3ws-20220913.164125-0160.p12_SN_binned.txt,SB3,Ia 99aa-like/1999aa/ALFOSC phase-band : -10.0B,0.48306856,0.23392673,0.098,-1.2,-10.0,B,0.8653843,0.13461573,12.279744,0.023797954
T2m3ws-20220913.164125-0160.p12_SN_binned.txt,Sc,Ia-norm/2011fe/STIS phase-band : 2.81B,0.038798645,0.38083023,0.064,1.2,2.81,B,0.5447956,0.4552044,12.976974,0.02381096
T2m3ws-20220913.164125-0160.p12_SN_binned.txt,S0,Ia-rapid/2002bj/LRIS phase-band : 6.31B,1.7898542,0.23803893,0.046,1.8,6.31,B,0.72528625,0.27471378,11.756496,0.023895318
T2m3ws-20220913.164125-0160.p12_SN_binned.txt,SB4,Ia 91T-like/1991T/Other phase-band : -7.0B,0.3677866,0.24477069,0.07,-1.2,-7.0,B,0.85717326,0.14282674,12.53483,0.024013085
T2m3ws-20220913.164125-0160.p12_SN_binned.txt,SB3,Ia-CSM-(ambigious)/2002ic/BC-duPont phase-band : 6.0B,2.0302944,0.23883496,0.052,2.0,6.0,B,0.6653743,0.33462572,12.544521,0.02417056
T2m3ws-20220913.164125-0160.p12_SN_binned.txt,Sa,super_chandra/2007if/SNIFS phase-band : -3.5B,1.4446286,0.22762923,0.058,1.4,-3.5,B,0.7510947,0.24890533,13.226975,0.024269681
T2m3ws-20220913.164125-0160.p12_SN_binned.txt,Sc,super_chandra/2009dc/CAFOS phase-band : 3.0B,0.43249574,0.1920881,0.056,-1.2,3.0,B,0.87731403,0.12268597,13.254775,0.024320688
T2m3ws-20220913.164125-0160.p12_SN_binned.txt,Sa,super_chandra/2009dc/ALFOSC phase-band : 10.0B,1.4913688,0.2627631,0.052,1.4,10.0,B,0.71621627,0.2837837,13.272281,0.02435281
T2m3ws-20220913.164125-0160.p12_SN_binned.txt,E,IIb-flash/2013cu_early/AFOSC phase-band : -1.06V,0.86049247,0.11664422,0.132,-0.6,-1.06,V,0.9467812,0.053218767,12.0250845,0.02444123
T2m3ws-20220913.164125-0160.p12_SN_binned.txt,Sc,II/2016bkv/FLOYDS-N phase-band : 5.88B,1.0139188,0.067576595,0.15,0.4,5.88,B,0.9352771,0.06472288,12.769998,0.024463598
T2m3ws-20220913.164125-0160.p12_SN_binned.txt,SB6,II/2016bkv/FLOYDS-N phase-band : 12.87B,2.164662,0.004000322,0.15,2.0,12.87,B,0.993594,0.0064060125,12.790219,0.024502337
T2m3ws-20220913.164125-0160.p12_SN_binned.txt,SB1,Ibn/2005la/DEIMOS phase-band : -1.35B,1.1258471,0.49563038,0.04,1.8,-1.35,B,0.3652238,0.63477623,11.964464,0.024567688
T2m3ws-20220913.164125-0160.p12_SN_binned.txt,SB3,SLSN-II/2013hx/EFOSC2-NTT phase-band : 0.02B,1.1194855,0.08556776,0.142,0.2,0.02,B,0.9245056,0.07549439,12.898015,0.024614532
T2m3ws-20220913.164125-0160.p12_SN_binned.txt,SB1,super_chandra/2009dc/KAST phase-band : -6.52B,0.38514888,0.045347523,0.058,-2.0,-6.52,B,0.9788508,0.021149233,13.247202,0.024623053
T2m3ws-20220913.164125-0160.p12_SN_binned.txt,Sc,II-flash/2014G_early/BC-Asi phase-band : -5.09B,1.7029891,0.1932175,0.146,1.4,-5.09,B,0.76679593,0.23320408,12.898095,0.024708996
T2m3ws-20220913.164125-0160.p12_SN_binned.txt,Sa,II-flash/2013fs_early/ALFOSC phase-band : -3.81B,0.45816118,0.0014173444,0.146,-1.8,-3.81,B,0.9995487,0.00045132212,12.372295,0.02479418
T2m3ws-20220913.164125-0160.p12_SN_binned.txt,Sc,Ibn/2010al/X-Shooter phase-band : 2.82B,1.0094368,0.22734459,0.15,1.4,2.82,B,0.7210917,0.2789083,12.999687,0.024808563
T2m3ws-20220913.164125-0160.p12_SN_binned.txt,SB1,II-flash/2014G_early/BC-Asi phase-band : -6.87B,0.75399804,0.14167747,0.146,-1.0,-6.87,B,0.90370005,0.09629997,12.956345,0.024820585
T2m3ws-20220913.164125-0160.p12_SN_binned.txt,SB5,Ic-BL/2018gep/FLOYDS-N phase-band : 4.24V,1.6488997,0.218398,0.118,2.0,4.24,V,0.70657855,0.29342145,12.847957,0.02485098
T2m3ws-20220913.164125-0160.p12_SN_binned.txt,SB6,II/iPTF14flu/ALFOSC phase-band : u-,2.229435,0.095848516,0.03,2.0,u,-,0.8490915,0.15090853,13.291532,0.024890509
T2m3ws-20220913.164125-0160.p12_SN_binned.txt,Sb,TDE H+He/2016fnl/DBSP phase-band : -1.04g,2.3326936,0.0003180647,0.034,2.0,-1.04,g,0.99951196,0.00048805441,12.673322,0.024898471
T2m3ws-20220913.164125-0160.p12_SN_binned.txt,SB3,Ia-02cx like/2005hk/DIS phase-band : -5.9B,0.6450383,0.26646996,0.054,-0.4,-5.9,B,0.7994988,0.20050122,13.008218,0.024967788
T2m3ws-20220913.164125-0160.p12_SN_binned.txt,Sa,II/2013fs/ALFOSC phase-band : 6.24B,1.9455842,0.06144598,0.116,1.8,6.24,B,0.9234004,0.07659958,12.730346,0.025010502
T2m3ws-20220913.164125-0160.p12_SN_binned.txt,Sa,II/2014G/KAST phase-band : 2.4B,1.5080025,0.02107196,0.12,1.6,2.4,B,0.97521436,0.024785664,12.798522,0.02504603
T2m3ws-20220913.164125-0160.p12_SN_binned.txt,SB3,II/2013ej/BC-Asi phase-band : -3.61B,1.1157974,0.34873703,0.118,1.0,-3.61,B,0.6466107,0.3533893,12.700777,0.025050843
T2m3ws-20220913.164125-0160.p12_SN_binned.txt,SB2,Ic-BL/2006aj/FORS2 phase-band : 5.03B,2.1680315,0.079485916,0.134,2.0,5.03,B,0.8499627,0.15003729,13.147949,0.025091505
T2m3ws-20220913.164125-0160.p12_SN_binned.txt,Sa,II-flash/2013fs_early/ALFOSC phase-band : -2.79B,0.503135,0.019789876,0.144,-1.6,-2.79,B,0.9930907,0.00690934,12.551846,0.025103692
T2m3ws-20220913.164125-0160.p12_SN_binned.txt,Sc,SLSN-I/2017egm/ALFOSC phase-band : -21.67B,0.2908899,0.21666911,0.128,-2.0,-21.67,B,0.9017759,0.098224126,13.214738,0.025218965
T2m3ws-20220913.164125-0160.p12_SN_binned.txt,Sc,SLSN-I/2017egm/ALFOSC phase-band : -13.6B,0.35147363,0.27263448,0.126,-1.2,-13.6,B,0.83400583,0.16599415,13.237693,0.025262773
T2m3ws-20220913.164125-0160.p12_SN_binned.txt,Sc,SLSN-I/2017egm/ALFOSC phase-band : -3.65B,0.36743444,0.17958124,0.128,-1.4,-3.65,B,0.90192455,0.098075435,13.24631,0.025279216
T2m3ws-20220913.164125-0160.p12_SN_binned.txt,E,IIb-flash/2013cu_early/ALFOSC phase-band : -3.99V,0.4105722,0.04686304,0.14,-2.0,-3.99,V,0.9874127,0.01258733,12.797233,0.025290973
T2m3ws-20220913.164125-0160.p12_SN_binned.txt,SB3,SLSN-I/2017egm/KAST phase-band : -18.39B,0.3285372,0.2585338,0.12,-2.0,-18.39,B,0.8857833,0.11421671,13.026372,0.025293926
T2m3ws-20220913.164125-0160.p12_SN_binned.txt,Sc,Ia-CSM-(ambigious)/2002ic/BC-Magellan phase-band : 2.0B,1.119911,0.15075055,0.04,0.2,2.0,B,0.8501656,0.14983441,13.785459,0.02529442
T2m3ws-20220913.164125-0160.p12_SN_binned.txt,Sa,Ia-02cx like/2005hk/LRIS phase-band : -4.57B,0.88887924,0.027353715,0.048,-0.6,-4.57,B,0.9832791,0.016720913,13.788299,0.02529963
T2m3ws-20220913.164125-0160.p12_SN_binned.txt,E,II-flash/2014cn_early/GMOS phase-band : 0.0B,0.41439602,0.0026890598,0.134,-2.0,0.0,B,0.99929,0.00071002723,11.94434,0.025359534
T2m3ws-20220913.164125-0160.p12_SN_binned.txt,SB3,SLSN-I/2017egm/KAST phase-band : -0.39B,0.63463247,0.42214426,0.138,1.2,-0.39,B,0.5490175,0.4509825,12.605459,0.025465574
T2m3ws-20220913.164125-0160.p12_SN_binned.txt,SB3,SLSN-I/2017egm/ALFOSC phase-band : 5.35B,0.40153757,0.23083152,0.136,-1.2,5.35,B,0.86722904,0.13277097,13.2713785,0.025472896
T2m3ws-20220913.164125-0160.p12_SN_binned.txt,Sc,Ic-BL/2006aj/FORS2 phase-band : 8.02B,1.5861605,0.19132774,0.002,1.4,8.02,B,0.7282803,0.2717197,13.948047,0.025592746
T2m3ws-20220913.164125-0160.p12_SN_binned.txt,SB3,Ibn/2010al/DBSP phase-band : -8.18B,0.48922578,0.43221995,0.028,-0.2,-8.18,B,0.64243627,0.35756373,13.270052,0.025717154
T2m3ws-20220913.164125-0160.p12_SN_binned.txt,Sc,TDE H+He/ASASSN-14li/DIS phase-band : 9.91B,0.15639447,0.62570715,0.04,-1.2,9.91,B,0.50429934,0.4957007,13.144676,0.025926383
T2m3ws-20220913.164125-0160.p12_SN_binned.txt,SB1,Ia-pec/2013bh/HET-LRS phase-band : -2.0V,0.5839976,0.3972195,0.006,0.2,-2.0,V,0.60597456,0.39402544,13.169117,0.026129201
