SPECTRUM,GALAXY,SN,CONST_SN,CONST_GAL,Z,A_v,Phase,Band,Frac(SN),Frac(gal),CHI2/dof,CHI2/dof2
T2m3ws-20220426.123220-0026.p12_SN_binned.txt,Sc,Ia 91bg-like/2005bl/DOLORES phase-band : 3.0B,0.88727605,0.023357125,0.03,0.2,3.0,B,0.9679375,0.032062463,11.494386,0.021090616
T2m3ws-20220426.123220-0026.p12_SN_binned.txt,S0,Ia 02es-like/PTF10ops/ISIS phase-band : 11.0g,0.34439903,0.0772554,0.028,-2.0,11.0,g,0.96661246,0.03338757,11.564262,0.02121883
T2m3ws-20220426.123220-0026.p12_SN_binned.txt,Sc,Ia 91bg-like/2005bl/DOLORES phase-band : 11.0B,1.4262962,0.18912168,0.024,2.0,11.0,B,0.5781065,0.4218935,11.767887,0.021592455
T2m3ws-20220426.123220-0026.p12_SN_binned.txt,Sc,Ia-02cx like/2012Z/LDSS-3 phase-band : 21.29B,1.6924356,0.15910505,0.016,2.0,21.29,B,0.64293265,0.35706738,11.519901,0.021817993
T2m3ws-20220426.123220-0026.p12_SN_binned.txt,Sb,Ca-Ia/2016hnk/RSS phase-band : 2.0B,1.5071963,0.25074315,0.034,2.0,2.0,B,0.5697677,0.43023232,11.814036,0.021877846
T2m3ws-20220426.123220-0026.p12_SN_binned.txt,SB1,Ic-BL/2006aj/FORS1-UT2 phase-band : 19.01B,0.68205714,0.18682598,0.05,-0.2,19.01,B,0.7826535,0.21734649,11.795217,0.021965021
T2m3ws-20220426.123220-0026.p12_SN_binned.txt,Sc,Ic/1994I/BC-Ekar phase-band : 2.0B,0.51573795,0.0029447135,0.032,-1.4,2.0,B,0.99810165,0.0018983216,11.610128,0.022156734
T2m3ws-20220426.123220-0026.p12_SN_binned.txt,SB1,Ca-Ia/2019ofm/DBSP phase-band : 0.17r,0.97650874,0.0010471785,0.03,0.2,0.17,r,0.99853617,0.0014638427,12.164945,0.022320999
T2m3ws-20220426.123220-0026.p12_SN_binned.txt,SB1,Ia-02cx like/2012Z/LRIS phase-band : 11.45B,0.47158328,0.0011376789,0.02,-1.2,11.45,B,0.99911976,0.00088023336,12.438867,0.02282361
T2m3ws-20220426.123220-0026.p12_SN_binned.txt,E,Ia 91bg-like/1999by/FAST phase-band : 3.0B,0.25597617,0.316505,0.032,-2.0,3.0,B,0.8457365,0.1542635,12.441688,0.022828786
T2m3ws-20220426.123220-0026.p12_SN_binned.txt,Sb,Ca-Ia/2016hnk/EFOSC2-NTT phase-band : 9.09B,1.1540585,0.43162122,0.028,2.0,9.09,B,0.3551515,0.6448485,12.452796,0.022849167
T2m3ws-20220426.123220-0026.p12_SN_binned.txt,SB4,Ic-BL/PTF10vgv/KAST phase-band : 6.27R,1.7426679,0.0023960557,0.022,1.6,6.27,R,0.99467033,0.005329679,12.572495,0.0230688
T2m3ws-20220426.123220-0026.p12_SN_binned.txt,S0,Ia-norm/2015N/KAST phase-band : 24.5B,1.0686202,0.42445943,0.038,2.0,24.5,B,0.38470086,0.6152991,12.65467,0.023219578
T2m3ws-20220426.123220-0026.p12_SN_binned.txt,SB6,Ic-BL/2006aj/FORS2 phase-band : 16.01B,1.8057073,0.012015075,0.06,1.6,16.01,B,0.9741285,0.02587153,12.74409,0.02338365
T2m3ws-20220426.123220-0026.p12_SN_binned.txt,S0,Ia 02es-like/PTF10ops/DBSP phase-band : 23.0g,0.8426454,0.25671375,0.024,0.6,23.0,g,0.7006674,0.2993326,12.752441,0.023398975
T2m3ws-20220426.123220-0026.p12_SN_binned.txt,S0,Ia 02es-like/2002es/KAST phase-band : 12.0B,0.78473985,0.022035992,0.016,-0.2,12.0,B,0.98000944,0.019990552,12.897698,0.0236655
T2m3ws-20220426.123220-0026.p12_SN_binned.txt,Sc,Ia-02cx like/2005hk/LRIS phase-band : 24.4B,1.1411811,0.13760965,0.012,1.0,24.4,B,0.752687,0.24731301,12.955431,0.023771433
T2m3ws-20220426.123220-0026.p12_SN_binned.txt,S0,Ia 99aa-like/1999aa/RC-Spec-4 phase-band : 31.0B,0.4326844,0.29034966,0.044,-0.8,31.0,B,0.7860113,0.21398874,13.028996,0.023906415
T2m3ws-20220426.123220-0026.p12_SN_binned.txt,S0,Ia-norm/2009Y/WFCCD phase-band : 12.36B,0.18324591,0.5913132,0.058,-2.0,12.36,B,0.67014664,0.32985336,12.242087,0.024435304
T2m3ws-20220426.123220-0026.p12_SN_binned.txt,S0,super_chandra/2007if/SNIFS phase-band : 18.45B,0.5833559,0.013919036,0.018,-0.8,18.45,B,0.9901333,0.009866743,13.344816,0.024485901
T2m3ws-20220426.123220-0026.p12_SN_binned.txt,S0,super_chandra/2007if/SNIFS phase-band : 16.43B,0.59022796,0.010068139,0.016,-0.8,16.43,B,0.99292296,0.0070770597,13.34771,0.02449121
T2m3ws-20220426.123220-0026.p12_SN_binned.txt,Sc,Ia-02cx like/2002cx/LRIS phase-band : 23.26B,0.64278805,0.15531787,0.012,-0.2,23.26,B,0.8152723,0.18472774,13.515225,0.024798578
