SPECTRUM,GALAXY,SN,CONST_SN,CONST_GAL,Z,A_v,Phase,Band,Frac(SN),Frac(gal),CHI2/dof,CHI2/dof2
T2m3ws-20210919.181217-0138.p12_SN_binned.txt,E,II/2014G/KAST phase-band : 2.4B,1.3387088,0.20770758,0.114,2.0,2.4,B,0.75344896,0.24655104,14.150619,0.027584052
T2m3ws-20210919.181217-0138.p12_SN_binned.txt,S0,II-flash/2013fs_early/ALFOSC phase-band : -2.79B,0.5192825,0.28391206,0.086,-0.6,-2.79,B,0.8279122,0.17208776,14.468569,0.02782417
T2m3ws-20210919.181217-0138.p12_SN_binned.txt,SB1,SLSN-I/2017egm/KAST phase-band : -0.39B,0.31734625,0.6507963,0.066,1.2,-0.39,B,0.25198448,0.7480155,14.602812,0.028082332
T2m3ws-20210919.181217-0138.p12_SN_binned.txt,S0,II/2012aw/ALFOSC phase-band : -5.74B,0.717189,0.28959417,0.062,0.2,-5.74,B,0.7723233,0.22767666,14.74152,0.028132671
T2m3ws-20210919.181217-0138.p12_SN_binned.txt,S0,II-flash/2013fs_early/ALFOSC phase-band : -3.81B,0.47292992,0.27531743,0.076,-0.8,-3.81,B,0.84142876,0.15857123,14.823593,0.02834339
T2m3ws-20210919.181217-0138.p12_SN_binned.txt,SB2,SLSN-I/2017egm/KAST phase-band : 6.62B,0.33305156,0.6116257,0.066,1.0,6.62,B,0.29143447,0.70856553,14.916344,0.028520733
T2m3ws-20210919.181217-0138.p12_SN_binned.txt,SB1,II-flash/2019vqd_early/EFOSC2-NTT phase-band : u-,0.34978402,0.6646396,0.074,1.0,u,-,0.2515982,0.7484018,14.822343,0.028559428
T2m3ws-20210919.181217-0138.p12_SN_binned.txt,SB1,TDE H+He/ASASSN-14li/DIS phase-band : 9.91B,0.07124178,0.8171709,0.028,-0.4,9.91,B,0.17274903,0.82725096,14.626188,0.028566774
T2m3ws-20210919.181217-0138.p12_SN_binned.txt,E,IIb-flash/2013cu_early/ALFOSC phase-band : -3.99V,0.34627026,0.21825781,0.124,-1.8,-3.99,V,0.9221519,0.07784806,14.707708,0.028725993
T2m3ws-20210919.181217-0138.p12_SN_binned.txt,SB1,II-flash/iPTF15crj_early/GMOS phase-band : u-,0.48557645,0.7482993,0.026,2.0,u,-,0.13946062,0.8605394,14.800568,0.028794877
