SPECTRUM,GALAXY,SN,CONST_SN,CONST_GAL,Z,A_v,Phase,Band,Frac(SN),Frac(gal),CHI2/dof,CHI2/dof2
T2m3ws-20220912.134431-0062.p12_SN_binned.txt,SB1,II-flash/iPTF15crj_early/GMOS phase-band : u-,0.28499797,0.38915604,0.034,-1.6,u,-,0.72902614,0.27097386,6.450815,0.012623904
T2m3ws-20220912.134431-0062.p12_SN_binned.txt,Sc,Ic/2004gt/LRIS phase-band : 57.59B,0.6411727,0.61192197,0.036,1.8,57.59,B,0.2236259,0.7763741,6.7551785,0.013350155
T2m3ws-20220912.134431-0062.p12_SN_binned.txt,SB2,Ib/2006fo/EMMI phase-band : 56.27V,1.5123234,0.36126468,0.034,2.0,56.27,V,0.41057274,0.58942723,6.982112,0.013825964
T2m3ws-20220912.134431-0062.p12_SN_binned.txt,Sc,II/1999br/BC-duPont phase-band : 5.0B,0.85471445,0.56502104,0.036,2.0,5.0,B,0.24775833,0.7522417,7.1803646,0.01402415
T2m3ws-20220912.134431-0062.p12_SN_binned.txt,SB4,IIn/2009kr/KAST phase-band : 15.12B,1.4535036,0.31780303,0.032,1.8,15.12,B,0.5322886,0.46771142,7.557416,0.014073401
T2m3ws-20220912.134431-0062.p12_SN_binned.txt,Sc,SLSN-I/2017egm/ALFOSC phase-band : 10.32B,0.22768548,0.39951757,0.138,-2.0,10.32,B,0.7776026,0.22239737,7.496105,0.014415587
T2m3ws-20220912.134431-0062.p12_SN_binned.txt,Sc,IIb/2013df/KAST phase-band : -7.76B,0.7625601,0.3605975,0.034,0.6,-7.76,B,0.56874764,0.43125233,7.7057533,0.01443025
T2m3ws-20220912.134431-0062.p12_SN_binned.txt,SB5,II/2013fs/ALFOSC phase-band : 6.24B,0.6101865,0.28002957,0.072,-0.6,6.24,B,0.7901236,0.20987639,7.5715475,0.014449518
T2m3ws-20220912.134431-0062.p12_SN_binned.txt,Sc,SLSN-I/2017egm/ALFOSC phase-band : 3.33B,0.18897289,0.46035665,0.146,-2.0,3.33,B,0.73308384,0.26691616,7.492077,0.014463469
T2m3ws-20220912.134431-0062.p12_SN_binned.txt,SB4,II/2016bkv/FLOYDS-N phase-band : 5.88B,0.32426092,0.34556803,0.144,-1.8,5.88,B,0.81891334,0.18108669,7.58381,0.0144729195
T2m3ws-20220912.134431-0062.p12_SN_binned.txt,Sc,II/2014G/KAST phase-band : 2.4B,0.54712504,0.4044785,0.098,0.4,2.4,B,0.56232643,0.4376736,7.5021305,0.014482877
T2m3ws-20220912.134431-0062.p12_SN_binned.txt,Sc,SLSN-I/2017egm/ALFOSC phase-band : 5.35B,0.18411945,0.48017317,0.146,-2.0,5.35,B,0.7158883,0.2841117,7.5027847,0.01448414
T2m3ws-20220912.134431-0062.p12_SN_binned.txt,SB3,Ibn/2005la/DEIMOS phase-band : -1.35B,0.19095516,0.67269105,0.018,-1.6,-1.35,B,0.5061781,0.49382192,7.205705,0.014527631
T2m3ws-20220912.134431-0062.p12_SN_binned.txt,Sc,II-flash/2013fs_early/ALFOSC phase-band : -2.79B,0.20560321,0.4852235,0.092,-2.0,-2.79,B,0.69548076,0.3045192,7.539845,0.014555685
T2m3ws-20220912.134431-0062.p12_SN_binned.txt,Sc,IIn/2009kr/KAST phase-band : 0.17B,0.8423201,0.4679435,0.096,1.6,0.17,B,0.3912393,0.6087607,7.5902843,0.014624826
T2m3ws-20220912.134431-0062.p12_SN_binned.txt,SB1,IIn/2010jl/DEIMOS phase-band : 20.65V,0.2790093,0.638111,0.034,-0.4,20.65,V,0.3604073,0.6395927,6.479338,0.014626045
