SPECTRUM,GALAXY,SN,CONST_SN,CONST_GAL,Z,A_v,Phase,Band,Frac(SN),Frac(gal),CHI2/dof,CHI2/dof2
OBK-93376-WiFeS-Splice-UT20221013T122240-8.p12_SN_binned.txt,SB6,Ic-BL/2006aj/FORS2 phase-band : 3.04B,0.4184709,0.76089936,0.064,2.0,3.04,B,0.11229923,0.88770074,4.585932,0.010375411
OBK-93376-WiFeS-Splice-UT20221013T122240-8.p12_SN_binned.txt,Sc,II/2013ej/HET-LRS phase-band : -2.61B,0.16062689,0.7870738,0.078,2.0,-2.61,B,0.060047887,0.93995214,4.6556926,0.01041542
OBK-93376-WiFeS-Splice-UT20221013T122240-8.p12_SN_binned.txt,SB4,Ia-norm/2013dy/HET-LRS phase-band : -5.74B,0.09612682,0.8149325,0.128,-0.6,-5.74,B,0.2283407,0.7716593,4.448343,0.010417664
OBK-93376-WiFeS-Splice-UT20221013T122240-8.p12_SN_binned.txt,SB1,super_chandra/2012dn/MMT-Blue phase-band : 114.0B,0.68473315,0.5238436,0.088,1.0,114.0,B,0.30354854,0.6964514,4.4572806,0.010487719
OBK-93376-WiFeS-Splice-UT20221013T122240-8.p12_SN_binned.txt,SB6,Ia-norm/2013dy/HET-LRS phase-band : 6.24B,0.17333718,0.8487555,0.128,2.0,6.24,B,0.07750046,0.92249954,4.480197,0.010492265
OBK-93376-WiFeS-Splice-UT20221013T122240-8.p12_SN_binned.txt,Sc,IIb/2013df/DEIMOS phase-band : -14.0B,0.12349697,0.76601636,0.022,1.0,-14.0,B,0.07685572,0.9231443,4.6397805,0.010497241
OBK-93376-WiFeS-Splice-UT20221013T122240-8.p12_SN_binned.txt,Sc,IIn/2010jl/DEIMOS phase-band : 20.65V,0.32723922,0.7310462,0.02,2.0,20.65,V,0.07663436,0.92336565,4.7192783,0.010510642
OBK-93376-WiFeS-Splice-UT20221013T122240-8.p12_SN_binned.txt,SB4,IIb/2013df/HET-LRS phase-band : -8.0B,0.22168255,0.8159132,0.126,1.2,-8.0,B,0.11909016,0.88090986,4.490516,0.010516431
OBK-93376-WiFeS-Splice-UT20221013T122240-8.p12_SN_binned.txt,Sc,II/2013ej/DEIMOS phase-band : -1.15B,0.22218102,0.7497258,0.018,1.8,-1.15,B,0.06825634,0.9317437,4.701342,0.010541126
OBK-93376-WiFeS-Splice-UT20221013T122240-8.p12_SN_binned.txt,SB5,Ic-BL/2006aj/FORS2 phase-band : 11.01B,0.60856414,0.7065108,0.032,2.0,11.01,B,0.15610951,0.8438905,4.70163,0.010541772
OBK-93376-WiFeS-Splice-UT20221013T122240-8.p12_SN_binned.txt,SB4,Ibn/2005la/DEIMOS phase-band : -1.35B,0.12033945,0.76584935,0.15,-1.6,-1.35,B,0.38934088,0.6106591,4.687898,0.0105583295
OBK-93376-WiFeS-Splice-UT20221013T122240-8.p12_SN_binned.txt,SB4,IIb/2013df/HET-LRS phase-band : -1.0B,0.33371055,0.81573546,0.126,2.0,-1.0,B,0.08822388,0.9117761,4.5104494,0.010563114
OBK-93376-WiFeS-Splice-UT20221013T122240-8.p12_SN_binned.txt,Sc,II-flash/iPTF14flu_early/DEIMOS phase-band : u-,0.12607725,0.7892075,0.04,1.4,u,-,0.055048227,0.9449518,4.674158,0.010575018
OBK-93376-WiFeS-Splice-UT20221013T122240-8.p12_SN_binned.txt,SB6,Ia-pec/2013bh/HET-LRS phase-band : 3.0V,0.19394073,0.8190747,0.148,1.4,3.0,V,0.12420359,0.8757964,4.739031,0.010578194
OBK-93376-WiFeS-Splice-UT20221013T122240-8.p12_SN_binned.txt,SB6,Ia-pec/2013bh/HET-LRS phase-band : -2.0V,0.2404105,0.81797224,0.15,1.6,-2.0,V,0.117570445,0.88242954,4.742371,0.01058565
OBK-93376-WiFeS-Splice-UT20221013T122240-8.p12_SN_binned.txt,Sc,IIb/2008aq/KAST phase-band : -5.28B,0.17803507,0.78278,0.04,2.0,-5.28,B,0.048232183,0.9517678,4.691187,0.010613546
OBK-93376-WiFeS-Splice-UT20221013T122240-8.p12_SN_binned.txt,Sc,Ia-norm/2013dy/DEIMOS phase-band : -15.38B,0.2248443,0.7636866,0.024,2.0,-15.38,B,0.05575402,0.944246,4.6975183,0.01062787
OBK-93376-WiFeS-Splice-UT20221013T122240-8.p12_SN_binned.txt,SB6,Ia-pec/2013bh/HET-LRS phase-band : 13.0V,0.10651538,0.82852715,0.146,1.0,13.0,V,0.13289285,0.86710715,4.7868123,0.010661052
OBK-93376-WiFeS-Splice-UT20221013T122240-8.p12_SN_binned.txt,SB6,Ia-norm/2013dy/HET-LRS phase-band : 15.45B,0.1619086,0.8561635,0.128,2.0,15.45,B,0.07282433,0.92717564,4.5674133,0.010696518
OBK-93376-WiFeS-Splice-UT20221013T122240-8.p12_SN_binned.txt,SB6,II/1999em/LRIS phase-band : 8.0B,0.20971791,0.84487987,0.134,2.0,8.0,B,0.079944156,0.92005587,4.7345347,0.010711618
OBK-93376-WiFeS-Splice-UT20221013T122240-8.p12_SN_binned.txt,S0,TDE H+He/2016fnl/DBSP phase-band : -1.04g,1.1304337,0.48295215,0.108,2.0,-1.04,g,0.4215735,0.57842654,5.1677113,0.010743682
OBK-93376-WiFeS-Splice-UT20221013T122240-8.p12_SN_binned.txt,SB4,Ia-02cx like/2002cx/LRIS phase-band : 54.28B,0.48493218,0.75828815,0.08,2.0,54.28,B,0.11145022,0.8885498,4.7560787,0.0107603595
OBK-93376-WiFeS-Splice-UT20221013T122240-8.p12_SN_binned.txt,S0,Ia-rapid/2002bj/LRIS phase-band : 6.31B,0.74514437,0.63662976,0.118,1.6,6.31,B,0.3356343,0.6643657,5.0067124,0.010767124
OBK-93376-WiFeS-Splice-UT20221013T122240-8.p12_SN_binned.txt,SB6,Ic-BL/2002ap/FOSC phase-band : -5.31B,0.51579314,0.8268683,0.146,2.0,-5.31,B,0.10341292,0.8965871,4.7058935,0.010818146
OBK-93376-WiFeS-Splice-UT20221013T122240-8.p12_SN_binned.txt,Sc,Ic/2004gt/LRIS phase-band : 57.59B,0.44538876,0.6939217,0.112,2.0,57.59,B,0.1359182,0.8640818,5.1626153,0.010823093
OBK-93376-WiFeS-Splice-UT20221013T122240-8.p12_SN_binned.txt,SB6,Ia-pec/2013bh/HET-LRS phase-band : 19.0V,0.21040788,0.83475894,0.144,2.0,19.0,V,0.08994817,0.9100518,4.869987,0.010846295
OBK-93376-WiFeS-Splice-UT20221013T122240-8.p12_SN_binned.txt,Sc,II-flash/2014cn_early/GMOS phase-band : 0.0B,0.11995284,0.71337306,0.112,-0.8,0.0,B,0.28646114,0.7135389,5.209553,0.010853235
OBK-93376-WiFeS-Splice-UT20221013T122240-8.p12_SN_binned.txt,SB6,IIb/2011fu/AFOSC phase-band : -9.0B,0.6059223,0.710267,0.122,1.4,-9.0,B,0.20771174,0.79228824,5.052062,0.01086465
OBK-93376-WiFeS-Splice-UT20221013T122240-8.p12_SN_binned.txt,SB4,II/1999em/LRIS phase-band : 35.0B,0.36677894,0.8125686,0.124,2.0,35.0,B,0.08681549,0.9131845,4.857547,0.010866995
OBK-93376-WiFeS-Splice-UT20221013T122240-8.p12_SN_binned.txt,Sc,II/2013fs/ALFOSC phase-band : 6.24B,0.37074247,0.54057336,0.134,-0.2,6.24,B,0.4531822,0.5468178,5.467607,0.010869995
OBK-93376-WiFeS-Splice-UT20221013T122240-8.p12_SN_binned.txt,Sc,SLSN-I/2015bn/IMACS phase-band : 37.34B,0.46953812,0.69531476,0.112,2.0,37.34,B,0.14269269,0.8573073,5.1424704,0.010872031
OBK-93376-WiFeS-Splice-UT20221013T122240-8.p12_SN_binned.txt,Sc,Ia 02es-like/iPTF14atg/ALFOSC phase-band : -14.12B,0.41263503,0.36789718,0.134,-1.0,-14.12,B,0.7079429,0.29205707,5.654006,0.01091507
OBK-93376-WiFeS-Splice-UT20221013T122240-8.p12_SN_binned.txt,SB6,IIn/2008fq/LDSS-3 phase-band : -2.0B,1.0718348,0.53557736,0.108,2.0,-2.0,B,0.28820598,0.711794,5.4145064,0.010916344
OBK-93376-WiFeS-Splice-UT20221013T122240-8.p12_SN_binned.txt,Sc,II-flash/iPTF15crj_early/GMOS phase-band : u-,0.38318872,0.70853496,0.114,2.0,u,-,0.12662077,0.87337923,5.2533236,0.010921671
OBK-93376-WiFeS-Splice-UT20221013T122240-8.p12_SN_binned.txt,Sc,Ic/2013ek/DEIMOS phase-band : u-,0.20750281,0.7751823,0.014,2.0,u,-,0.044354506,0.9556455,4.825114,0.0109413015
OBK-93376-WiFeS-Splice-UT20221013T122240-8.p12_SN_binned.txt,Sc,Ia 99aa-like/1999aa/MARK-III phase-band : 8.0B,0.27542374,0.751502,0.1,2.0,8.0,B,0.09232275,0.90767723,5.2085896,0.010942415
OBK-93376-WiFeS-Splice-UT20221013T122240-8.p12_SN_binned.txt,Sc,Ibn/2015G/KAST phase-band : 1.5B,0.87351906,0.36300632,0.1,1.2,1.5,B,0.49747378,0.5025262,5.671356,0.010948564
OBK-93376-WiFeS-Splice-UT20221013T122240-8.p12_SN_binned.txt,Sc,Ibn/2015G/KAST phase-band : 0.51B,1.019317,0.33992252,0.102,1.4,0.51,B,0.5055938,0.49440625,5.6654506,0.010958319
OBK-93376-WiFeS-Splice-UT20221013T122240-8.p12_SN_binned.txt,Sc,II/2014G/KAST phase-band : 2.4B,0.27946475,0.42789483,0.094,-1.0,2.4,B,0.63605255,0.36394748,5.6898203,0.010963044
OBK-93376-WiFeS-Splice-UT20221013T122240-8.p12_SN_binned.txt,Sc,TDE H+He/ASASSN-14li/DIS phase-band : 9.91B,0.06453302,0.7772044,0.11,0.2,9.91,B,0.13766107,0.86233896,5.280162,0.0109774675
OBK-93376-WiFeS-Splice-UT20221013T122240-8.p12_SN_binned.txt,Sc,SLSN-I/2017egm/KAST phase-band : -0.39B,0.110049374,0.6229797,0.136,-1.6,-0.39,B,0.4984923,0.5015077,5.4482994,0.010984475
OBK-93376-WiFeS-Splice-UT20221013T122240-8.p12_SN_binned.txt,Sc,Ia-CSM/2016iks/EFOSC2-NTT phase-band : u-,0.16763587,0.5809693,0.134,-2.0,u,-,0.5848559,0.4151441,5.5769916,0.010999983
OBK-93376-WiFeS-Splice-UT20221013T122240-8.p12_SN_binned.txt,SB6,SLSN-I/2017egm/SPRAT phase-band : -10.67B,0.12100812,0.7845065,0.146,-2.0,-10.67,B,0.4332971,0.5667029,4.824105,0.011013938
OBK-93376-WiFeS-Splice-UT20221013T122240-8.p12_SN_binned.txt,SB6,Ia 99aa-like/iPTF14bdn/YFOSC phase-band : -10.66B,0.179633,0.583646,0.13,-2.0,-10.66,B,0.62266165,0.37733835,5.5532064,0.011018267
OBK-93376-WiFeS-Splice-UT20221013T122240-8.p12_SN_binned.txt,Sc,Ia 91T-like/1991T/Other phase-band : -7.0B,0.098488964,0.61527956,0.134,-2.0,-7.0,B,0.5409141,0.4590859,5.5119543,0.011023909
OBK-93376-WiFeS-Splice-UT20221013T122240-8.p12_SN_binned.txt,Sc,IIn/2009kr/KAST phase-band : 0.17B,0.40636563,0.4822115,0.1,0.0,0.17,B,0.48268953,0.51731044,5.7120924,0.011027206
OBK-93376-WiFeS-Splice-UT20221013T122240-8.p12_SN_binned.txt,Sc,Ia 91T-like/1991T/Other phase-band : -13.0B,0.20338078,0.5705087,0.136,-1.8,-13.0,B,0.5793677,0.4206323,5.585231,0.011038005
OBK-93376-WiFeS-Splice-UT20221013T122240-8.p12_SN_binned.txt,Sc,II/2012aw/ALFOSC phase-band : -5.74B,0.13925026,0.5965895,0.112,-2.0,-5.74,B,0.5550542,0.44494578,5.6031375,0.011051553
OBK-93376-WiFeS-Splice-UT20221013T122240-8.p12_SN_binned.txt,Sc,super_chandra/2012dn/KAST phase-band : -13.61B,0.21874736,0.44415152,0.094,-1.6,-13.61,B,0.6730064,0.32699358,5.7581267,0.011052067
OBK-93376-WiFeS-Splice-UT20221013T122240-8.p12_SN_binned.txt,Sc,II/2016bkv/FLOYDS-N phase-band : 12.87B,0.5081099,0.12326149,0.14,-1.4,12.87,B,0.9252121,0.07478791,5.817365,0.01105963
OBK-93376-WiFeS-Splice-UT20221013T122240-8.p12_SN_binned.txt,SB6,IIb/2011fu/AFOSC phase-band : -11.2B,0.78850013,0.51884586,0.138,1.0,-11.2,B,0.39851692,0.60148305,5.577132,0.011065738
OBK-93376-WiFeS-Splice-UT20221013T122240-8.p12_SN_binned.txt,Sc,Ia 99aa-like/1999aa/DIS phase-band : -6.0B,0.0679747,0.6767936,0.148,-2.0,-6.0,B,0.47597632,0.52402365,5.3066015,0.0110785
OBK-93376-WiFeS-Splice-UT20221013T122240-8.p12_SN_binned.txt,SB6,SLSN-I/2017egm/SPRAT phase-band : -5.69B,0.117198266,0.78535265,0.146,-2.0,-5.69,B,0.43224022,0.56775975,4.8608007,0.011097719
OBK-93376-WiFeS-Splice-UT20221013T122240-8.p12_SN_binned.txt,Sc,Ibn/2010al/DBSP phase-band : -8.18B,0.11161904,0.6679056,0.1,-1.4,-8.18,B,0.3918244,0.6081756,5.4382243,0.0110984165
OBK-93376-WiFeS-Splice-UT20221013T122240-8.p12_SN_binned.txt,SB6,SLSN-I/2017egm/KAST phase-band : 6.62B,0.11413427,0.61481476,0.144,-2.0,6.62,B,0.6049728,0.3950272,5.5143023,0.011117545
