SPECTRUM,GALAXY,SN,CONST_SN,CONST_GAL,Z,A_v,Phase,Band,Frac(SN),Frac(gal),CHI2/dof,CHI2/dof2
T2m3ws-20220502.145631-0027.p12_SN_binned.txt,E,II-flash/2013fs_early/ALFOSC phase-band : -2.79B,0.56132984,0.35817516,0.122,-0.2,-2.79,B,0.780408,0.21959196,11.948817,0.023567688
T2m3ws-20220502.145631-0027.p12_SN_binned.txt,SB1,TDE H+He/ASASSN-14li/DIS phase-band : 9.91B,0.053714734,0.86496323,0.044,-1.0,9.91,B,0.17534965,0.82465035,11.955565,0.0236276
T2m3ws-20220502.145631-0027.p12_SN_binned.txt,SB2,Ia-rapid/2002bj/LRIS phase-band : 6.31B,0.5065975,0.7840402,0.016,2.0,6.31,B,0.12760247,0.87239754,11.558736,0.023685934
T2m3ws-20220502.145631-0027.p12_SN_binned.txt,E,SLSN-II/2008es/HET-LRS phase-band : -6.0B,1.5496074,0.4814953,0.15,2.0,-6.0,B,0.56504196,0.43495804,11.4232235,0.023699634
T2m3ws-20220502.145631-0027.p12_SN_binned.txt,E,II/2014G/KAST phase-band : 2.4B,1.3089665,0.24022396,0.15,2.0,2.4,B,0.73086643,0.26913357,11.8731365,0.023746273
T2m3ws-20220502.145631-0027.p12_SN_binned.txt,SB1,TDE H/ASASSN-14ae/MODS1 phase-band : 19.19B,0.23898515,0.8507395,0.05,1.8,19.19,B,0.09872196,0.901278,11.870497,0.023788571
T2m3ws-20220502.145631-0027.p12_SN_binned.txt,E,IIb-flash/2013cu_early/ALFOSC phase-band : -3.99V,0.34843242,0.24410476,0.138,-1.8,-3.99,V,0.9165771,0.08342289,12.063037,0.023792973
T2m3ws-20220502.145631-0027.p12_SN_binned.txt,E,II-flash/2013fs_early/ALFOSC phase-band : -3.81B,0.45822087,0.32664847,0.11,-0.8,-3.81,B,0.8307844,0.1692156,12.177692,0.023831101
T2m3ws-20220502.145631-0027.p12_SN_binned.txt,SB2,Ia-pec/2013bh/HET-LRS phase-band : 13.0V,0.17761882,0.8201294,0.016,2.0,13.0,V,0.09409183,0.90590817,12.078674,0.024157349
T2m3ws-20220502.145631-0027.p12_SN_binned.txt,SB1,II-flash/2019vqd_early/EFOSC2-NTT phase-band : u-,0.32335123,0.796469,0.096,2.0,u,-,0.12160969,0.8783903,12.358957,0.024185825
T2m3ws-20220502.145631-0027.p12_SN_binned.txt,E,TDE H+He/2016fnl/DBSP phase-band : -1.04g,1.8521478,0.17624743,0.04,2.0,-1.04,g,0.76174104,0.23825893,12.268497,0.02419822
T2m3ws-20220502.145631-0027.p12_SN_binned.txt,E,Ia-02cx like/2012Z/KAST phase-band : -7.64B,0.8560311,0.37527493,0.144,1.4,-7.64,B,0.6605583,0.33944172,12.211624,0.024229415
T2m3ws-20220502.145631-0027.p12_SN_binned.txt,SB2,Ia 99aa-like/1999aa/MARK-III phase-band : 8.0B,0.27869472,0.78958845,0.018,0.8,8.0,B,0.17090337,0.8290966,11.877722,0.024240248
T2m3ws-20220502.145631-0027.p12_SN_binned.txt,SB1,IIb-flash/2013cu_early/AFOSC phase-band : -1.06V,0.44573992,0.80295163,0.092,2.0,-1.06,V,0.12860596,0.87139404,11.714829,0.024254305
T2m3ws-20220502.145631-0027.p12_SN_binned.txt,E,IIn/2009kr/KAST phase-band : 0.17B,1.5813054,0.19999836,0.144,2.0,0.17,B,0.76995856,0.23004143,12.213195,0.024280705
T2m3ws-20220502.145631-0027.p12_SN_binned.txt,E,Ia-CSM/2016iks/EFOSC2-NTT phase-band : u-,1.0027721,0.44404837,0.134,1.4,u,-,0.6077761,0.39222392,12.318256,0.024296364
T2m3ws-20220502.145631-0027.p12_SN_binned.txt,SB1,TDE H+He/ASASSN-14li/MODS1 phase-band : 85.78B,0.13737987,0.8969478,0.06,2.0,85.78,B,0.05770757,0.94229245,12.192343,0.024384685
T2m3ws-20220502.145631-0027.p12_SN_binned.txt,E,IIb/1993J/BC-Ekar phase-band : -16.15B,1.055429,0.42485595,0.14,2.0,-16.15,B,0.56759924,0.43240076,12.207016,0.024414033
T2m3ws-20220502.145631-0027.p12_SN_binned.txt,E,II/2013fs/ALFOSC phase-band : 6.24B,1.635094,0.24647169,0.134,2.0,6.24,B,0.7200152,0.27998474,12.291053,0.024435492
T2m3ws-20220502.145631-0027.p12_SN_binned.txt,E,II/2013ej/BC-Asi phase-band : -3.61B,1.1721627,0.40973535,0.146,1.4,-3.61,B,0.6466054,0.35339463,12.370395,0.02444742
T2m3ws-20220502.145631-0027.p12_SN_binned.txt,E,IIb/PS15bgt/AFOSC phase-band : 13.0B,1.3887942,0.4376978,0.116,2.0,13.0,B,0.5646402,0.43535975,12.550719,0.02446534
T2m3ws-20220502.145631-0027.p12_SN_binned.txt,SB1,SLSN-I/2017egm/KAST phase-band : -0.39B,0.26966575,0.7929808,0.092,2.0,-0.39,B,0.123987466,0.87601256,12.511754,0.024484841
T2m3ws-20220502.145631-0027.p12_SN_binned.txt,SB2,Ia-pec/2013bh/HET-LRS phase-band : 19.0V,0.24009557,0.8362533,0.02,2.0,19.0,V,0.0846148,0.9153852,12.216331,0.024580142
T2m3ws-20220502.145631-0027.p12_SN_binned.txt,E,Ia-02cx like/2012Z/KAST phase-band : -8.59B,0.8219993,0.33887315,0.136,1.0,-8.59,B,0.7173833,0.28261665,12.440034,0.024585046
T2m3ws-20220502.145631-0027.p12_SN_binned.txt,SB1,Ibn/2010al/DBSP phase-band : -8.18B,0.22608688,0.86192757,0.062,2.0,-8.18,B,0.0791395,0.9208605,12.399835,0.024602845
T2m3ws-20220502.145631-0027.p12_SN_binned.txt,SB2,Ia-pec/2013bh/HET-LRS phase-band : 3.0V,0.27684405,0.81500655,0.016,2.0,3.0,V,0.098389804,0.9016102,12.3135,0.024627
T2m3ws-20220502.145631-0027.p12_SN_binned.txt,S0,II/2012aw/ALFOSC phase-band : -5.74B,0.5514747,0.10206108,0.062,-1.2,-5.74,B,0.952129,0.047871012,12.914869,0.024646698
T2m3ws-20220502.145631-0027.p12_SN_binned.txt,SB1,TDE H+He/ASASSN-14li/IMACS phase-band : 41.75B,0.18610576,0.8900781,0.048,2.0,41.75,B,0.06332668,0.93667334,12.423671,0.024650142
T2m3ws-20220502.145631-0027.p12_SN_binned.txt,SB1,II-flash/2014cn_early/GMOS phase-band : 0.0B,0.2538423,0.8555818,0.038,2.0,0.0,B,0.08732677,0.91267323,12.501647,0.02465808
T2m3ws-20220502.145631-0027.p12_SN_binned.txt,SB2,Ia-pec/2013bh/HET-LRS phase-band : -2.0V,0.32287455,0.8117861,0.016,2.0,-2.0,V,0.10040964,0.8995904,12.3318205,0.024663642
T2m3ws-20220502.145631-0027.p12_SN_binned.txt,SB1,Ia 99aa-like/1999aa/DIS phase-band : -6.0B,0.1563932,0.85318035,0.066,2.0,-6.0,B,0.083919756,0.91608024,12.534939,0.024675077
T2m3ws-20220502.145631-0027.p12_SN_binned.txt,E,SLSN-I/2017egm/KAST phase-band : 6.62B,0.6083808,0.43235198,0.148,1.2,6.62,B,0.62764513,0.37235487,12.268261,0.024784366
T2m3ws-20220502.145631-0027.p12_SN_binned.txt,E,SLSN-I/2017egm/KAST phase-band : -18.39B,0.37690046,0.35629407,0.112,-1.2,-18.39,B,0.83721125,0.16278875,12.847317,0.02480177
T2m3ws-20220502.145631-0027.p12_SN_binned.txt,SB2,Ibn/2005la/DEIMOS phase-band : -1.35B,0.44461498,0.80389625,0.012,2.0,-1.35,B,0.110821076,0.88917893,12.362634,0.024824565
T2m3ws-20220502.145631-0027.p12_SN_binned.txt,E,II/2016esw/KAST phase-band : -0.42B,0.6325701,0.22202013,0.146,0.2,-0.42,B,0.8540941,0.1459059,12.724991,0.024853498
T2m3ws-20220502.145631-0027.p12_SN_binned.txt,SB1,TDE H/2019ahk/EFOSC2-NTT phase-band : u-,0.49535063,0.71918243,0.092,2.0,u,-,0.17397147,0.8260285,12.828386,0.024861213
