SPECTRUM,GALAXY,SN,CONST_SN,CONST_GAL,Z,A_v,Phase,Band,Frac(SN),Frac(gal),CHI2/dof,CHI2/dof2
T2m3ws-20210914.110126-0157.p12_SN_binned.txt,SB1,Ic-BL/2002ap/FOSC phase-band : -5.31B,0.107252896,0.76725304,0.124,-2.0,-5.31,B,0.31138843,0.68861157,8.309638,0.01955209
T2m3ws-20210914.110126-0157.p12_SN_binned.txt,SB5,Ia-norm/2012cg/KAST phase-band : -8.44B,1.0092506,0.54555064,0.056,1.6,-8.44,B,0.40123734,0.5987627,9.998225,0.019837748
T2m3ws-20210914.110126-0157.p12_SN_binned.txt,SB5,IIb-flash/2013cu_early/AFOSC phase-band : -1.06V,0.64438826,0.5869442,0.092,0.6,-1.06,V,0.4656791,0.5343209,9.626598,0.019930845
T2m3ws-20210914.110126-0157.p12_SN_binned.txt,SB6,Ia-rapid/2002bj/LRIS phase-band : 6.31B,0.92498946,0.6148111,0.014,2.0,6.31,B,0.2808587,0.7191413,9.740359,0.020000739
T2m3ws-20210914.110126-0157.p12_SN_binned.txt,SB2,SLSN-II/2008es/HET-LRS phase-band : -13.0B,0.43561158,0.35032794,0.148,-1.6,-13.0,B,0.76775736,0.23224266,9.657389,0.020077731
T2m3ws-20210914.110126-0157.p12_SN_binned.txt,SB1,SLSN-I/2017egm/SPRAT phase-band : -10.67B,0.10693424,0.7302821,0.13,-2.0,-10.67,B,0.37068024,0.6293198,8.720901,0.020187268
T2m3ws-20210914.110126-0157.p12_SN_binned.txt,SB1,SLSN-I/2017egm/SPRAT phase-band : -5.69B,0.10516443,0.72888607,0.13,-2.0,-5.69,B,0.37394965,0.62605035,8.729383,0.020206906
T2m3ws-20210914.110126-0157.p12_SN_binned.txt,SB2,Ic/2019bkc/Goodman phase-band : 0.37g,0.47544712,0.57301,0.15,-0.2,0.37,g,0.41254985,0.58745015,8.857469,0.020268807
T2m3ws-20210914.110126-0157.p12_SN_binned.txt,SB2,SLSN-I/2015bn/IMACS phase-band : 37.34B,0.44163138,0.50613004,0.084,-0.4,37.34,B,0.5182531,0.48174694,9.345188,0.020315627
T2m3ws-20210914.110126-0157.p12_SN_binned.txt,Sa,SLSN-II/2008es/HET-LRS phase-band : -6.0B,1.3969033,0.52847433,0.148,2.0,-6.0,B,0.48365623,0.5163438,9.889063,0.020516729
T2m3ws-20210914.110126-0157.p12_SN_binned.txt,S0,IIb/PS15bgt/AFOSC phase-band : 13.0B,1.2196455,0.52443576,0.08,2.0,13.0,B,0.47318685,0.52681315,10.527565,0.020682838
T2m3ws-20210914.110126-0157.p12_SN_binned.txt,Sb,II/2013ej/BC-Asi phase-band : -3.61B,1.1471736,0.53034204,0.106,1.8,-3.61,B,0.4900328,0.5099672,10.488898,0.02089422
T2m3ws-20210914.110126-0157.p12_SN_binned.txt,Sc,TDE H/ASASSN-14ae/MODS1 phase-band : 19.19B,0.5088367,0.6658285,0.04,2.0,19.19,B,0.22153181,0.7784682,10.377435,0.021006953
T2m3ws-20210914.110126-0157.p12_SN_binned.txt,SB5,Ia-norm/2009Y/Other phase-band : -5.64B,0.81610423,0.5979175,0.07,2.0,-5.64,B,0.31121558,0.6887844,10.637505,0.021064367
T2m3ws-20210914.110126-0157.p12_SN_binned.txt,SB6,Ia 91T-like/2013U/AFOSC phase-band : u-,1.0509998,0.5980551,0.106,2.0,u,-,0.3267478,0.67325217,10.290644,0.021087384
T2m3ws-20210914.110126-0157.p12_SN_binned.txt,SB5,Ibn/2011hw/AFOSC phase-band : -18.68B,1.3860328,0.49749652,0.088,2.0,-18.68,B,0.42245257,0.57754743,10.322408,0.021152476
T2m3ws-20210914.110126-0157.p12_SN_binned.txt,SB1,IIb/2011fu/AFOSC phase-band : -9.0B,0.98453903,0.5866198,0.088,1.8,-9.0,B,0.251873,0.74812704,9.591523,0.021267235
