SPECTRUM,GALAXY,SN,CONST_SN,CONST_GAL,Z,A_v,Phase,Band,Frac(SN),Frac(gal),CHI2/dof,CHI2/dof2
T2m3ws-20211115.111210-0063.p12_SN_binned.txt,Sc,SN - Imposter/2020agp/EFOSC2-NTT phase-band : u-,0.15067099,0.8263006,0.076,0.4,u,-,0.12373992,0.8762601,10.2455435,0.02032846
T2m3ws-20211115.111210-0063.p12_SN_binned.txt,SB4,Ia-CSM/2019fcg/EFOSC2-NTT phase-band : u-,0.35015503,0.6617542,0.13,-0.8,u,-,0.4728185,0.5271815,10.278361,0.020353192
T2m3ws-20211115.111210-0063.p12_SN_binned.txt,SB4,Ic/2014L/YFOSC phase-band : 0.0B,0.4472078,0.7499805,0.132,0.6,0.0,B,0.25086677,0.7491332,10.279804,0.020356048
T2m3ws-20211115.111210-0063.p12_SN_binned.txt,SB4,super_chandra/2009dc/KAST phase-band : 94.28B,0.094681874,0.82617015,0.142,-2.0,94.28,B,0.41810426,0.5818957,10.288961,0.02037418
T2m3ws-20211115.111210-0063.p12_SN_binned.txt,SB4,IIb/2011fu/ALFOSC phase-band : 70.9B,0.530636,0.8256864,0.14,2.0,70.9,B,0.11310921,0.88689077,10.252306,0.020382319
T2m3ws-20211115.111210-0063.p12_SN_binned.txt,SB4,II/2012aw/KAST phase-band : 34.42B,0.13027206,0.857412,0.142,-0.8,34.42,B,0.26029208,0.7397079,10.284023,0.020404808
T2m3ws-20211115.111210-0063.p12_SN_binned.txt,Sc,Ia-norm/2007sr/WFCCD phase-band : 113.0B,0.06577998,0.76043373,0.038,-2.0,113.0,B,0.3251218,0.67487824,10.306736,0.020409377
T2m3ws-20211115.111210-0063.p12_SN_binned.txt,Sc,SLSN-I/2015bn/LDSS-3 phase-band : 120.34B,0.32610852,0.6888321,0.144,0.2,120.34,B,0.30908206,0.69091797,10.311166,0.02041815
T2m3ws-20211115.111210-0063.p12_SN_binned.txt,SB4,Ia-norm/2012cg/KAST phase-band : 38.55B,0.28222644,0.8664213,0.132,1.0,38.55,B,0.12698087,0.8730191,10.311665,0.020419138
T2m3ws-20211115.111210-0063.p12_SN_binned.txt,S0,Ia 99aa-like/1999aa/DIS phase-band : -6.0B,0.1092434,0.7036975,0.076,-2.0,-6.0,B,0.63122797,0.368772,10.313009,0.0204218
T2m3ws-20211115.111210-0063.p12_SN_binned.txt,SB4,IIb/2013cu/DBSP phase-band : 23.34V,0.27497467,0.75923437,0.144,-0.2,23.34,V,0.31734917,0.6826508,10.319633,0.020434916
