# Observed by B. E. Tucker
# Reduced by C. Lidman
# On 15/11/2021, 11:46:52
# Using DEbass pipeline: v01
# Using metadata: m01
#
# Wavelength Flux Error
3504.65	6.6244e+00	3.5850e+00
3505.42	-1.9566e+00	3.5573e+00
3506.20	-3.4466e+00	3.5049e+00
3506.97	1.0738e+01	3.5017e+00
3507.75	1.7365e+01	3.5336e+00
3508.52	-3.0441e+00	3.5241e+00
3509.30	-8.2107e-01	3.5145e+00
3510.07	4.4837e+00	3.4775e+00
3510.85	1.4600e+01	3.4437e+00
3511.62	1.0938e+01	3.4568e+00
3512.40	1.7740e+01	3.4350e+00
3513.17	4.8567e+00	3.4151e+00
3513.95	1.3111e+01	3.4413e+00
3514.72	1.3864e+00	3.4876e+00
3515.50	9.5075e-01	3.4718e+00
3516.27	1.5342e+01	3.4949e+00
3517.05	3.5101e+00	3.4194e+00
3517.82	3.2406e+00	3.4379e+00
3518.60	2.4102e+00	3.3865e+00
3519.37	7.3008e+00	3.3387e+00
3520.15	-4.0412e+00	3.3136e+00
3520.92	1.1369e+01	3.3189e+00
3521.69	1.8458e+01	3.2917e+00
3522.47	-4.8196e+00	3.3094e+00
3523.24	-1.1148e+00	3.4763e+00
3524.02	-3.8777e+00	3.3831e+00
3524.79	-2.1374e+00	3.2107e+00
3525.57	1.7917e+01	3.2129e+00
3526.34	1.0033e+01	3.1976e+00
3527.12	-1.9652e+01	3.1565e+00
3527.89	-1.7587e+01	3.1741e+00
3528.67	-8.7170e-01	3.1570e+00
3529.44	-1.3188e+01	3.1776e+00
3530.22	1.1960e+00	3.1803e+00
3530.99	6.3159e+00	3.1676e+00
3531.77	2.5608e+00	3.1329e+00
3532.54	4.5472e+00	3.1442e+00
3533.32	-2.1021e+00	3.1155e+00
3534.09	-6.0421e+00	3.0974e+00
3534.87	9.4911e+00	3.0854e+00
3535.64	-1.8165e-01	3.0931e+00
3536.42	-1.5204e+01	3.0706e+00
3537.19	-8.9028e+00	3.0630e+00
3537.97	-1.6381e+00	3.0677e+00
3538.74	-3.9491e-01	3.0664e+00
3539.52	8.9218e+00	3.0415e+00
3540.29	1.3348e+01	3.0289e+00
3541.07	4.8803e-01	3.0307e+00
3541.84	9.2285e+00	3.0111e+00
3542.61	-2.0162e+00	3.0123e+00
3543.39	-4.6123e+00	3.0008e+00
3544.16	4.9624e+00	3.0238e+00
3544.94	8.7429e+00	3.0402e+00
3545.71	4.7433e+00	2.9954e+00
3546.49	6.8914e+00	2.9799e+00
3547.26	-7.6613e+00	2.9640e+00
3548.04	2.3130e+00	2.9633e+00
3548.81	1.0783e+01	2.9692e+00
3549.59	1.0351e+01	2.9848e+00
3550.36	9.2645e-01	2.9847e+00
3551.14	-2.7519e+00	2.9593e+00
3551.91	7.4854e+00	2.9308e+00
3552.69	5.5122e+00	2.9113e+00
3553.46	5.1834e+00	2.9087e+00
3554.24	-2.0070e+00	2.9272e+00
3555.01	6.1607e+00	2.8933e+00
3555.79	1.5586e+01	2.8817e+00
3556.56	-8.9602e-01	2.9003e+00
3557.34	2.5485e+00	2.9143e+00
3558.11	1.6335e+01	2.9335e+00
3558.89	8.3831e+00	2.9151e+00
3559.66	-5.2433e+00	2.8584e+00
3560.44	5.0665e+00	2.8225e+00
3561.21	7.2448e+00	2.8126e+00
3561.99	9.4090e+00	2.7988e+00
3562.76	1.5980e+01	2.7983e+00
3563.53	7.3312e+00	2.7728e+00
3564.31	-1.0275e+01	2.7469e+00
3565.08	-1.4640e+00	2.7304e+00
3565.86	-8.0717e+00	2.7169e+00
3566.63	6.4138e+00	2.7231e+00
3567.41	1.6294e+01	2.7522e+00
3568.18	6.3883e+00	2.7681e+00
3568.96	-1.0338e+00	2.7435e+00
3569.73	-7.3949e+00	2.6791e+00
3570.51	-7.0014e+00	2.6367e+00
3571.28	4.9984e+00	2.6352e+00
3572.06	1.5639e+01	2.6470e+00
3572.83	8.3932e+00	2.6565e+00
3573.61	6.5395e+00	2.6459e+00
3574.38	7.4316e+00	2.6489e+00
3575.16	-7.3309e+00	2.6203e+00
3575.93	-2.5949e+00	2.5974e+00
3576.71	1.8298e+01	2.6260e+00
3577.48	6.5245e+00	2.6185e+00
