# Template No. 1: sn2003jo x sn99ee (Ia-norm; +7)
#redshift correlation
  0.636867404 -0.302617341
  0.639084935 -0.271947265
  0.641305447 -0.242221296
  0.643528938 -0.213905722
  0.645755529 -0.187345132
  0.647984982 -0.162754208
  0.650217533 -0.140223816
  0.652453184 -0.119739592
  0.654691815 -0.101210013
  0.656933427 -0.0844993442
  0.659178138 -0.0694590658
  0.661425829 -0.0559545308
  0.66367662 -0.0438806117
  0.66593039 -0.0331642069
  0.668187261 -0.0237532686
  0.67044723 -0.0155943735
  0.67271018 -0.00860394817
  0.67497623 -0.00263962778
  0.677245378  0.00252136146
  0.679517508  0.00718981633
  0.681792855  0.0117550557
  0.684071183  0.0166583024
  0.686352611  0.0223515853
  0.688637137  0.0292502381
  0.690924764  0.0376865901
  0.693215489  0.0478736609
  0.695509315  0.0598853268
  0.697806358  0.0736557171
  0.700106382  0.0889962539
  0.702409506  0.10562671
  0.704715848  0.123212524
  0.70702517  0.141400963
  0.709337711  0.159850508
  0.711653471  0.178249657
  0.713972211  0.196325794
  0.716294169  0.213845313
  0.718619347  0.230609894
  0.720947504  0.246452779
  0.723278999  0.261237651
  0.725613475  0.274859995
  0.727951288  0.287249923
  0.730292082  0.298374027
  0.732636213  0.308232069
  0.734983444  0.316848308
  0.737333894  0.324256182
  0.739687443  0.33048138
  0.74204421  0.33552447
  0.744404197  0.339350373
  0.746767402  0.341885716
  0.749133825  0.343026966
  0.751503348  0.342656076
  0.753876209  0.340661168
  0.75625217  0.336955309
  0.758631349  0.331490338
  0.761013865  0.324260503
  0.763399482  0.315296531
  0.765788436  0.304651737
  0.768180609  0.292384863
  0.770576  0.278544754
  0.77297461  0.263161153
  0.775376439  0.246244803
  0.777781606  0.227796957
  0.780189991  0.20782499
  0.782601714  0.186360925
  0.785016656  0.163478136
  0.787434816  0.139301866
  0.789856315  0.114012033
  0.792281032  0.0878385901
  0.794709086  0.0610511228
  0.79714036  0.0339454599
  0.799574971  0.00683006272
  0.80201292 -0.0199854262
  0.804454207 -0.0461993963
  0.806898713 -0.0715252161
  0.809346557 -0.0956986696
  0.811797738 -0.118485264
  0.814252138 -0.139689252
  0.816709995 -0.159163624
  0.819171071 -0.176819339
  0.821635604 -0.192632109
  0.824103355 -0.206643134
  0.826574564 -0.218954906
  0.829048991 -0.229719132
  0.831526875 -0.239119798
  0.834008098 -0.247351348
  0.836492658 -0.254595637
  0.838980556 -0.260999799
  0.84147191 -0.266656607
  0.843966603 -0.27158916
  0.846464634 -0.275742382
  0.848966122 -0.278981686
  0.851470947 -0.281100661
  0.853979111 -0.281837702
  0.856490731 -0.280902892
  0.859005809 -0.278012216
  0.861524224 -0.272926301
  0.864046097 -0.265488654
  0.866571307 -0.255656749
  0.869099975 -0.243519664
  0.871632099 -0.229298562
  0.874167681 -0.213326931
  0.8767066 -0.196014196
  0.879248977 -0.177797779
  0.88179493 -0.159092799
  0.88434422 -0.140248999
  0.886896968 -0.121522903
  0.889453173 -0.103068873
  0.892012835 -0.0849501863
  0.894575953 -0.0671634823
  0.897142649 -0.0496690124
  0.899712682 -0.032417316
  0.902286291 -0.0153646674
  0.904863358  0.00152491941
  0.907443881  0.0182902366
  0.910027981  0.03498815
  0.912615538  0.0517045557
  0.915206552  0.0685515329
  0.917801142  0.0856458023
  0.920399189  0.103068799
  0.923000813  0.120814927
  0.925605893  0.138741359
  0.92821455  0.156533495
  0.930826783  0.173700154
  0.933442473  0.189605519
  0.93606174  0.2035373
  0.938684583  0.214802623
  0.941311002  0.222833365
  0.943940878  0.227280676
  0.94657445  0.228079215
  0.949211478  0.225466147
  0.951852083  0.219950527
  0.954496384  0.21223785
  0.957144141  0.203125164
  0.959795475  0.193387166
  0.962450504  0.183675647
  0.96510911  0.174450561
  0.967771173  0.165953815
  0.97043705  0.158227161
  0.973106384  0.151165515
  0.975779414  0.144591421
  0.97845602  0.138330713
  0.981136322  0.13227351
  0.9838202  0.126407251
  0.986507654  0.120816715
  0.989198804  0.115654446
  0.991893649  0.111090362
  0.994592071  0.107254259
  0.997294188  0.104185976
  1.  0.101804085
  1.00270939  0.0999002159
  1.00542259  0.0981601849
  1.00813937  0.0962063521
  1.01085973  0.0936525017
  1.0135839  0.0901603997
  1.01631188  0.085486941
  1.01904345  0.0795146748
  1.02177858  0.0722614527
  1.02451754  0.0638696998
  1.02726007  0.0545795895
  1.03000665  0.0446926467
  1.03275657  0.0345332623
  1.03551054  0.0244139563
  1.03826809  0.014608942
  1.04102921  0.00533688301
  1.04379439 -0.00324790971
  1.04656315 -0.0110595617
  1.04933548 -0.0180829465
  1.05211186 -0.0243761986
  1.05489182 -0.0300745163
  1.0576756 -0.0353928767
  1.06046319 -0.0406244472
  1.06325459 -0.0461298265
  1.06604981 -0.0523137562
  1.06884861 -0.0595887452
  1.07165146 -0.0683272257
  1.07445788 -0.0788086504
  1.07726812 -0.0911694318
  1.08008242 -0.105366141
  1.08290029 -0.121159658
  1.08572197 -0.13812542
  1.08854747 -0.155690089
  1.09137702 -0.17318958
  1.09421015 -0.189939424
  1.09704733 -0.205305219
  1.09988809 -0.218762264
  1.1027329 -0.229935065
  1.10558152 -0.238612637
  1.10843396 -0.244740427
  1.11129045 -0.248393878
  1.11415052 -0.249741927
  1.11701465 -0.249009505
  1.11988258 -0.246444806
  1.12275457 -0.242296249
  1.12563014 -0.236797765
  1.12850976 -0.23016037
  1.13139343 -0.222565025
  1.13428092 -0.214153931
  1.13717222 -0.205018684
  1.14006734 -0.195186928
  1.14296651 -0.18461208
  1.14586973 -0.173171684
  1.14877677 -0.16067937
  1.15168786 -0.146911502
  1.15460277 -0.131647363
  1.15752149 -0.114716738
  1.1604445 -0.0960452035
  1.16337132 -0.0756889209
  1.16630197 -0.0538502224
  1.16923666 -0.0308712665
  1.17217541 -0.00720581459
  1.17511821  0.0166238956
  1.17806482  0.0400765501
  1.18101549  0.0626372844
  1.18397021  0.083851248
  1.18692875  0.103341118
  1.18989158  0.120808475
  1.19285822  0.136023507
  1.19582891  0.148810044
  1.19880366  0.159033358
