,SPECTRUM,GALAXY,SN,CONST_SN,CONST_GAL,Z,A_v,Phase,Band,Frac(SN),Frac(gal),CHI2/dof,CHI2/dof2
0,T2m3ws-20210914.175245-0188.p12_SN_binned.txt,Sb,Ibn/2006jc/ALFOSC phase-band : 10.0B,0.6398975,0.7817277,0.07,2.0,10.0,B,0.18638217,0.8136178,4.3300247,0.009977016
1,T2m3ws-20210914.175245-0188.p12_SN_binned.txt,E,Ia-norm/1994D/KAST phase-band : -8.8B,0.15837887,0.79375666,0.072,-2.0,-8.8,B,0.5373836,0.46261635,4.7352953,0.010053705
2,T2m3ws-20210914.175245-0188.p12_SN_binned.txt,S0,SLSN-II/2008es/HET-LRS phase-band : -6.0B,0.13826124,0.8270132,0.062,-1.8,-6.0,B,0.41825327,0.5817467,4.527602,0.010174386
3,T2m3ws-20210914.175245-0188.p12_SN_binned.txt,E,TDE H+He/2019qiz/BINOSPEC phase-band : 23.0g,0.57502997,0.76974237,0.058,1.4,23.0,g,0.25132623,0.74867374,4.389565,0.010184606
4,T2m3ws-20210914.175245-0188.p12_SN_binned.txt,S0,Ia-norm/2017erp/KAST phase-band : 4.36B,0.40610924,0.8606642,0.062,2.0,4.36,B,0.13270003,0.8673,4.6981297,0.010257925
5,T2m3ws-20210914.175245-0188.p12_SN_binned.txt,Sa,II/2014G/BC-Asi phase-band : 16.94B,0.44606188,0.7405561,0.056,1.0,16.94,B,0.23303173,0.76696825,4.8048587,0.010310856
6,T2m3ws-20210914.175245-0188.p12_SN_binned.txt,E,Ia 91T-like/2013U/AFOSC phase-band : u-,0.1518462,0.7914406,0.06,-2.0,u,-,0.5163947,0.48360533,4.865469,0.010396302
7,T2m3ws-20210914.175245-0188.p12_SN_binned.txt,Sa,SLSN-I/2015bn/IMACS phase-band : 37.34B,0.15069945,0.697558,0.074,-2.0,37.34,B,0.56596744,0.43403256,4.8602395,0.010658421
8,T2m3ws-20210914.175245-0188.p12_SN_binned.txt,E,Ia-norm/2012cg/KAST phase-band : -8.44B,0.18177268,0.6975049,0.062,-2.0,-8.44,B,0.6062713,0.39372867,5.4599752,0.010769182
9,T2m3ws-20210914.175245-0188.p12_SN_binned.txt,Sa,Ia-norm/2012ht/AFOSC phase-band : -12.15B,0.13295266,0.7599234,0.064,-2.0,-12.15,B,0.46307912,0.53692085,5.176092,0.010783525
10,T2m3ws-20210914.175245-0188.p12_SN_binned.txt,S0,IIb/PS15bgt/AFOSC phase-band : 13.0B,0.1314444,0.7634405,0.06,-2.0,13.0,B,0.4951411,0.5048589,5.400268,0.010800536
11,T2m3ws-20210914.175245-0188.p12_SN_binned.txt,Sb,IIb/1993J/KAST phase-band : -5.0B,0.45332876,0.7939816,0.064,1.2,-5.0,B,0.2148519,0.7851481,4.6987376,0.010826584
12,T2m3ws-20210914.175245-0188.p12_SN_binned.txt,S0,II/1999em/KAST phase-band : 5.0B,0.24520613,0.8427411,0.062,0.2,5.0,B,0.24367666,0.75632334,4.891833,0.010846636
13,T2m3ws-20210914.175245-0188.p12_SN_binned.txt,Sa,Ic/2007gr/Other phase-band : 7.0B,0.62292594,0.75001985,0.068,2.0,7.0,B,0.17407914,0.8259209,5.000693,0.010871071
14,T2m3ws-20210914.175245-0188.p12_SN_binned.txt,E,SLSN-II/2008es/HET-LRS phase-band : -13.0B,0.12512313,0.8538808,0.062,-2.0,-13.0,B,0.45438755,0.54561245,4.841151,0.0109034935
