,SPECTRUM,GALAXY,SN,CONST_SN,CONST_GAL,Z,A_v,Phase,Band,Frac(SN),Frac(gal),CHI2/dof,CHI2/dof2
0,OBK-112832-WiFeS-Splice-UT20221010T114426-8.p12_SN_binned.txt,SB3,Ia 99aa-like/1999aa/MARK-III phase-band : 8.0B,0.6026751,0.6718555,0.034,2.0,8.0,B,0.21438135,0.78561866,5.4807143,0.011005451
1,OBK-112832-WiFeS-Splice-UT20221010T114426-8.p12_SN_binned.txt,SB2,Ia-norm/2013dy/HET-LRS phase-band : -5.74B,0.3724361,0.55018914,0.022,0.8,-5.74,B,0.3126925,0.68730754,5.355402,0.011370281
2,OBK-112832-WiFeS-Splice-UT20221010T114426-8.p12_SN_binned.txt,SB2,Ia-norm/2013dy/DEIMOS phase-band : -15.38B,0.54692495,0.6571709,0.044,2.0,-15.38,B,0.13400881,0.8659912,5.23599,0.012092356
3,OBK-112832-WiFeS-Splice-UT20221010T114426-8.p12_SN_binned.txt,SB1,Ia-rapid/2002bj/LRIS phase-band : 6.31B,0.45374715,0.6751308,0.134,2.0,6.31,B,0.12192375,0.87807626,5.5556717,0.012103859
4,OBK-112832-WiFeS-Splice-UT20221010T114426-8.p12_SN_binned.txt,SB1,II-flash/2014cn_early/GMOS phase-band : 0.0B,0.19576675,0.655746,0.14,0.2,0.0,B,0.23612875,0.76387125,5.751276,0.012262849
5,OBK-112832-WiFeS-Splice-UT20221010T114426-8.p12_SN_binned.txt,SB1,Ia-norm/2013dy/HET-LRS phase-band : 6.24B,0.1492437,0.7574227,0.132,2.0,6.24,B,0.062306628,0.93769336,5.235144,0.012317987
6,OBK-112832-WiFeS-Splice-UT20221010T114426-8.p12_SN_binned.txt,SB1,Ic/2004gt/LRIS phase-band : 57.59B,0.49342752,0.6516317,0.136,2.0,57.59,B,0.14050621,0.8594938,5.782571,0.01235592
7,OBK-112832-WiFeS-Splice-UT20221010T114426-8.p12_SN_binned.txt,SB2,IIb/2013df/DEIMOS phase-band : -14.0B,0.32687062,0.6845624,0.058,1.6,-14.0,B,0.12594503,0.87405497,5.3825164,0.012635015
8,OBK-112832-WiFeS-Splice-UT20221010T114426-8.p12_SN_binned.txt,SB1,SLSN-I/2017egm/SPRAT phase-band : -10.67B,0.3747509,0.70487,0.138,2.0,-10.67,B,0.106926605,0.8930734,5.50231,0.0126489885
9,OBK-112832-WiFeS-Splice-UT20221010T114426-8.p12_SN_binned.txt,SB1,II/2013ej/HET-LRS phase-band : -2.61B,0.17987004,0.7563708,0.128,2.0,-2.61,B,0.06269233,0.93730766,5.392215,0.012657782
10,OBK-112832-WiFeS-Splice-UT20221010T114426-8.p12_SN_binned.txt,SB1,Ia-norm/2013dy/HET-LRS phase-band : 15.45B,0.14477965,0.7590366,0.132,2.0,15.45,B,0.06103733,0.9389627,5.384506,0.012669426
11,OBK-112832-WiFeS-Splice-UT20221010T114426-8.p12_SN_binned.txt,SB1,SLSN-I/2017egm/SPRAT phase-band : -5.69B,0.36559507,0.704653,0.138,2.0,-5.69,B,0.10711918,0.8928808,5.539545,0.012734587
12,OBK-112832-WiFeS-Splice-UT20221010T114426-8.p12_SN_binned.txt,SB1,II-flash/iPTF15crj_early/GMOS phase-band : u-,0.4657364,0.64727896,0.146,2.0,u,-,0.14432186,0.85567814,5.9734116,0.012736485
13,OBK-112832-WiFeS-Splice-UT20221010T114426-8.p12_SN_binned.txt,SB1,II-flash/iPTF14flu_early/DEIMOS phase-band : u-,0.16146252,0.6899633,0.006,-0.8,u,-,0.3145417,0.6854583,5.880585,0.012867801
14,OBK-112832-WiFeS-Splice-UT20221010T114426-8.p12_SN_binned.txt,SB1,II/2013ej/DEIMOS phase-band : -1.15B,0.27708012,0.7592155,0.064,2.0,-1.15,B,0.068552315,0.9314477,5.486395,0.012878861
15,OBK-112832-WiFeS-Splice-UT20221010T114426-8.p12_SN_binned.txt,SB3,Ia 99aa-like/1999aa/DIS phase-band : -6.0B,0.13333629,0.55484587,0.038,-1.6,-6.0,B,0.5985364,0.40146366,6.693053,0.0129209515
16,OBK-112832-WiFeS-Splice-UT20221010T114426-8.p12_SN_binned.txt,SB4,II-flash/2019vqd_early/EFOSC2-NTT phase-band : u-,0.52638704,0.6450427,0.124,2.0,u,-,0.24856114,0.75143886,6.4898853,0.012928058
17,OBK-112832-WiFeS-Splice-UT20221010T114426-8.p12_SN_binned.txt,SB1,Ibn/2005la/DEIMOS phase-band : -1.35B,0.37411806,0.7031131,0.14,2.0,-1.35,B,0.10155006,0.89844996,5.835959,0.013026694
18,OBK-112832-WiFeS-Splice-UT20221010T114426-8.p12_SN_binned.txt,SB1,SLSN-I/2015bn/IMACS phase-band : 37.34B,0.48398554,0.6653231,0.136,2.0,37.34,B,0.13230327,0.86769676,6.0869174,0.01314669
19,OBK-112832-WiFeS-Splice-UT20221010T114426-8.p12_SN_binned.txt,SB1,II/1999em/LRIS phase-band : 8.0B,0.3233514,0.6679659,0.07,1.8,8.0,B,0.14133558,0.8586644,6.2228417,0.01329667
20,OBK-112832-WiFeS-Splice-UT20221010T114426-8.p12_SN_binned.txt,E,SLSN-I/2017egm/KAST phase-band : 6.62B,0.60489666,0.38314003,0.14,1.2,6.62,B,0.6511216,0.34887835,6.6470094,0.013347408
21,OBK-112832-WiFeS-Splice-UT20221010T114426-8.p12_SN_binned.txt,SB4,SLSN-I/2017egm/KAST phase-band : -0.39B,0.44386113,0.6346763,0.128,2.0,-0.39,B,0.25687948,0.7431205,6.6667256,0.013360172
22,OBK-112832-WiFeS-Splice-UT20221010T114426-8.p12_SN_binned.txt,E,IIb-flash/2013cu_early/AFOSC phase-band : -1.06V,0.71683556,0.38809896,0.102,0.0,-1.06,V,0.74064106,0.25935894,6.5380387,0.013425131
23,OBK-112832-WiFeS-Splice-UT20221010T114426-8.p12_SN_binned.txt,E,IIn/2009kr/KAST phase-band : 0.17B,1.5311701,0.17651537,0.14,2.0,0.17,B,0.78475124,0.21524878,6.775689,0.013443828
24,OBK-112832-WiFeS-Splice-UT20221010T114426-8.p12_SN_binned.txt,E,II/2013ej/BC-Asi phase-band : -3.61B,1.2055486,0.43085164,0.148,1.8,-3.61,B,0.5809951,0.41900492,6.8659377,0.013595916
25,OBK-112832-WiFeS-Splice-UT20221010T114426-8.p12_SN_binned.txt,E,II-flash/2013fs_early/ALFOSC phase-band : -2.79B,0.6922928,0.44140005,0.14,1.0,-2.79,B,0.6243394,0.3756606,6.8120813,0.013596969
26,OBK-112832-WiFeS-Splice-UT20221010T114426-8.p12_SN_binned.txt,SB3,Ia-norm/2009Y/Other phase-band : -5.64B,0.6424087,0.61464924,0.046,2.0,-5.64,B,0.24721994,0.7527801,6.996208,0.0136113
27,OBK-112832-WiFeS-Splice-UT20221010T114426-8.p12_SN_binned.txt,SB1,Ic/2019bkc/Goodman phase-band : 0.37g,0.68193567,0.6454149,0.15,2.0,0.37,g,0.1626633,0.8373367,5.9947495,0.013717962
28,OBK-112832-WiFeS-Splice-UT20221010T114426-8.p12_SN_binned.txt,E,Ia-CSM/2016iks/EFOSC2-NTT phase-band : u-,1.0764648,0.4707999,0.15,2.0,u,-,0.5253388,0.4746612,6.9300222,0.013804826
29,OBK-112832-WiFeS-Splice-UT20221010T114426-8.p12_SN_binned.txt,SB1,IIb/2013df/HET-LRS phase-band : -8.0B,0.55328,0.6344096,0.012,2.0,-8.0,B,0.17063099,0.829369,6.5605145,0.013840748
30,OBK-112832-WiFeS-Splice-UT20221010T114426-8.p12_SN_binned.txt,SB1,IIb/2008aq/KAST phase-band : -5.28B,0.45674375,0.6962674,0.008,2.0,-5.28,B,0.123682246,0.87631774,6.4283214,0.014097195
31,OBK-112832-WiFeS-Splice-UT20221010T114426-8.p12_SN_binned.txt,E,IIb-flash/2013cu_early/ALFOSC phase-band : -3.99V,0.4248855,0.3711382,0.148,-0.6,-3.99,V,0.7936503,0.20634966,7.1293273,0.014173613
32,OBK-112832-WiFeS-Splice-UT20221010T114426-8.p12_SN_binned.txt,SB1,IIn/2010jl/DEIMOS phase-band : 20.65V,0.29739323,0.7646078,0.072,2.0,20.65,V,0.06341255,0.93658745,6.195295,0.014542946
33,OBK-112832-WiFeS-Splice-UT20221010T114426-8.p12_SN_binned.txt,SB4,TDE H/ASASSN-14ae/MODS1 phase-band : 19.19B,0.48029822,0.6950266,0.08,2.0,19.19,B,0.20811972,0.7918803,7.3326507,0.0146068735
34,OBK-112832-WiFeS-Splice-UT20221010T114426-8.p12_SN_binned.txt,SB1,Ic/2013ek/DEIMOS phase-band : u-,0.5152705,0.71860486,0.004,2.0,u,-,0.10848889,0.8915111,6.5648823,0.014719467
35,OBK-112832-WiFeS-Splice-UT20221010T114426-8.p12_SN_binned.txt,SB1,Ic-BL/2006aj/FORS2 phase-band : 11.01B,0.30609885,0.7590838,0.078,2.0,11.01,B,0.06730815,0.9326919,6.277403,0.0147356875
36,OBK-112832-WiFeS-Splice-UT20221010T114426-8.p12_SN_binned.txt,SB2,II-flash/2013fs_early/ALFOSC phase-band : -3.81B,0.23965125,0.3369792,0.128,-2.0,-3.81,B,0.7787303,0.22126974,7.560477,0.014971241
37,OBK-112832-WiFeS-Splice-UT20221010T114426-8.p12_SN_binned.txt,Sa,II/2013fs/ALFOSC phase-band : 6.24B,1.4395927,0.29949692,0.092,2.0,6.24,B,0.60948086,0.3905191,8.061026,0.015591926
38,OBK-112832-WiFeS-Splice-UT20221010T114426-8.p12_SN_binned.txt,Sc,Ia-norm/2012cg/KAST phase-band : -5.5B,0.35693988,0.27977782,0.022,-0.8,-5.5,B,0.7575251,0.24247491,8.541043,0.01572936
39,OBK-112832-WiFeS-Splice-UT20221010T114426-8.p12_SN_binned.txt,SB1,Ic-BL/2006aj/FORS2 phase-band : 3.04B,0.34243044,0.7362805,0.084,2.0,3.04,B,0.084131815,0.91586816,6.832323,0.015779037
40,OBK-112832-WiFeS-Splice-UT20221010T114426-8.p12_SN_binned.txt,SB2,II/2012aw/ALFOSC phase-band : -5.74B,0.30453697,0.33643302,0.114,-1.6,-5.74,B,0.75416845,0.24583155,8.313216,0.01642928
41,OBK-112832-WiFeS-Splice-UT20221010T114426-8.p12_SN_binned.txt,Sc,Ia 99aa-like/1999aa/ALFOSC phase-band : -10.0B,0.27524602,0.38101557,0.042,-1.6,-10.0,B,0.72748595,0.27251402,8.837275,0.016487453
42,OBK-112832-WiFeS-Splice-UT20221010T114426-8.p12_SN_binned.txt,SB4,TDE H+He/ASASSN-14li/DIS phase-band : 9.91B,0.082030244,0.7309824,0.018,-1.4,9.91,B,0.35595754,0.6440425,8.503202,0.016511073
43,OBK-112832-WiFeS-Splice-UT20221010T114426-8.p12_SN_binned.txt,Sc,Ia-norm/2011by/KAST phase-band : -2.77B,0.24078317,0.28475112,0.02,-1.6,-2.77,B,0.8040087,0.19599125,9.184747,0.016852748
44,OBK-112832-WiFeS-Splice-UT20221010T114426-8.p12_SN_binned.txt,Sc,Ia-norm/2011by/KAST phase-band : -4.75B,0.2493575,0.2804792,0.02,-1.6,-4.75,B,0.8078461,0.19215389,9.212692,0.016904023
