,SPECTRUM,GALAXY,SN,CONST_SN,CONST_GAL,Z,A_v,Phase,Band,Frac(SN),Frac(gal),CHI2/dof,CHI2/dof2
0,T2m3ws-20220715.161805-0150.p12_SN_binned.txt,Sa,Ia-norm/2017erp/KAST phase-band : -10.69B,0.22698031,0.3552182,0.01,-1.6,-10.69,B,0.77386093,0.22613907,8.033873,0.01474105
1,T2m3ws-20220715.161805-0150.p12_SN_binned.txt,Sa,Ia-norm/2011fe/STIS phase-band : -13.69B,0.021230105,0.3925917,0.0,-2.0,-13.69,B,0.76733047,0.2326695,8.056219,0.014782054
2,T2m3ws-20220715.161805-0150.p12_SN_binned.txt,E,Ia-norm/2017erp/KAST phase-band : -4.69B,0.17937227,0.42643514,0.002,-2.0,-4.69,B,0.7673964,0.23260361,8.07164,0.014810348
3,T2m3ws-20220715.161805-0150.p12_SN_binned.txt,Sb,Ia-norm/2009Y/Other phase-band : -5.64B,0.22552763,0.42918685,0.026,-2.0,-5.64,B,0.76883024,0.23116973,7.8184004,0.015006527
4,T2m3ws-20220715.161805-0150.p12_SN_binned.txt,Sa,Ia-norm/2012cg/KAST phase-band : -13.49B,0.25413388,0.24131185,0.004,-2.0,-13.49,B,0.87705094,0.12294908,8.567378,0.01571996
5,T2m3ws-20220715.161805-0150.p12_SN_binned.txt,Sa,Ia-norm/2011fe/SNIFS phase-band : -14.61B,0.21283388,0.38787696,0.002,-2.0,-14.61,B,0.77292913,0.22707088,8.613781,0.015805103
6,T2m3ws-20220715.161805-0150.p12_SN_binned.txt,E,Ia-norm/2009ig/KAST phase-band : -7.78B,0.15181229,0.5087408,0.016,-2.0,-7.78,B,0.7181254,0.28187457,9.01181,0.016535431
7,T2m3ws-20220715.161805-0150.p12_SN_binned.txt,E,Ia-norm/2009ig/Other phase-band : -13.8B,0.46522895,0.6094773,0.034,1.6,-13.8,B,0.33302364,0.66697633,9.132161,0.016756259
8,T2m3ws-20220715.161805-0150.p12_SN_binned.txt,E,Ia-norm/2015N/LRIS phase-band : -2.0B,0.8865807,0.49704212,0.008,2.0,-2.0,B,0.37035373,0.6296463,9.183277,0.016850049
9,T2m3ws-20220715.161805-0150.p12_SN_binned.txt,Sc,IIb/2013cu/DEIMOS phase-band : 62.0V,0.20038642,0.7199202,0.004,1.0,62.0,V,0.09923562,0.9007644,7.815601,0.016990436
10,T2m3ws-20220715.161805-0150.p12_SN_binned.txt,E,Ia-norm/2011fe/KAST phase-band : -16.69B,0.58447134,0.57682985,0.014,1.4,-16.69,B,0.36418372,0.6358163,9.551054,0.01752487
11,T2m3ws-20220715.161805-0150.p12_SN_binned.txt,Sa,Ia-norm/2012fr/RSS phase-band : -14.19B,0.43584737,0.54345125,0.036,0.2,-14.19,B,0.4586723,0.54132766,9.59852,0.017907687
12,T2m3ws-20220715.161805-0150.p12_SN_binned.txt,E,Ia-norm/2017erp/RSS phase-band : -16.99B,0.8973964,0.5846866,0.03,2.0,-16.99,B,0.3208059,0.6791941,9.875675,0.018390456
13,T2m3ws-20220715.161805-0150.p12_SN_binned.txt,Sa,Ia 99aa-like/1999aa/MARK-III phase-band : 8.0B,0.16365828,0.75008297,0.118,-1.4,8.0,B,0.4690316,0.53096837,8.792359,0.018747034
14,T2m3ws-20220715.161805-0150.p12_SN_binned.txt,E,Ia-norm/2012fr/KAST phase-band : -5.65B,0.109621644,0.6095721,0.022,-2.0,-5.65,B,0.6371407,0.36285928,10.289275,0.018879404
15,T2m3ws-20220715.161805-0150.p12_SN_binned.txt,Sa,Ia-pec/2013bh/HET-LRS phase-band : 3.0V,0.3375045,0.7829847,0.118,2.0,3.0,V,0.16760862,0.8323914,8.696692,0.018905852
16,T2m3ws-20220715.161805-0150.p12_SN_binned.txt,E,Ia-pec/2013bh/HET-LRS phase-band : -2.0V,0.4751709,0.7745781,0.116,2.0,-2.0,V,0.22049324,0.77950674,8.839021,0.019173581
17,T2m3ws-20220715.161805-0150.p12_SN_binned.txt,Sa,TDE H+He/ASASSN-14li/DIS phase-band : 9.91B,0.056064032,0.8372281,0.126,-2.0,9.91,B,0.4205422,0.57945776,9.143444,0.019249355
18,T2m3ws-20220715.161805-0150.p12_SN_binned.txt,Sa,II/2016esw/KAST phase-band : -0.42B,0.23296708,0.3439592,0.146,-2.0,-0.42,B,0.85945845,0.14054158,9.989598,0.019510934
19,T2m3ws-20220715.161805-0150.p12_SN_binned.txt,Sa,IIb-flash/2013cu_early/AFOSC phase-band : -1.06V,0.34547815,0.6648284,0.12,-0.4,-1.06,V,0.48715064,0.5128494,9.681005,0.019557586
20,T2m3ws-20220715.161805-0150.p12_SN_binned.txt,S0,Ia 99aa-like/1999aa/DIS phase-band : -6.0B,0.10508121,0.5991558,0.026,-2.0,-6.0,B,0.63382745,0.36617258,10.249764,0.01959802
21,T2m3ws-20220715.161805-0150.p12_SN_binned.txt,Sa,Ibn/2006jc/AFOSC phase-band : 3.0B,0.17338955,0.6448403,0.096,-1.0,3.0,B,0.53141904,0.46858093,10.109589,0.019630268
22,T2m3ws-20220715.161805-0150.p12_SN_binned.txt,Sa,SLSN-I/2017egm/ALFOSC phase-band : 3.33B,0.26191345,0.6995065,0.116,0.4,3.33,B,0.37744313,0.62255687,10.466798,0.019823482
