,SPECTRUM,GALAXY,SN,CONST_SN,CONST_GAL,Z,A_v,Phase,Band,Frac(SN),Frac(gal),CHI2/dof,CHI2/dof2
0,T2m3ws-20210922.162607-0006.p12_SN_binned.txt,SB1,Ia-norm/2015N/KAST phase-band : 5.39B,0.9269081,0.092503496,0.048,0.6,5.39,B,0.8725772,0.1274228,9.908512,0.018281387
1,T2m3ws-20210922.162607-0006.p12_SN_binned.txt,Sa,Ia-norm/2015N/LRIS phase-band : -2.0B,1.2209945,0.026025577,0.056,1.0,-2.0,B,0.9675397,0.03246026,10.651914,0.019544795
2,T2m3ws-20210922.162607-0006.p12_SN_binned.txt,E,Ia-norm/2009Y/Other phase-band : -5.64B,0.3900377,0.07748198,0.076,-2.0,-5.64,B,0.97451603,0.025483992,9.966612,0.019814339
3,T2m3ws-20210922.162607-0006.p12_SN_binned.txt,Sc,Ia-norm/2009Y/LRIS phase-band : 6.02B,0.34091243,0.1659594,0.054,-2.0,6.02,B,0.90928525,0.090714745,10.90989,0.020018147
4,T2m3ws-20210922.162607-0006.p12_SN_binned.txt,S0,Ia-norm/2011by/KAST phase-band : 5.25B,0.23357938,0.24015453,0.042,-2.0,5.25,B,0.8982217,0.10177834,11.064655,0.020643013
5,T2m3ws-20210922.162607-0006.p12_SN_binned.txt,Sa,Ia-norm/2012ht/KAST phase-band : 2.3B,0.20597547,0.22605853,0.044,-2.0,2.3,B,0.89924896,0.100751035,11.186218,0.020830946
6,T2m3ws-20210922.162607-0006.p12_SN_binned.txt,SB4,Ia-norm/2012cg/KAST phase-band : 9.55B,0.30532634,0.098135166,0.042,-2.0,9.55,B,0.9535364,0.046463583,11.22097,0.020856822
7,T2m3ws-20210922.162607-0006.p12_SN_binned.txt,S0,Ia-norm/2011fe/STIS phase-band : 2.81B,0.014166985,0.31120673,0.042,-2.0,2.81,B,0.8561086,0.14389138,11.379445,0.020879716
8,T2m3ws-20210922.162607-0006.p12_SN_binned.txt,Sa,Ia 91T-like/1991T/UV-Schmidt phase-band : 6.0B,0.39756078,0.2008682,0.042,-1.2,6.0,B,0.87759006,0.122409955,11.768272,0.02159316
9,T2m3ws-20210922.162607-0006.p12_SN_binned.txt,Sc,Ia-norm/2017erp/RSS phase-band : -16.99B,0.9175238,0.20710343,0.078,0.4,-16.99,B,0.7601788,0.23982121,11.4998045,0.022072561
10,T2m3ws-20210922.162607-0006.p12_SN_binned.txt,S0,Ia 99aa-like/1999aa/MARK-III phase-band : 8.0B,0.3489237,0.30874607,0.064,-2.0,8.0,B,0.87380826,0.12619175,11.103627,0.022660462
11,T2m3ws-20210922.162607-0006.p12_SN_binned.txt,Sc,Ia-norm/2011fe/KAST phase-band : -16.69B,0.5652136,0.14816149,0.068,-0.6,-16.69,B,0.8741869,0.12581314,12.29482,0.023197774
12,T2m3ws-20210922.162607-0006.p12_SN_binned.txt,E,Ia-norm/2013dy/HET-LRS phase-band : 6.24B,0.37890217,0.38280973,0.034,0.0,6.24,B,0.6906723,0.30932772,10.895948,0.023381863
13,T2m3ws-20210922.162607-0006.p12_SN_binned.txt,Sc,Ia-norm/2012fr/RSS phase-band : -14.19B,0.78263915,0.3932275,0.084,1.0,-14.19,B,0.4999262,0.5000738,12.498774,0.024036104
14,T2m3ws-20210922.162607-0006.p12_SN_binned.txt,SB1,IIb/2001ig/EFOSC2-3.6 phase-band : u-,1.8151648,0.08933356,0.03,2.0,u,-,0.8057267,0.1942733,13.255854,0.024322668
15,T2m3ws-20210922.162607-0006.p12_SN_binned.txt,SB2,Ic-BL/1998bw/DFOSC phase-band : 53.18B,1.9410326,0.20001754,0.132,2.0,53.18,B,0.60604084,0.39395913,12.635593,0.02444022
16,T2m3ws-20210922.162607-0006.p12_SN_binned.txt,SB1,Ic-BL/1998bw/DFOSC phase-band : 2.0B,0.7386251,0.20804133,0.102,0.0,2.0,B,0.77012277,0.22987722,12.771624,0.024703335
17,T2m3ws-20210922.162607-0006.p12_SN_binned.txt,SB3,Ia 02es-like/PTF10ops/ISIS phase-band : 11.0g,1.0922561,0.2799173,0.03,1.4,11.0,g,0.5902514,0.4097486,13.492513,0.024756905
18,T2m3ws-20210922.162607-0006.p12_SN_binned.txt,SB2,super_chandra/2007if/SNIFS phase-band : 1.52B,0.9226956,0.10641843,0.122,0.0,1.52,B,0.8727893,0.12721068,13.508882,0.02478694
19,T2m3ws-20210922.162607-0006.p12_SN_binned.txt,SB2,Ia-pec/2013bh/HET-LRS phase-band : 19.0V,0.16412057,0.44170487,0.134,-2.0,19.0,V,0.69301724,0.30698273,11.248437,0.024830988
20,T2m3ws-20210922.162607-0006.p12_SN_binned.txt,SB3,Ia-CSM-(ambigious)/2002ic/BC-duPont phase-band : 6.0B,0.5625902,0.1742823,0.024,-1.4,6.0,B,0.8965996,0.10340038,13.096334,0.024945399
21,T2m3ws-20210922.162607-0006.p12_SN_binned.txt,SB2,Ic-BL/1998bw/DFOSC phase-band : 7.0B,1.7926484,0.19999664,0.118,1.8,7.0,B,0.62455297,0.37544703,13.013658,0.02497823
