,SPECTRUM,GALAXY,SN,CONST_SN,CONST_GAL,Z,A_v,Phase,Band,Frac(SN),Frac(gal),CHI2/dof,CHI2/dof2
0,T2m3ws-20211024.160134-0093.p12_SN_binned.txt,SB3,IIb/2013df/KAST phase-band : -7.76B,0.93766135,0.1149058,0.046,0.2,-7.76,B,0.880547,0.119453035,9.06007,0.017094472
1,T2m3ws-20211024.160134-0093.p12_SN_binned.txt,SB1,IIb/2013df/HET-LRS phase-band : -1.0B,0.3771592,0.5967162,0.026,0.6,-1.0,B,0.28731513,0.71268487,8.223998,0.017535178
2,T2m3ws-20211024.160134-0093.p12_SN_binned.txt,SB2,IIn/2008fq/WFCCD phase-band : 3.0B,1.4973392,0.34811732,0.024,2.0,3.0,B,0.4149592,0.5850408,8.9947,0.017636668
3,T2m3ws-20211024.160134-0093.p12_SN_binned.txt,SB1,IIn/2008fq/LDSS-3 phase-band : -2.0B,1.2341768,0.43372276,0.094,2.0,-2.0,B,0.3265248,0.6734752,8.856741,0.017678127
4,T2m3ws-20211024.160134-0093.p12_SN_binned.txt,Sc,IIb-flash/2013cu_early/AFOSC phase-band : -1.06V,0.30741253,0.58282626,0.092,-0.8,-1.06,V,0.4934238,0.5065762,8.546522,0.017694663
5,T2m3ws-20211024.160134-0093.p12_SN_binned.txt,Sc,II/2016bkv/FLOYDS-N phase-band : 5.88B,0.41124377,0.10755267,0.142,-1.8,5.88,B,0.94635046,0.053649545,9.325968,0.017763747
6,T2m3ws-20211024.160134-0093.p12_SN_binned.txt,SB3,Ibn/2005la/DEIMOS phase-band : -1.35B,0.20512067,0.6478772,0.006,-1.4,-1.35,B,0.49346995,0.50653005,8.819292,0.017780831
7,T2m3ws-20211024.160134-0093.p12_SN_binned.txt,SB3,II/1999em/LRIS phase-band : 8.0B,0.22471583,0.75006497,0.026,0.8,8.0,B,0.19451122,0.80548877,8.625204,0.017783927
8,T2m3ws-20211024.160134-0093.p12_SN_binned.txt,SB1,II-flash/2014G_early/BC-Asi phase-band : -5.09B,0.5148956,0.1857033,0.138,-1.8,-5.09,B,0.89107764,0.10892238,9.326421,0.017798511
9,T2m3ws-20211024.160134-0093.p12_SN_binned.txt,SB2,II/2013fs/ALFOSC phase-band : 6.24B,0.6393637,0.007916031,0.04,-1.2,6.24,B,0.99443036,0.005569624,9.523098,0.017800182
10,T2m3ws-20211024.160134-0093.p12_SN_binned.txt,SB3,Ia-CSM-(ambigious)/2002ic/BC-duPont phase-band : 6.0B,0.6453311,0.5907136,0.112,1.0,6.0,B,0.33408973,0.6659103,8.86016,0.017827284
11,T2m3ws-20211024.160134-0093.p12_SN_binned.txt,SB3,Ia-rapid/2002bj/LRIS phase-band : 6.31B,0.2357216,0.6137245,0.008,-1.4,6.31,B,0.5379541,0.46204594,8.63984,0.01785091
12,T2m3ws-20211024.160134-0093.p12_SN_binned.txt,SB3,Ia 99aa-like/1999aa/MARK-III phase-band : 8.0B,0.11444016,0.7485232,0.066,-2.0,8.0,B,0.42806956,0.5719304,8.763984,0.017922256
13,T2m3ws-20211024.160134-0093.p12_SN_binned.txt,Sa,Ia-02cx like/2005hk/DIS phase-band : -5.9B,0.33168906,0.20950113,0.03,-2.0,-5.9,B,0.90580016,0.09419985,9.494412,0.01794785
14,T2m3ws-20211024.160134-0093.p12_SN_binned.txt,SB3,II/2014G/KAST phase-band : 2.4B,0.50536406,0.2193718,0.078,-0.6,2.4,B,0.82571363,0.17428637,9.430109,0.017962111
15,T2m3ws-20211024.160134-0093.p12_SN_binned.txt,Sc,II-flash/2014G_early/BC-Asi phase-band : -6.87B,0.37829393,0.3220911,0.134,-2.0,-6.87,B,0.82907826,0.17092176,9.398083,0.018003989
16,T2m3ws-20211024.160134-0093.p12_SN_binned.txt,Sc,SLSN-I/2017egm/ALFOSC phase-band : 5.35B,0.21377933,0.36773714,0.144,-2.0,5.35,B,0.79220754,0.20779243,9.3472595,0.018010134
17,T2m3ws-20211024.160134-0093.p12_SN_binned.txt,SB3,Ibn/2015G/KAST phase-band : 0.51B,1.7785908,0.1580325,0.066,2.0,0.51,B,0.72451437,0.27548563,9.531469,0.0180179
18,T2m3ws-20211024.160134-0093.p12_SN_binned.txt,Sc,Ia 02es-like/iPTF14atg/ALFOSC phase-band : -14.12B,0.7862284,0.21081068,0.126,0.0,-14.12,B,0.7923135,0.20768647,9.371519,0.018022152
19,T2m3ws-20211024.160134-0093.p12_SN_binned.txt,E,SLSN-II/2008es/HET-LRS phase-band : -6.0B,0.5230458,0.3439321,0.148,-1.6,-6.0,B,0.87170774,0.12829226,8.687021,0.018022865
20,T2m3ws-20211024.160134-0093.p12_SN_binned.txt,SB1,IIb/2013df/HET-LRS phase-band : -8.0B,0.25666544,0.5906311,0.028,-0.2,-8.0,B,0.3670723,0.6329277,8.439475,0.018033067
21,T2m3ws-20211024.160134-0093.p12_SN_binned.txt,Sc,SLSN-I/2017egm/KAST phase-band : 6.62B,0.21349542,0.27152377,0.062,-2.0,6.62,B,0.8471394,0.15286061,9.475015,0.018047646
22,T2m3ws-20211024.160134-0093.p12_SN_binned.txt,SB1,IIn/2008fq/WFCCD phase-band : 10.0B,1.1398035,0.4940016,0.034,2.0,10.0,B,0.2694903,0.7305097,9.155097,0.018057391
23,T2m3ws-20211024.160134-0093.p12_SN_binned.txt,Sc,SLSN-I/2017egm/ALFOSC phase-band : 10.32B,0.24959625,0.31686628,0.146,-2.0,10.32,B,0.8300602,0.16993979,9.382465,0.018112868
24,T2m3ws-20211024.160134-0093.p12_SN_binned.txt,Sc,Ia 91T-like/2013U/AFOSC phase-band : u-,0.7740543,0.61797446,0.132,2.0,u,-,0.24048756,0.7595124,9.061504,0.018123008
25,T2m3ws-20211024.160134-0093.p12_SN_binned.txt,Sc,II/1999br/BC-duPont phase-band : 5.0B,0.9993809,0.47864434,0.034,2.0,5.0,B,0.31245738,0.6875426,9.3008795,0.01813037
26,T2m3ws-20211024.160134-0093.p12_SN_binned.txt,SB1,II/2016bkv/FLOYDS-N phase-band : 12.87B,0.6808651,0.19812787,0.142,-0.4,12.87,B,0.80699307,0.19300695,9.519439,0.018132264
27,T2m3ws-20211024.160134-0093.p12_SN_binned.txt,Sc,Ia-02cx like/2012Z/KAST phase-band : -8.59B,0.32104126,0.20260341,0.066,-1.8,-8.59,B,0.8840791,0.11592087,9.614698,0.01814094
28,T2m3ws-20211024.160134-0093.p12_SN_binned.txt,Sc,Ia 91T-like/1991T/Other phase-band : -7.0B,0.21770288,0.60762435,0.13,0.0,-7.0,B,0.3850282,0.6149718,9.116413,0.018196434
29,T2m3ws-20211024.160134-0093.p12_SN_binned.txt,SB1,IIb/2011fu/LRIS phase-band : -15.62B,0.567663,0.14991282,0.14,-0.8,-15.62,B,0.87389696,0.12610301,9.628036,0.018200446
30,T2m3ws-20211024.160134-0093.p12_SN_binned.txt,SB3,Ia 91bg-like/2005bl/WFCCD phase-band : -6.87B,0.544718,0.65359956,0.046,1.0,-6.87,B,0.26575765,0.7342423,9.253013,0.01825052
31,T2m3ws-20211024.160134-0093.p12_SN_binned.txt,Sc,II-flash/2013fs_early/ALFOSC phase-band : -2.79B,0.23554298,0.39268044,0.094,-2.0,-2.79,B,0.7640354,0.23596463,9.441245,0.018261597
32,T2m3ws-20211024.160134-0093.p12_SN_binned.txt,SB3,Ia-norm/2009Y/Other phase-band : -5.64B,0.19940026,0.7025017,0.08,-0.6,-5.64,B,0.35312715,0.6468729,9.171275,0.018269474
