,SPECTRUM,GALAXY,SN,CONST_SN,CONST_GAL,Z,A_v,Phase,Band,Frac(SN),Frac(gal),CHI2/dof,CHI2/dof2
0,T2m3ws-20211025.161147-0116.p12_SN_binned.txt,Sa,Ia-norm/2009ig/KAST phase-band : 37.0B,0.51333255,0.24008395,0.052,-0.4,37.0,B,0.793711,0.20628901,10.291976,0.019382253
1,T2m3ws-20211025.161147-0116.p12_SN_binned.txt,S0,Ia 99aa-like/iPTF14bdn/YFOSC phase-band : 40.16B,0.61149275,0.33322537,0.048,0.0,40.16,B,0.6961706,0.30382937,10.214559,0.0194563
2,T2m3ws-20211025.161147-0116.p12_SN_binned.txt,Sa,Ia-norm/2007sr/KAST phase-band : 30.59B,1.2213262,0.35794672,0.05,2.0,30.59,B,0.43869343,0.56130654,10.608741,0.019465579
3,T2m3ws-20211025.161147-0116.p12_SN_binned.txt,Sc,IIb/PS15bgt/AFOSC phase-band : 14.07B,2.032897,0.16584711,0.07,2.0,14.07,B,0.6604056,0.33959442,9.813664,0.019471558
4,T2m3ws-20211025.161147-0116.p12_SN_binned.txt,E,Ia 02es-like/PTF10ops/DBSP phase-band : 23.0g,0.9992234,0.38083893,0.046,1.4,23.0,g,0.5191391,0.48086092,10.70285,0.019638257
5,T2m3ws-20211025.161147-0116.p12_SN_binned.txt,S0,Ia-norm/1994D/KAST phase-band : 28.6B,0.8551815,0.365719,0.052,1.2,28.6,B,0.5343347,0.46566525,10.7234125,0.019675987
6,T2m3ws-20211025.161147-0116.p12_SN_binned.txt,S0,Ia-norm/2012cg/KAST phase-band : 38.55B,1.300528,0.33778098,0.056,2.0,38.55,B,0.49479148,0.50520855,10.484237,0.019744325
7,T2m3ws-20211025.161147-0116.p12_SN_binned.txt,S0,Ia-CSM/PTF11kx/LRIS phase-band : 39.0B,0.39021933,0.41009367,0.052,-0.6,39.0,B,0.66877323,0.33122677,10.762516,0.019747736
8,T2m3ws-20211025.161147-0116.p12_SN_binned.txt,Sb,SLSN-I/PTF10bfz/LRIS phase-band : 12.0B,0.31406078,0.35605586,0.076,-2.0,12.0,B,0.82535964,0.17464034,10.38949,0.019751882
9,T2m3ws-20211025.161147-0116.p12_SN_binned.txt,Sc,Ia-norm/2015N/KAST phase-band : 37.26B,1.218792,0.3811085,0.054,2.0,37.26,B,0.31689626,0.68310374,10.631728,0.019798376
10,T2m3ws-20211025.161147-0116.p12_SN_binned.txt,Sa,Ia-norm/2015N/KAST phase-band : 24.5B,1.003033,0.45275325,0.058,2.0,24.5,B,0.343107,0.656893,10.789586,0.019943781
11,T2m3ws-20211025.161147-0116.p12_SN_binned.txt,E,Ib/2014C/AFOSC phase-band : -2.87B,0.99838144,0.29846627,0.066,0.6,-2.87,B,0.7222847,0.27771533,10.0533905,0.019947203
12,T2m3ws-20211025.161147-0116.p12_SN_binned.txt,S0,Ia-norm/2011by/KAST phase-band : 30.29B,1.1584908,0.3554574,0.06,2.0,30.29,B,0.47930202,0.52069795,10.619401,0.01996128
13,T2m3ws-20211025.161147-0116.p12_SN_binned.txt,Sa,Ia 99aa-like/1999aa/RC-Spec-4 phase-band : 31.0B,0.3885067,0.35779363,0.072,-0.8,31.0,B,0.72266704,0.27733296,10.934621,0.020063523
14,T2m3ws-20211025.161147-0116.p12_SN_binned.txt,Sa,Ia-norm/2009Y/WFCCD phase-band : 43.36B,0.6102076,0.32709834,0.062,0.0,43.36,B,0.69137377,0.30862626,10.023167,0.020086506
15,T2m3ws-20211025.161147-0116.p12_SN_binned.txt,S0,Ia-norm/2012ht/KAST phase-band : 41.15B,0.52992886,0.44484556,0.06,0.4,41.15,B,0.5520385,0.4479615,10.685232,0.020122847
16,T2m3ws-20211025.161147-0116.p12_SN_binned.txt,Sa,Ia 91T-like/1991T/FOS-2 phase-band : 40.0B,0.67223203,0.28005776,0.064,0.2,40.0,B,0.7140082,0.28599182,10.584618,0.020161176
17,T2m3ws-20211025.161147-0116.p12_SN_binned.txt,Sa,Ia-norm/2007sr/BC-duPont phase-band : 47.0B,0.2556901,0.38108462,0.056,-1.6,47.0,B,0.7689868,0.2310132,10.684086,0.02019676
18,T2m3ws-20211025.161147-0116.p12_SN_binned.txt,S0,Ia-CSM-(ambigious)/2002ic/BC-Magellan phase-band : 43.0B,0.45312116,0.01260675,0.044,-1.6,43.0,B,0.9938077,0.006192351,11.083773,0.020337198
