,SPECTRUM,GALAXY,SN,CONST_SN,CONST_GAL,Z,A_v,Phase,Band,Frac(SN),Frac(gal),CHI2/dof,CHI2/dof2
0,T2m3ws-20220718.104325-0330.p12_SN_binned.txt,Sc,Ib/2014C/KAST phase-band : 10.34B,0.60239357,0.64507556,0.016,2.0,10.34,B,0.12093491,0.8790651,5.2431717,0.012053268
1,T2m3ws-20220718.104325-0330.p12_SN_binned.txt,Sc,Ic-BL/PTF10vgv/HET-LRS phase-band : 2.0R,0.11086939,0.64637667,0.018,-0.8,2.0,R,0.3039244,0.6960756,6.011132,0.012762488
2,T2m3ws-20220718.104325-0330.p12_SN_binned.txt,Sb,Ic-BL/2002ap/FOSC phase-band : -5.31B,0.9103809,0.77823514,0.142,2.0,-5.31,B,0.21634632,0.7836537,5.6206408,0.013010743
3,T2m3ws-20220718.104325-0330.p12_SN_binned.txt,Sc,ILRT/PTF10fqs/HET-LRS phase-band : 6.0g,0.6797827,0.55961484,0.018,1.6,6.0,g,0.2110844,0.7889156,6.3786592,0.013344476
4,T2m3ws-20220718.104325-0330.p12_SN_binned.txt,Sc,II/2013ej/DEIMOS phase-band : 37.8B,0.28080544,0.63304776,0.01,0.4,37.8,B,0.22289158,0.77710843,6.0174575,0.013461874
5,T2m3ws-20220718.104325-0330.p12_SN_binned.txt,SB6,Ic/2014L/BFOSC phase-band : -9.0B,0.42063895,0.34951708,0.042,-1.2,-9.0,B,0.74573547,0.25426456,6.919143,0.013487609
6,T2m3ws-20220718.104325-0330.p12_SN_binned.txt,Sc,IIb/2013df/HET-LRS phase-band : 14.0B,0.21862803,0.6080094,0.012,0.0,14.0,B,0.27918842,0.72081155,6.4716644,0.013653301
7,T2m3ws-20220718.104325-0330.p12_SN_binned.txt,Sc,Ia-norm/2007sr/BC-duPont phase-band : 20.0B,0.054549795,0.684087,0.022,-2.0,20.0,B,0.34986234,0.65013766,6.492325,0.0136968875
8,T2m3ws-20220718.104325-0330.p12_SN_binned.txt,Sc,IIb/2013df/HET-LRS phase-band : -1.0B,0.14024714,0.5991273,0.018,-1.2,-1.0,B,0.4150761,0.58492386,6.520735,0.013815115
9,T2m3ws-20220718.104325-0330.p12_SN_binned.txt,Sc,Ic/2013ek/DEIMOS phase-band : u-,0.108626164,0.66333395,0.022,-1.6,u,-,0.37162548,0.6283745,6.0725074,0.013895898
