,SPECTRUM,GALAXY,SN,CONST_SN,CONST_GAL,Z,A_v,Phase,Band,Frac(SN),Frac(gal),CHI2/dof,CHI2/dof2
0,T2m3ws-20211114.144003-0059.p12_SN_binned.txt,Sb,SLSN-IIn/PTF10tpz/RC-Spec phase-band : u-,0.28313974,0.65100205,0.038,-0.6,u,-,0.4215695,0.5784305,4.539248,0.009244904
1,T2m3ws-20211114.144003-0059.p12_SN_binned.txt,E,Ib/2008D/MMT-Blue phase-band : -12.57B,0.19741018,0.6116031,0.032,-2.0,-12.57,B,0.64243793,0.35756207,4.8358974,0.009557109
2,T2m3ws-20211114.144003-0059.p12_SN_binned.txt,S0,Ib/2008D/MMT-Blue phase-band : -10.57B,0.5571614,0.20340876,0.108,-1.2,-10.57,B,0.8920691,0.10793092,5.309732,0.009887769
3,T2m3ws-20211114.144003-0059.p12_SN_binned.txt,E,Ib/2008D/MMT-Blue phase-band : -11.57B,0.20947884,0.68845206,0.036,-1.4,-11.57,B,0.5135122,0.4864878,4.7996526,0.009937169
4,T2m3ws-20211114.144003-0059.p12_SN_binned.txt,E,SLSN-IIn/PTF10fel/DEIMOS phase-band : 68.0R,0.12021635,0.8098551,0.036,-2.0,68.0,R,0.44219086,0.5578091,4.272297,0.010028866
5,T2m3ws-20211114.144003-0059.p12_SN_binned.txt,S0,SLSN-IIn/PTF10qaf/LRIS phase-band : u-,0.1279095,0.761777,0.04,-1.6,u,-,0.40518937,0.5948106,4.8344407,0.010177771
6,T2m3ws-20211114.144003-0059.p12_SN_binned.txt,E,SLSN-I/PTF09cnd/LRIS phase-band : 302.0r,0.12992276,0.78119755,0.038,-2.0,302.0,r,0.46559766,0.5344023,4.8153725,0.01020206
7,T2m3ws-20211114.144003-0059.p12_SN_binned.txt,Sa,Ic/2007gr/Other phase-band : 7.0B,0.09392906,0.77850765,0.038,-2.0,7.0,B,0.37685648,0.62314355,4.563116,0.010208313
8,T2m3ws-20211114.144003-0059.p12_SN_binned.txt,Sb,IIn/2000eo/KAST phase-band : 24.0B,0.10062719,0.7869402,0.042,-2.0,24.0,B,0.39548764,0.60451233,4.6497393,0.010287034
9,T2m3ws-20211114.144003-0059.p12_SN_binned.txt,E,SLSN-IIn/PTF10jwd/LRIS phase-band : u-,0.17695291,0.8314747,0.036,-0.6,u,-,0.28293356,0.71706647,4.431292,0.010305331
10,T2m3ws-20211114.144003-0059.p12_SN_binned.txt,E,Ia-CSM/2017ifu/EFOSC2-NTT phase-band : u-,0.12009067,0.8206121,0.04,-2.0,u,-,0.41478345,0.5852165,4.745807,0.010384698
11,T2m3ws-20211114.144003-0059.p12_SN_binned.txt,E,II/iPTF15crj/Deveny-LMI phase-band : u-,0.44796896,0.8342459,0.038,1.8,u,-,0.14165443,0.85834557,4.513437,0.010472012
12,T2m3ws-20211114.144003-0059.p12_SN_binned.txt,E,super_chandra/2012dn/MMT-Blue phase-band : 114.0B,0.17522438,0.8820353,0.036,0.8,114.0,B,0.10551842,0.8944816,4.6988225,0.010488443
13,T2m3ws-20211114.144003-0059.p12_SN_binned.txt,E,SLSN-IIn/PTF10scc/LRIS phase-band : 44.0R,0.11120841,0.839852,0.034,-1.8,44.0,R,0.36672774,0.63327223,4.5527735,0.010637321
14,T2m3ws-20211114.144003-0059.p12_SN_binned.txt,S0,SLSN-II/2008es/HET-LRS phase-band : -13.0B,0.06696358,0.87379944,0.044,-2.0,-13.0,B,0.28727624,0.7127238,4.724686,0.010786955
15,T2m3ws-20211114.144003-0059.p12_SN_binned.txt,S0,SLSN-II/2008es/HET-LRS phase-band : -6.0B,0.081022434,0.88376063,0.044,-1.4,-6.0,B,0.22625823,0.7737418,4.791738,0.010940041
16,T2m3ws-20211114.144003-0059.p12_SN_binned.txt,S0,Ic-BL/2003dh/FOCAS phase-band : 40.0B,0.18060233,0.86453694,0.04,0.6,40.0,B,0.13733485,0.8626651,4.7116885,0.011060302
17,T2m3ws-20211114.144003-0059.p12_SN_binned.txt,Sb,Ia 02es-like/PTF10ops/DBSP phase-band : 101.0g,0.40275133,0.684126,0.032,0.8,101.0,g,0.21373874,0.78626126,6.154804,0.0112932185
18,T2m3ws-20211114.144003-0059.p12_SN_binned.txt,E,Ic-pec/2005ek/HET-LRS phase-band : 11.0B,0.19007969,0.9261579,0.038,2.0,11.0,B,0.04274953,0.9572505,4.929378,0.011305912
19,T2m3ws-20211114.144003-0059.p12_SN_binned.txt,S0,SLSN-I/PTF10aagc/DBSP phase-band : u-,0.16792634,0.89611816,0.038,1.4,u,-,0.079516634,0.92048335,5.0334554,0.011311136
20,T2m3ws-20211114.144003-0059.p12_SN_binned.txt,S0,SLSN-Ib/2010md/RC-Spec phase-band : 80.0B,0.25556841,0.8476025,0.036,1.2,80.0,B,0.12837687,0.8716231,4.8166447,0.011333281
21,T2m3ws-20211114.144003-0059.p12_SN_binned.txt,Sa,Ib/2005bf/WFCCD phase-band : 29.0B,0.07326549,0.77750564,0.016,-2.0,29.0,B,0.34220183,0.6577982,4.86323,0.011362687
22,T2m3ws-20211114.144003-0059.p12_SN_binned.txt,S0,SLSN-II/2008es/LRIS phase-band : 24.0B,0.13574469,0.919998,0.042,1.4,24.0,B,0.06392719,0.9360728,5.041994,0.011381477
23,T2m3ws-20211114.144003-0059.p12_SN_binned.txt,Sa,Ib/2008D/MMT-Blue phase-band : -9.57B,0.15889746,0.6188621,0.012,-1.8,-9.57,B,0.53161377,0.46838626,5.643095,0.011423269
24,T2m3ws-20211114.144003-0059.p12_SN_binned.txt,E,Ibn/2010al/DOLORES phase-band : 28.82B,0.101466775,0.8647894,0.028,-1.2,28.82,B,0.25099182,0.7490082,5.1205606,0.011429823
25,T2m3ws-20211114.144003-0059.p12_SN_binned.txt,S0,TDE H+He/2019qiz/BINOSPEC phase-band : 23.0g,0.2872503,0.51569873,0.132,-2.0,23.0,g,0.78042173,0.21957825,5.285713,0.011465755
26,T2m3ws-20211114.144003-0059.p12_SN_binned.txt,S0,Ia-norm/1994D/KAST phase-band : -10.8B,0.080703884,0.8730811,0.068,-2.0,-10.8,B,0.3423468,0.6576532,5.23472,0.011632712
27,T2m3ws-20211114.144003-0059.p12_SN_binned.txt,Sa,II/2018hna/HFOSC phase-band : 38.0B,0.10263756,0.8511701,0.028,0.2,38.0,B,0.09871162,0.9012884,5.014946,0.011744604
28,T2m3ws-20211114.144003-0059.p12_SN_binned.txt,E,Ib/2014C/DEIMOS phase-band : 1017.34B,0.021461356,0.9855495,0.032,1.6,1017.34,B,0.0065927757,0.99340725,5.2409034,0.011830482
29,T2m3ws-20211114.144003-0059.p12_SN_binned.txt,E,IIb/2011fu/ISIS phase-band : -18.0B,0.08096956,0.95071507,0.032,1.8,-18.0,B,0.03985958,0.9601404,6.449681,0.011834277
30,T2m3ws-20211114.144003-0059.p12_SN_binned.txt,E,SLSN-Ib/2010md/DBSP phase-band : -32.0B,0.079650395,0.95595074,0.032,2.0,-32.0,B,0.036386132,0.96361387,6.4526596,0.011839742
31,T2m3ws-20211114.144003-0059.p12_SN_binned.txt,E,Ibn/2010al/X-Shooter phase-band : -1.18B,0.06144309,0.95801365,0.032,2.0,-1.18,B,0.034524098,0.9654759,6.4527884,0.011839979
32,T2m3ws-20211114.144003-0059.p12_SN_binned.txt,Sa,II/2012aw/BC-Ekar phase-band : 54.11B,0.15764429,0.8197636,0.028,0.4,54.11,B,0.11719164,0.8828083,5.253272,0.011939255
33,T2m3ws-20211114.144003-0059.p12_SN_binned.txt,S0,SLSN-I/2011ke/NICS phase-band : 23.06V,0.21185346,0.89900416,0.046,1.8,23.06,V,0.07588406,0.92411596,5.426234,0.011952057
34,T2m3ws-20211114.144003-0059.p12_SN_binned.txt,Sa,IIn/2008fq/WFCCD phase-band : 10.0B,0.26913345,0.29220465,0.006,-2.0,10.0,B,0.84831244,0.15168759,6.219052,0.012029114
35,T2m3ws-20211114.144003-0059.p12_SN_binned.txt,Sa,ILRT/2017be/ALFOSC phase-band : 26.0B,0.17474921,0.48903477,0.014,-2.0,26.0,B,0.6829633,0.3170367,6.560524,0.012037659
