,SPECTRUM,GALAXY,SN,CONST_SN,CONST_GAL,Z,A_v,Phase,Band,Frac(SN),Frac(gal),CHI2/dof,CHI2/dof2
0,T2m3ws-20210926.145254-0073.p12_SN_binned.txt,S0,Ia 91T-like/1991T/Other phase-band : -13.0B,0.3556214,0.38842,0.062,-1.8,-13.0,B,0.8143491,0.18565089,8.19636,0.015435706
1,T2m3ws-20210926.145254-0073.p12_SN_binned.txt,Sc,Ia-02cx like/2012Z/KAST phase-band : -8.59B,0.19224992,0.44061178,0.052,-2.0,-8.59,B,0.7074681,0.29253194,8.658363,0.016183857
2,T2m3ws-20210926.145254-0073.p12_SN_binned.txt,Sc,Ia-02cx like/2005hk/DIS phase-band : -5.9B,0.16901435,0.52725834,0.046,-2.0,-5.9,B,0.61865,0.38134998,8.593032,0.016398916
3,T2m3ws-20210926.145254-0073.p12_SN_binned.txt,Sa,Ia 91T-like/1991T/Other phase-band : -7.0B,0.22496326,0.58406425,0.058,-0.6,-7.0,B,0.5389414,0.46105862,8.783157,0.016698018
4,T2m3ws-20210926.145254-0073.p12_SN_binned.txt,S0,Ia 99aa-like/iPTF14bdn/YFOSC phase-band : -14.71B,0.55084354,0.58664787,0.064,1.0,-14.71,B,0.4328441,0.5671559,8.919797,0.01670374
5,T2m3ws-20210926.145254-0073.p12_SN_binned.txt,S0,Ia 99aa-like/1999aa/MARK-III phase-band : 8.0B,0.6048889,0.725864,0.062,2.0,8.0,B,0.23363507,0.76636493,8.257428,0.016851895
6,T2m3ws-20210926.145254-0073.p12_SN_binned.txt,Sc,Ia-norm/2012cg/KAST phase-band : -5.5B,0.15218371,0.48775133,0.056,-2.0,-5.5,B,0.6623585,0.3376415,9.002566,0.016953986
7,T2m3ws-20210926.145254-0073.p12_SN_binned.txt,S0,Ia 99aa-like/1999aa/ALFOSC phase-band : -10.0B,0.24830632,0.5201506,0.072,-1.6,-10.0,B,0.7107755,0.28922454,9.01312,0.017167846
8,T2m3ws-20210926.145254-0073.p12_SN_binned.txt,Sc,Ia-02cx like/2012Z/KAST phase-band : -7.64B,0.18515505,0.43719205,0.052,-2.0,-7.64,B,0.7087023,0.29129767,9.234904,0.017229298
9,T2m3ws-20210926.145254-0073.p12_SN_binned.txt,S0,Ia 99aa-like/1999aa/DIS phase-band : -6.0B,0.14518672,0.59661,0.068,-1.4,-6.0,B,0.6284557,0.37154427,8.815866,0.017354067
10,T2m3ws-20210926.145254-0073.p12_SN_binned.txt,SB4,Ia-norm/2009Y/WFCCD phase-band : 43.36B,0.2686104,0.8642136,0.062,2.0,43.36,B,0.060804185,0.9391958,8.69041,0.01741565
11,T2m3ws-20210926.145254-0073.p12_SN_binned.txt,SB4,Ia-norm/2009ig/KAST phase-band : 37.0B,0.20820092,0.8416028,0.058,1.2,37.0,B,0.0941091,0.9058909,9.221277,0.017431527
12,T2m3ws-20210926.145254-0073.p12_SN_binned.txt,Sc,super_chandra/2012dn/KAST phase-band : -13.61B,0.22308269,0.38057983,0.058,-2.0,-13.61,B,0.76415384,0.23584616,9.311305,0.017436901
13,T2m3ws-20210926.145254-0073.p12_SN_binned.txt,Sc,II/2014G/KAST phase-band : 2.4B,0.29331648,0.38107485,0.054,-1.2,2.4,B,0.6997626,0.30023742,9.327827,0.017500615
14,T2m3ws-20210926.145254-0073.p12_SN_binned.txt,SB1,Ia 02es-like/PTF10ops/DBSP phase-band : 101.0g,1.0011129,0.5601864,0.058,2.0,101.0,g,0.18179439,0.8182056,9.546021,0.017515635
15,T2m3ws-20210926.145254-0073.p12_SN_binned.txt,SB6,Ia-CSM-(ambigious)/2002ic/BC-duPont phase-band : 6.0B,0.28979805,0.58725005,0.05,-1.2,6.0,B,0.5327882,0.46721178,9.101032,0.017535707
16,T2m3ws-20210926.145254-0073.p12_SN_binned.txt,Sc,super_chandra/2012dn/GMOS phase-band : 2.0B,1.4441587,0.34235805,0.044,2.0,2.0,B,0.44523427,0.5547657,9.419534,0.017639577
17,T2m3ws-20210926.145254-0073.p12_SN_binned.txt,SB3,Ia-02cx like/2012Z/LDSS-3 phase-band : 21.29B,0.17044294,0.86846256,0.02,1.4,21.29,B,0.055655014,0.944345,9.315385,0.017709857
18,T2m3ws-20210926.145254-0073.p12_SN_binned.txt,Sc,super_chandra/2012dn/FLOYDS-S phase-band : 10.0B,1.7812648,0.2193695,0.074,2.0,10.0,B,0.60991347,0.39008653,9.518687,0.017725674
19,T2m3ws-20210926.145254-0073.p12_SN_binned.txt,Sc,super_chandra/2012dn/FLOYDS-S phase-band : 4.0B,1.6481923,0.26886266,0.034,2.0,4.0,B,0.5328851,0.4671149,9.5310135,0.01774863
20,T2m3ws-20210926.145254-0073.p12_SN_binned.txt,Sc,IIn/2009kr/KAST phase-band : 0.17B,0.42601955,0.36147574,0.044,-0.6,0.17,B,0.66435885,0.33564115,9.576743,0.017833786
21,T2m3ws-20210926.145254-0073.p12_SN_binned.txt,S0,Ia 99aa-like/iPTF14bdn/YFOSC phase-band : -10.66B,0.7453691,0.6415169,0.066,2.0,-10.66,B,0.31227052,0.6877295,9.380611,0.017833862
22,T2m3ws-20210926.145254-0073.p12_SN_binned.txt,SB4,Ia-norm/2007sr/BC-duPont phase-band : 47.0B,0.14625485,0.8577748,0.066,0.6,47.0,B,0.10518888,0.89481115,9.363932,0.01783606
23,T2m3ws-20210926.145254-0073.p12_SN_binned.txt,SB3,TDE H/ASASSN-14ae/LRIS phase-band : 287.62B,0.54862374,0.57310647,0.014,0.8,287.62,B,0.32488307,0.67511696,9.743988,0.017878877
24,T2m3ws-20210926.145254-0073.p12_SN_binned.txt,SB3,Ia-02cx like/2005hk/LRIS phase-band : 24.4B,0.1550549,0.86059594,0.018,1.0,24.4,B,0.06673366,0.93326634,9.74706,0.017884513
25,T2m3ws-20210926.145254-0073.p12_SN_binned.txt,SB3,Ia-02cx like/2002cx/LRIS phase-band : 23.26B,0.10869456,0.8575134,0.018,0.2,23.26,B,0.09355839,0.9064416,9.755727,0.017900417
26,T2m3ws-20210926.145254-0073.p12_SN_binned.txt,Sc,II-flash/2014cn_early/GMOS phase-band : 0.0B,0.098884165,0.6527937,0.016,-2.0,0.0,B,0.451712,0.548288,9.158058,0.017921835
27,T2m3ws-20210926.145254-0073.p12_SN_binned.txt,Sa,Ia 91T-like/1991T/UV-Schmidt phase-band : -10.0B,0.5341999,0.5696269,0.052,1.0,-10.0,B,0.41942057,0.5805794,9.79318,0.017969139
28,T2m3ws-20210926.145254-0073.p12_SN_binned.txt,Sa,TDE H+He/2016fnl/DBSP phase-band : -1.04g,1.0018852,0.46766934,0.018,1.8,-1.04,g,0.3986801,0.6013199,9.275435,0.018010555
29,T2m3ws-20210926.145254-0073.p12_SN_binned.txt,SB3,IIn/2008fq/WFCCD phase-band : 3.0B,0.35779217,0.715891,0.012,0.6,3.0,B,0.2222055,0.7777945,9.277679,0.018014912
30,T2m3ws-20210926.145254-0073.p12_SN_binned.txt,SB3,super_chandra/2012dn/GMOS phase-band : -2.0B,0.85274196,0.5504642,0.016,1.6,-2.0,B,0.2961204,0.7038796,9.525587,0.018040884
31,T2m3ws-20210926.145254-0073.p12_SN_binned.txt,SB3,Ia-02cx like/2010ae/X-Shooter phase-band : 9.0B,0.064317755,0.88151765,0.016,2.0,9.0,B,0.033268448,0.96673155,9.854405,0.018081477
32,T2m3ws-20210926.145254-0073.p12_SN_binned.txt,SB3,IIn/2008fq/LDSS-3 phase-band : -2.0B,0.34292,0.5898304,0.012,-0.6,-2.0,B,0.4581032,0.5418968,9.604101,0.018120946
33,T2m3ws-20210926.145254-0073.p12_SN_binned.txt,SB3,Ib/2006fo/EMMI phase-band : 16.36V,0.2399603,0.7669074,0.01,0.4,16.36,V,0.18142982,0.8185702,9.412105,0.018135076
