,SPECTRUM,GALAXY,SN,CONST_SN,CONST_GAL,Z,A_v,Phase,Band,Frac(SN),Frac(gal),CHI2/dof,CHI2/dof2
0,T2m3ws-20210926.131058-0069.p12_SN_binned.txt,SB1,IIb-flash/2013cu_early/AFOSC phase-band : -1.06V,1.0241205,0.4542921,0.024,1.4,-1.06,V,0.49253428,0.5074657,12.095839,0.026760705
1,T2m3ws-20210926.131058-0069.p12_SN_binned.txt,E,II/2016esw/KAST phase-band : -0.42B,1.0256072,0.097865075,0.15,1.4,-0.42,B,0.90729976,0.09270026,13.914801,0.027230531
2,T2m3ws-20210926.131058-0069.p12_SN_binned.txt,E,SLSN-I/2017egm/KAST phase-band : 6.62B,0.997955,0.26340124,0.074,2.0,6.62,B,0.7071694,0.2928306,14.203433,0.027261868
3,T2m3ws-20210926.131058-0069.p12_SN_binned.txt,SB1,II-flash/2014cn_early/GMOS phase-band : 0.0B,0.6763616,0.6192399,0.01,2.0,0.0,B,0.2716182,0.7283818,14.324871,0.028254185
4,T2m3ws-20210926.131058-0069.p12_SN_binned.txt,E,II/2016esw/KAST phase-band : 0.59B,0.81012714,0.029203007,0.146,0.6,0.59,B,0.978338,0.021661982,14.6478815,0.028609144
5,T2m3ws-20210926.131058-0069.p12_SN_binned.txt,S0,SLSN-I/2017egm/ALFOSC phase-band : 5.35B,0.912373,0.31926793,0.14,1.8,5.35,B,0.6834458,0.3165542,15.267413,0.02936041
6,T2m3ws-20210926.131058-0069.p12_SN_binned.txt,Sc,II-flash/2013fs_early/ALFOSC phase-band : -2.79B,1.0460289,0.38370043,0.054,2.0,-2.79,B,0.49200952,0.5079905,15.677703,0.029524865
7,T2m3ws-20210926.131058-0069.p12_SN_binned.txt,E,SLSN-I/2017egm/KAST phase-band : -0.39B,0.7206407,0.24475987,0.082,1.0,-0.39,B,0.7837304,0.2162696,15.446286,0.029992789
8,T2m3ws-20210926.131058-0069.p12_SN_binned.txt,E,SLSN-II/2008es/HET-LRS phase-band : -13.0B,1.693701,0.30015236,0.15,2.0,-13.0,B,0.71124756,0.28875247,14.483055,0.030047832
9,T2m3ws-20210926.131058-0069.p12_SN_binned.txt,Sa,II-flash/2016bkv_early/FLOYDS-N phase-band : 0.81B,0.4194231,0.001937924,0.146,-1.6,0.81,B,0.9992954,0.00070458645,16.085531,0.03040743
10,T2m3ws-20210926.131058-0069.p12_SN_binned.txt,SB3,IIb-flash/2013cu_early/ALFOSC phase-band : -3.99V,0.6870673,0.4449376,0.066,1.0,-3.99,V,0.54115814,0.45884186,16.38223,0.030851658
11,T2m3ws-20210926.131058-0069.p12_SN_binned.txt,E,II-flash/2013fs_early/EFOSC2-NTT phase-band : -0.76B,1.7082592,0.34821966,0.15,2.0,-0.76,B,0.69708025,0.30291975,14.420681,0.031079054
12,T2m3ws-20210926.131058-0069.p12_SN_binned.txt,Sc,II-flash/iPTF14flu_early/DBSP phase-band : u-,0.8869542,0.13827166,0.138,0.8,u,-,0.85048354,0.14951648,16.98254,0.031507496
13,T2m3ws-20210926.131058-0069.p12_SN_binned.txt,S0,SLSN-I/2017egm/KAST phase-band : -1.38B,0.48783633,0.11872592,0.15,-0.2,-1.38,B,0.93126297,0.06873704,16.568241,0.03161878
14,T2m3ws-20210926.131058-0069.p12_SN_binned.txt,Sc,SLSN-I/PTF12dam/KAST phase-band : -22.0B,0.8499068,0.25824055,0.15,1.4,-22.0,B,0.69227326,0.3077267,17.140158,0.031918358
15,T2m3ws-20210926.131058-0069.p12_SN_binned.txt,S0,FBOT/AT2018cow/SNIFS phase-band : -22.5B,0.54219496,0.006431517,0.15,-0.8,-22.5,B,0.9970249,0.0029751032,16.644352,0.03194693
16,T2m3ws-20210926.131058-0069.p12_SN_binned.txt,SB5,II/2014G/KAST phase-band : 2.4B,1.6972932,0.053420674,0.02,2.0,2.4,B,0.91658205,0.08341793,17.956459,0.03294763
17,T2m3ws-20210926.131058-0069.p12_SN_binned.txt,SB3,II-flash/2013fs_early/ALFOSC phase-band : -3.81B,0.6605738,0.3057252,0.032,0.2,-3.81,B,0.72258276,0.27741724,17.977892,0.033416156
18,T2m3ws-20210926.131058-0069.p12_SN_binned.txt,SB1,Ia 99aa-like/1999aa/DIS phase-band : -6.0B,0.29759312,0.45673004,0.0,-0.2,-6.0,B,0.5700628,0.4299372,18.109903,0.03404117
19,T2m3ws-20210926.131058-0069.p12_SN_binned.txt,SB6,II/2013fs/ALFOSC phase-band : 6.24B,2.0281706,0.1077385,0.0,2.0,6.24,B,0.83713466,0.16286536,18.816053,0.03452487
20,T2m3ws-20210926.131058-0069.p12_SN_binned.txt,SB2,IIb/2013cu/LRIS phase-band : -0.62V,0.40863788,0.026359448,0.15,-1.2,-0.62,V,0.9820211,0.0179789,19.601105,0.03596533
21,T2m3ws-20210926.131058-0069.p12_SN_binned.txt,Sa,SLSN-I/2017egm/KAST phase-band : -18.39B,0.60930586,0.24980095,0.102,0.0,-18.39,B,0.82155937,0.17844062,18.738083,0.03596561
22,T2m3ws-20210926.131058-0069.p12_SN_binned.txt,SB5,SLSN-I/2017egm/ALFOSC phase-band : 3.33B,0.49419343,0.08177849,0.082,-1.0,3.33,B,0.9532386,0.04676137,20.58149,0.03818458
23,T2m3ws-20210926.131058-0069.p12_SN_binned.txt,SB2,II-flash/2016bkv_early/FLOYDS-N phase-band : -3.13B,0.27039447,0.35549968,0.138,-1.4,-3.13,B,0.7478758,0.2521242,21.576899,0.041020717
24,T2m3ws-20210926.131058-0069.p12_SN_binned.txt,Sc,SLSN-I/2017egm/ALFOSC phase-band : -21.67B,0.3316305,0.13931865,0.042,-1.8,-21.67,B,0.92586565,0.074134365,22.627966,0.041519202
25,T2m3ws-20210926.131058-0069.p12_SN_binned.txt,SB2,SLSN-I/2017egm/ALFOSC phase-band : -13.6B,0.3441793,0.1684374,0.08,-1.6,-13.6,B,0.8978189,0.10218108,23.575062,0.04373852
26,T2m3ws-20210926.131058-0069.p12_SN_binned.txt,Sa,II-flash/2013fs_early/LRIS phase-band : -4.43B,0.3434453,0.018800683,0.146,-1.8,-4.43,B,0.9936097,0.0063903006,24.367037,0.04614969
27,T2m3ws-20210926.131058-0069.p12_SN_binned.txt,SB3,SLSN-I/2017egm/ALFOSC phase-band : -3.65B,0.28940952,0.211584,0.012,-2.0,-3.65,B,0.8969374,0.10306261,28.11445,0.051586147
28,T2m3ws-20210926.131058-0069.p12_SN_binned.txt,SB2,Ia 99aa-like/1999aa/ALFOSC phase-band : -10.0B,0.444503,0.035991333,0.006,-2.0,-10.0,B,0.98234284,0.017657187,29.74139,0.054571357
