,SPECTRUM,GALAXY,SN,CONST_SN,CONST_GAL,Z,A_v,Phase,Band,Frac(SN),Frac(gal),CHI2/dof,CHI2/dof2
0,T2m3ws-20210922.174228-0010.p12_SN_binned.txt,Sb,Ia-norm/2013dy/HET-LRS phase-band : 6.24B,0.21332504,0.73443294,0.034,0.8,6.24,B,0.24646024,0.75353974,5.748352,0.012335519
1,T2m3ws-20210922.174228-0010.p12_SN_binned.txt,Sa,Ia 91bg-like/2015ac/AFOSC phase-band : u-,0.59969664,0.59299725,0.034,0.4,u,-,0.44363502,0.556365,6.6737266,0.01381724
2,T2m3ws-20210922.174228-0010.p12_SN_binned.txt,Sa,Ia 99aa-like/1999aa/MARK-III phase-band : 8.0B,0.18340454,0.6143189,0.05,-2.0,8.0,B,0.62909305,0.37090692,7.33077,0.014809636
3,T2m3ws-20210922.174228-0010.p12_SN_binned.txt,Sa,Ia-norm/2017erp/KAST phase-band : 4.36B,0.32661378,0.6269742,0.034,-1.2,4.36,B,0.5640391,0.4359609,6.737566,0.01510665
4,T2m3ws-20210922.174228-0010.p12_SN_binned.txt,S0,Ia-norm/2011fe/STIS phase-band : -0.47B,0.010248265,0.6070634,0.032,-2.0,-0.47,B,0.62570894,0.37429103,8.529901,0.015651194
5,T2m3ws-20210922.174228-0010.p12_SN_binned.txt,Sa,Ia-norm/2011fe/STIS phase-band : 2.81B,0.009032758,0.606278,0.03,-1.4,2.81,B,0.5385811,0.46141893,8.72359,0.016006587
6,T2m3ws-20210922.174228-0010.p12_SN_binned.txt,Sa,Ia-norm/2009Y/Other phase-band : -5.64B,0.28717822,0.61994153,0.062,-0.4,-5.64,B,0.47362897,0.526371,8.175485,0.016093474
7,T2m3ws-20210922.174228-0010.p12_SN_binned.txt,Sc,Ia-norm/2015N/KAST phase-band : 5.39B,0.09117469,0.6330291,0.042,-2.0,5.39,B,0.4600622,0.5399378,8.761385,0.016105488
8,T2m3ws-20210922.174228-0010.p12_SN_binned.txt,Sa,Ia-norm/2013dy/STIS phase-band : 0.0B,0.16880453,0.49453732,0.034,-1.4,0.0,B,0.6531214,0.34687862,8.997623,0.0165094
9,T2m3ws-20210922.174228-0010.p12_SN_binned.txt,Sc,Ia-norm/2015N/LRIS phase-band : -2.0B,0.14454563,0.5262858,0.044,-2.0,-2.0,B,0.59594214,0.40405786,9.207524,0.01689454
