,SPECTRUM,GALAXY,SN,CONST_SN,CONST_GAL,Z,A_v,Phase,Band,Frac(SN),Frac(gal),CHI2/dof,CHI2/dof2
0,T2m3ws-20211008.175054-0082.p12_SN_binned.txt,E,SLSN-I/LSQ14mo/EFOSC2-NTT phase-band : 27.23r,0.16086951,0.8089038,0.058,-2.0,27.23,r,0.4967826,0.5032174,4.4404984,0.010374996
1,T2m3ws-20211008.175054-0082.p12_SN_binned.txt,Sb,Ic/2007gr/Other phase-band : 7.0B,0.16805054,0.71652937,0.066,-2.0,7.0,B,0.5553601,0.44463992,4.7987876,0.0104548745
2,T2m3ws-20211008.175054-0082.p12_SN_binned.txt,Sa,Ia-02cx like/2012Z/LRIS phase-band : 11.45B,0.11016108,0.6631146,0.042,-1.8,11.45,B,0.500562,0.49943802,5.7365975,0.010525866
3,T2m3ws-20211008.175054-0082.p12_SN_binned.txt,Sa,Ia 91T-like/1991T/FOS-2 phase-band : 40.0B,0.18351972,0.80380833,0.048,0.6,40.0,B,0.14533585,0.85466415,5.743599,0.01081657
4,T2m3ws-20211008.175054-0082.p12_SN_binned.txt,Sa,Ia-norm/2007sr/KAST phase-band : 30.59B,0.25070804,0.8014563,0.044,1.4,30.59,B,0.1031289,0.8968711,5.926421,0.010874167
5,T2m3ws-20211008.175054-0082.p12_SN_binned.txt,E,II/2014G/BC-Asi phase-band : 16.94B,0.18780522,0.7206336,0.044,-2.0,16.94,B,0.5753599,0.42464012,5.05618,0.010967853
6,T2m3ws-20211008.175054-0082.p12_SN_binned.txt,S0,Ic-BL/2003dh/FOCAS phase-band : 40.0B,0.1802799,0.8103908,0.05,-1.0,40.0,B,0.34207642,0.6579236,4.770697,0.011017776
7,T2m3ws-20211008.175054-0082.p12_SN_binned.txt,Sa,Ia-norm/2009ig/KAST phase-band : 37.0B,0.14433108,0.80676794,0.048,0.2,37.0,B,0.16328141,0.83671856,5.8712077,0.0110361045
8,T2m3ws-20211008.175054-0082.p12_SN_binned.txt,Sa,Ia-norm/2012cg/KAST phase-band : 38.55B,0.23854084,0.79920876,0.046,1.2,38.55,B,0.11804603,0.88195395,5.9459357,0.011113899
9,T2m3ws-20211008.175054-0082.p12_SN_binned.txt,Sa,Ia 91bg-like/2005bl/DOLORES phase-band : 11.0B,0.3904849,0.74895734,0.04,2.0,11.0,B,0.104760244,0.8952398,6.057105,0.011113955
10,T2m3ws-20211008.175054-0082.p12_SN_binned.txt,Sa,Ia-02cx like/2012Z/LDSS-3 phase-band : 21.29B,0.27652666,0.7318646,0.032,0.8,21.29,B,0.17757703,0.822423,5.8126125,0.011135274
11,T2m3ws-20211008.175054-0082.p12_SN_binned.txt,S0,SLSN-I/PTF09cnd/LRIS phase-band : 126.0r,0.22867957,0.6055746,0.076,-1.6,126.0,r,0.62255025,0.37744975,5.7769427,0.011239188
12,T2m3ws-20211008.175054-0082.p12_SN_binned.txt,S0,Ia 99aa-like/iPTF14bdn/YFOSC phase-band : 40.16B,0.107105754,0.8091915,0.048,-1.2,40.16,B,0.30649036,0.69350964,5.90388,0.011245485
13,T2m3ws-20211008.175054-0082.p12_SN_binned.txt,Sa,Ic-BL/PTF10vgv/KAST phase-band : 6.27R,0.3002224,0.70987636,0.046,0.6,6.27,R,0.22143845,0.77856153,6.091125,0.011259011
14,T2m3ws-20211008.175054-0082.p12_SN_binned.txt,Sa,Ca-Ia/2016hnk/EFOSC2-NTT phase-band : 9.09B,0.23134473,0.8478378,0.048,1.8,9.09,B,0.061571486,0.9384285,6.1421056,0.011269919
15,T2m3ws-20211008.175054-0082.p12_SN_binned.txt,Sa,Ia-norm/2009Y/WFCCD phase-band : 43.36B,0.1455968,0.8138566,0.05,0.0,43.36,B,0.17530593,0.82469404,5.680178,0.011270195
16,T2m3ws-20211008.175054-0082.p12_SN_binned.txt,Sa,Ia-norm/2013dy/KAST phase-band : 41.32B,0.31569484,0.797164,0.046,1.8,41.32,B,0.09581538,0.90418464,6.065457,0.01131615
17,T2m3ws-20211008.175054-0082.p12_SN_binned.txt,Sa,Ia-norm/2007sr/BC-duPont phase-band : 47.0B,0.08555603,0.8242211,0.048,-0.8,47.0,B,0.20574853,0.79425144,6.0212684,0.011318174
18,T2m3ws-20211008.175054-0082.p12_SN_binned.txt,Sa,IIb/PS15bgt/AFOSC phase-band : 14.07B,0.5879903,0.6808502,0.056,1.2,14.07,B,0.24354348,0.75645655,5.646947,0.0113620665
19,T2m3ws-20211008.175054-0082.p12_SN_binned.txt,Sb,Ic/2019bkc/RSS phase-band : 7.05g,0.21721415,0.65273756,0.082,-2.0,7.05,g,0.6317335,0.36826655,5.4242177,0.011443497
20,T2m3ws-20211008.175054-0082.p12_SN_binned.txt,E,Ic-BL/PTF10vgv/HET-LRS phase-band : 2.0R,0.18447222,0.8329693,0.056,0.6,2.0,R,0.19322781,0.8067722,5.2198634,0.011472227
21,T2m3ws-20211008.175054-0082.p12_SN_binned.txt,Sa,Ia-norm/2011by/KAST phase-band : 30.29B,0.1935014,0.8074159,0.048,1.0,30.29,B,0.12201574,0.8779843,6.1829,0.011535262
22,T2m3ws-20211008.175054-0082.p12_SN_binned.txt,S0,Ia-CSM/PTF11kx/LRIS phase-band : 39.0B,0.0904067,0.7739767,0.048,-1.8,39.0,B,0.40285018,0.59714985,6.330364,0.011615347
23,T2m3ws-20211008.175054-0082.p12_SN_binned.txt,S0,Ib/2008D/MMT-Blue phase-band : -10.57B,0.643996,0.4154449,0.092,-0.2,-10.57,B,0.6718696,0.3281304,6.155478,0.011658102
24,T2m3ws-20211008.175054-0082.p12_SN_binned.txt,Sb,II/2013ej/BC-Asi phase-band : 17.39B,0.15609185,0.690443,0.048,-2.0,17.39,B,0.55744386,0.44255614,5.538847,0.011685331
25,T2m3ws-20211008.175054-0082.p12_SN_binned.txt,Sa,Ia-norm/2015N/KAST phase-band : 49.23B,0.2514769,0.8521295,0.042,2.0,49.23,B,0.052357394,0.9476426,6.362518,0.011717344
26,T2m3ws-20211008.175054-0082.p12_SN_binned.txt,Sa,super_chandra/2007if/SNIFS phase-band : 18.45B,0.116747394,0.7164436,0.046,-1.4,18.45,B,0.38657066,0.6134293,6.402898,0.011748436
27,T2m3ws-20211008.175054-0082.p12_SN_binned.txt,Sa,Ia-norm/1994D/KAST phase-band : 28.6B,0.14896071,0.8017106,0.046,0.2,28.6,B,0.15991905,0.840081,6.410838,0.0117630055
28,T2m3ws-20211008.175054-0082.p12_SN_binned.txt,Sa,super_chandra/2007if/SNIFS phase-band : 16.43B,0.10359563,0.70060265,0.042,-1.8,16.43,B,0.44683143,0.55316854,6.4120502,0.0117652295
29,T2m3ws-20211008.175054-0082.p12_SN_binned.txt,Sa,super_chandra/2007if/SNIFS phase-band : 38.35B,0.14995103,0.7385038,0.044,-0.6,38.35,B,0.28105953,0.71894044,6.413551,0.011767983
30,T2m3ws-20211008.175054-0082.p12_SN_binned.txt,Sa,Ia 02es-like/PTF10ops/DBSP phase-band : 101.0g,1.0198386,0.43834642,0.026,1.4,101.0,g,0.38796794,0.61203206,6.4324203,0.011802605
31,T2m3ws-20211008.175054-0082.p12_SN_binned.txt,Sa,Ca-Ia/2019ofm/DBSP phase-band : 0.17r,0.15863568,0.6441855,0.044,-1.4,0.17,r,0.48347777,0.5165222,6.4347363,0.011806856
