,SPECTRUM,GALAXY,SN,CONST_SN,CONST_GAL,Z,A_v,Phase,Band,Frac(SN),Frac(gal),CHI2/dof,CHI2/dof2
0,OBK-14848-WiFeS-Splice-UT20220615T171540-1.p12_SN_binned.txt,E,Ia 99aa-like/1999aa/ALFOSC phase-band : -10.0B,0.8536607,0.037396036,0.058,-0.2,-10.0,B,0.9783746,0.02162541,14.362299,0.027098676
1,OBK-14848-WiFeS-Splice-UT20220615T171540-1.p12_SN_binned.txt,S0,Ia 99aa-like/1999aa/KAST phase-band : -11.0B,0.84055805,0.022439105,0.044,0.4,-11.0,B,0.98338795,0.016612059,14.854051,0.027255138
2,OBK-14848-WiFeS-Splice-UT20220615T171540-1.p12_SN_binned.txt,SB2,Ia-norm/2012cg/KAST phase-band : -5.5B,1.3510603,0.19146086,0.036,2.0,-5.5,B,0.71378016,0.28621984,14.941515,0.027772332
3,OBK-14848-WiFeS-Splice-UT20220615T171540-1.p12_SN_binned.txt,SB1,Ia 91T-like/1991T/Other phase-band : -7.0B,0.8476253,0.3588093,0.034,1.6,-7.0,B,0.5622314,0.4377686,14.88744,0.02782699
4,OBK-14848-WiFeS-Splice-UT20220615T171540-1.p12_SN_binned.txt,E,Ia 99aa-like/1999aa/DIS phase-band : -6.0B,0.39146823,0.09194554,0.052,-1.0,-6.0,B,0.9574868,0.0425132,14.474704,0.028215796
5,OBK-14848-WiFeS-Splice-UT20220615T171540-1.p12_SN_binned.txt,SB2,Ia 99aa-like/iPTF14bdn/YFOSC phase-band : -10.66B,1.5822594,0.30540866,0.04,2.0,-10.66,B,0.57926065,0.42073935,15.176447,0.02836719
6,OBK-14848-WiFeS-Splice-UT20220615T171540-1.p12_SN_binned.txt,SB2,Ia 99aa-like/iPTF14bdn/YFOSC phase-band : -14.71B,1.6020516,0.19488172,0.046,2.0,-14.71,B,0.7081714,0.2918286,15.349775,0.028425511
7,OBK-14848-WiFeS-Splice-UT20220615T171540-1.p12_SN_binned.txt,Sc,super_chandra/2009dc/KAST phase-band : -6.52B,1.0787785,0.1080424,0.032,1.0,-6.52,B,0.87777376,0.12222622,15.775335,0.028945569
8,OBK-14848-WiFeS-Splice-UT20220615T171540-1.p12_SN_binned.txt,Sc,super_chandra/2012dn/KAST phase-band : -13.61B,1.8621533,0.029473552,0.042,2.0,-13.61,B,0.9536289,0.046371125,15.625016,0.028988898
9,OBK-14848-WiFeS-Splice-UT20220615T171540-1.p12_SN_binned.txt,E,SLSN-I/2017egm/ALFOSC phase-band : 3.33B,0.7894085,0.03852439,0.15,0.4,3.33,B,0.9756993,0.024300713,15.275745,0.029546896
10,OBK-14848-WiFeS-Splice-UT20220615T171540-1.p12_SN_binned.txt,E,SLSN-I/2017egm/ALFOSC phase-band : -13.6B,0.63212085,0.07455711,0.15,0.0,-13.6,B,0.9587918,0.04120822,15.293515,0.029638596
11,OBK-14848-WiFeS-Splice-UT20220615T171540-1.p12_SN_binned.txt,E,SLSN-I/2017egm/KAST phase-band : 6.62B,1.0276234,0.07080244,0.148,1.6,6.62,B,0.9304714,0.06952857,14.682233,0.029661076
12,OBK-14848-WiFeS-Splice-UT20220615T171540-1.p12_SN_binned.txt,E,IIb-flash/2013cu_early/ALFOSC phase-band : -3.99V,0.66459024,0.01441201,0.132,-0.6,-3.99,V,0.99337596,0.006624048,15.111866,0.029689325
13,OBK-14848-WiFeS-Splice-UT20220615T171540-1.p12_SN_binned.txt,E,SLSN-II/2008es/HET-LRS phase-band : -6.0B,2.2586737,0.15187302,0.15,2.0,-6.0,B,0.85720634,0.14279364,14.36276,0.029798256
14,OBK-14848-WiFeS-Splice-UT20220615T171540-1.p12_SN_binned.txt,E,IIb/1993J/BC-Ekar phase-band : -16.15B,1.4585751,0.054287206,0.09,1.6,-16.15,B,0.9443659,0.055634074,15.464696,0.029912371
15,OBK-14848-WiFeS-Splice-UT20220615T171540-1.p12_SN_binned.txt,E,Ia-02cx like/2005hk/LRIS phase-band : -4.57B,1.9980292,0.03866621,0.022,1.6,-4.57,B,0.9582457,0.041754287,16.305742,0.029918794
