,SPECTRUM,GALAXY,SN,CONST_SN,CONST_GAL,Z,A_v,Phase,Band,Frac(SN),Frac(gal),CHI2/dof,CHI2/dof2
0,T2m3ws-20220428.155027-0033.p12_SN_binned.txt,SB3,SLSN-I/2015bn/IMACS phase-band : 37.34B,0.42552316,0.65868515,0.082,0.4,37.34,B,0.3452367,0.6547633,11.850919,0.025762867
1,T2m3ws-20220428.155027-0033.p12_SN_binned.txt,Sc,Ia-rapid/2002bj/LRIS phase-band : 6.31B,0.49888223,0.5904792,0.01,0.8,6.31,B,0.31725264,0.68274736,12.567314,0.025965525
2,T2m3ws-20220428.155027-0033.p12_SN_binned.txt,Sc,Ia 99aa-like/1999aa/MARK-III phase-band : 8.0B,0.32765585,0.67540765,0.018,0.8,8.0,B,0.23206766,0.76793236,12.81466,0.026152369
3,T2m3ws-20220428.155027-0033.p12_SN_binned.txt,E,IIb-flash/2013cu_early/AFOSC phase-band : -1.06V,0.47729093,0.4859396,0.12,-1.0,-1.06,V,0.7567503,0.24324968,12.979884,0.026221987
4,T2m3ws-20220428.155027-0033.p12_SN_binned.txt,E,Ic/2004gt/LRIS phase-band : 57.59B,0.6007707,0.16599436,0.042,-0.8,57.59,B,0.90450495,0.095495015,13.227538,0.026245115
5,T2m3ws-20220428.155027-0033.p12_SN_binned.txt,SB3,II/2003ed/KAST phase-band : u-,0.9555265,0.45931238,0.042,1.4,u,-,0.42220226,0.5777978,13.364853,0.026360657
6,T2m3ws-20220428.155027-0033.p12_SN_binned.txt,Sc,Ibn/2011hw/AFOSC phase-band : -18.68B,1.120024,0.5036326,0.098,2.0,-18.68,B,0.3423517,0.6576483,12.999206,0.026421148
7,T2m3ws-20220428.155027-0033.p12_SN_binned.txt,SB3,SLSN-II/2008es/HET-LRS phase-band : -6.0B,0.41298798,0.4026149,0.148,-1.8,-6.0,B,0.78029484,0.21970513,12.739322,0.026430128
8,T2m3ws-20220428.155027-0033.p12_SN_binned.txt,SB3,SLSN-II/2008es/HET-LRS phase-band : -13.0B,0.39060217,0.42804,0.144,-1.6,-13.0,B,0.74837697,0.25162306,12.792499,0.026651038
9,T2m3ws-20220428.155027-0033.p12_SN_binned.txt,Sc,TDE H/ASASSN-14ae/MODS1 phase-band : 19.19B,0.24242125,0.63356215,0.036,-0.2,19.19,B,0.36064586,0.6393541,13.127709,0.026682336
10,T2m3ws-20220428.155027-0033.p12_SN_binned.txt,SB1,SLSN-IIn/PTF10fel/DEIMOS phase-band : 68.0R,1.3180348,0.44685346,0.126,2.0,68.0,R,0.3319181,0.66808194,12.360965,0.02669755
11,T2m3ws-20220428.155027-0033.p12_SN_binned.txt,Sc,II-flash/2014cn_early/GMOS phase-band : 0.0B,0.17462042,0.50746185,0.002,-2.0,0.0,B,0.6496606,0.3503394,13.431413,0.02670261
