,SPECTRUM,GALAXY,SN,CONST_SN,CONST_GAL,Z,A_v,Phase,Band,Frac(SN),Frac(gal),CHI2/dof,CHI2/dof2
0,T2m3ws-20220716.124920-0226.p12_SN_binned.txt,S0,Ia-norm/2017erp/KAST phase-band : 57.26B,0.3784396,0.54892087,0.018,0.4,57.26,B,0.4094389,0.5905611,9.617256,0.018145766
1,T2m3ws-20220716.124920-0226.p12_SN_binned.txt,S0,Ia-norm/2009Y/WFCCD phase-band : 12.36B,0.16254364,0.608158,0.054,-2.0,12.36,B,0.63540894,0.36459106,9.115846,0.018159054
2,T2m3ws-20220716.124920-0226.p12_SN_binned.txt,E,Ic/2014L/BFOSC phase-band : -9.0B,0.6849183,0.031960055,0.038,-1.0,-9.0,B,0.98250914,0.017490847,9.324835,0.018177066
3,T2m3ws-20220716.124920-0226.p12_SN_binned.txt,E,Ic/1994I/BC-Ekar phase-band : 2.0B,0.7865232,0.31220844,0.028,0.6,2.0,B,0.6630091,0.33699086,9.603887,0.01825834
4,T2m3ws-20220716.124920-0226.p12_SN_binned.txt,S0,Ib/2005bf/WFCCD phase-band : -19.0B,0.23217674,0.42264187,0.02,-2.0,-19.0,B,0.77096283,0.22903718,9.423576,0.018298207
5,T2m3ws-20220716.124920-0226.p12_SN_binned.txt,S0,Ia-norm/2009ig/Other phase-band : -13.8B,0.12250597,0.6044322,0.082,-2.0,-13.8,B,0.6577553,0.34224465,9.773033,0.018474543
6,T2m3ws-20220716.124920-0226.p12_SN_binned.txt,S0,Ia 91bg-like/2005bl/WFCCD phase-band : -6.87B,0.30201656,0.3415443,0.026,-2.0,-6.87,B,0.82896656,0.17103344,9.527949,0.018500874
7,T2m3ws-20220716.124920-0226.p12_SN_binned.txt,S0,Ia-norm/2009Y/WFCCD phase-band : 43.36B,0.9586384,0.50311625,0.024,2.0,43.36,B,0.32283813,0.6771619,9.530056,0.018540964
8,T2m3ws-20220716.124920-0226.p12_SN_binned.txt,S0,Ia-02cx like/2012Z/LDSS-3 phase-band : 21.29B,1.2803118,0.34433937,0.01,2.0,21.29,B,0.44458616,0.55541384,9.847189,0.018579602
9,T2m3ws-20220716.124920-0226.p12_SN_binned.txt,S0,Ia 91bg-like/2005bl/WFCCD phase-band : -3.87B,0.3155829,0.4138015,0.024,-1.4,-3.87,B,0.73072183,0.26927817,9.599296,0.018639408
10,T2m3ws-20220716.124920-0226.p12_SN_binned.txt,S0,Ia-norm/2009ig/KAST phase-band : 37.0B,0.47613686,0.56836015,0.018,1.0,37.0,B,0.3298452,0.6701548,10.127411,0.018650848
11,T2m3ws-20220716.124920-0226.p12_SN_binned.txt,S0,Ia-norm/2007sr/BC-duPont phase-band : 47.0B,0.3499788,0.5939255,0.018,0.4,47.0,B,0.3596265,0.64037347,10.110075,0.018653275
12,T2m3ws-20220716.124920-0226.p12_SN_binned.txt,S0,Ia-norm/2017erp/RSS phase-band : -16.99B,0.22377053,0.5118625,0.074,-2.0,-16.99,B,0.7285431,0.2714569,9.73924,0.018657548
13,T2m3ws-20220716.124920-0226.p12_SN_binned.txt,E,Ca-Ia/2016hnk/RSS phase-band : 2.0B,1.0809666,0.4428891,0.028,2.0,2.0,B,0.3657237,0.63427633,10.112461,0.018657679
14,T2m3ws-20220716.124920-0226.p12_SN_binned.txt,S0,Ic-BL/2003jd/MMT-Blue phase-band : 50.09B,1.024564,0.52597046,0.032,2.0,50.09,B,0.32225624,0.6777438,9.784362,0.018672448
15,T2m3ws-20220716.124920-0226.p12_SN_binned.txt,E,Ia 91bg-like/2005bl/CAFOS phase-band : -5.91B,0.4395246,0.22686867,0.128,-1.6,-5.91,B,0.9050828,0.094917186,9.622399,0.01868427
16,T2m3ws-20220716.124920-0226.p12_SN_binned.txt,S0,Ia 99aa-like/iPTF14bdn/YFOSC phase-band : 40.16B,0.30348647,0.5486932,0.016,-0.6,40.16,B,0.5198754,0.4801246,10.020423,0.018694818
17,T2m3ws-20220716.124920-0226.p12_SN_binned.txt,S0,Ia 02es-like/PTF10ops/ISIS phase-band : 11.0g,0.22332878,0.45961988,0.024,-1.6,11.0,g,0.6909201,0.3090799,10.20628,0.018727118
18,T2m3ws-20220716.124920-0226.p12_SN_binned.txt,S0,Ia-norm/2012fr/RSS phase-band : -14.19B,0.20002185,0.601841,0.088,-1.8,-14.19,B,0.6462605,0.3537395,9.702149,0.018730018
19,T2m3ws-20220716.124920-0226.p12_SN_binned.txt,S0,Ia-norm/2011fe/KAST phase-band : -16.69B,0.14798541,0.6145421,0.068,-2.0,-16.69,B,0.6365257,0.36347428,9.931167,0.018738052
20,T2m3ws-20220716.124920-0226.p12_SN_binned.txt,S0,Ia 91T-like/1991T/FOS-2 phase-band : 40.0B,0.44641605,0.58373183,0.018,0.8,40.0,B,0.3316795,0.6683205,10.138482,0.018740263
21,T2m3ws-20220716.124920-0226.p12_SN_binned.txt,S0,Ic-BL/2006aj/FORS2 phase-band : 16.01B,1.0880703,0.06096413,0.056,0.6,16.01,B,0.925382,0.07461795,10.214156,0.018741572
22,T2m3ws-20220716.124920-0226.p12_SN_binned.txt,S0,Ia-norm/2012cg/KAST phase-band : 38.55B,0.6292707,0.5793779,0.018,1.6,38.55,B,0.26788107,0.7321189,10.196228,0.018743066
23,T2m3ws-20220716.124920-0226.p12_SN_binned.txt,S0,Ib/2008D/KAST phase-band : -5.0B,1.4342937,0.30242175,0.06,1.8,-5.0,B,0.5594478,0.44055215,9.937587,0.018750163
24,T2m3ws-20220716.124920-0226.p12_SN_binned.txt,S0,Ia-02cx like/2012Z/LRIS phase-band : 11.45B,0.32743844,0.31126606,0.012,-1.0,11.45,B,0.76088,0.23912004,10.2194195,0.018751228
25,T2m3ws-20220716.124920-0226.p12_SN_binned.txt,E,Ia-02cx like/2005hk/DEIMOS phase-band : 52.32B,1.0294003,0.46517769,0.0,2.0,52.32,B,0.37238488,0.6276151,9.469535,0.018751554
26,T2m3ws-20220716.124920-0226.p12_SN_binned.txt,S0,Ia-norm/2007sr/BC-duPont phase-band : 20.0B,0.26328227,0.46920526,0.028,-0.8,20.0,B,0.63366914,0.36633083,8.860215,0.018771643
27,T2m3ws-20220716.124920-0226.p12_SN_binned.txt,E,Ia 91bg-like/2005bl/DOLORES phase-band : 3.0B,1.0566336,0.4261151,0.022,2.0,3.0,B,0.3864959,0.6135041,10.234368,0.018778658
28,T2m3ws-20220716.124920-0226.p12_SN_binned.txt,S0,Ia-norm/2013dy/KAST phase-band : 41.32B,0.78252995,0.56808454,0.022,2.0,41.32,B,0.2464354,0.7535646,10.217778,0.018782679
29,T2m3ws-20220716.124920-0226.p12_SN_binned.txt,S0,Ia 91T-like/2018hfr/KAST phase-band : u-,0.19682424,0.47350347,0.036,-1.6,u,-,0.69742554,0.30257446,9.945227,0.01880005
30,T2m3ws-20220716.124920-0226.p12_SN_binned.txt,Sc,Ic-BL/2006aj/FORS1-UT2 phase-band : 19.01B,0.45617208,0.13534693,0.048,-1.2,19.01,B,0.8938159,0.10618414,10.1216755,0.018813524
31,T2m3ws-20220716.124920-0226.p12_SN_binned.txt,Sa,super_chandra/2007if/SNIFS phase-band : 16.43B,0.322744,0.24922656,0.01,-1.4,16.43,B,0.8299459,0.17005408,10.260716,0.018827002
32,T2m3ws-20220716.124920-0226.p12_SN_binned.txt,S0,super_chandra/2007if/SNIFS phase-band : 21.47B,0.42590275,0.37167877,0.016,-0.4,21.47,B,0.6561468,0.3438532,10.275322,0.018853802
33,T2m3ws-20220716.124920-0226.p12_SN_binned.txt,S0,Ic-BL/2006aj/FORS2 phase-band : 13.01B,0.37440306,0.008613652,0.056,-1.8,13.01,B,0.99628013,0.0037198688,10.276762,0.018856443
34,T2m3ws-20220716.124920-0226.p12_SN_binned.txt,S0,Ia-norm/2015N/KAST phase-band : 24.5B,0.82890826,0.5104824,0.026,2.0,24.5,B,0.2862491,0.7137509,10.277419,0.018857649
35,T2m3ws-20220716.124920-0226.p12_SN_binned.txt,E,Ic/1994I/MMT-Blue phase-band : 4.5B,0.23108982,0.44339487,0.024,-2.0,4.5,B,0.756754,0.243246,10.20819,0.018869113
36,T2m3ws-20220716.124920-0226.p12_SN_binned.txt,S0,Ia-norm/2012ht/KAST phase-band : 41.15B,0.1893852,0.60455877,0.022,-1.0,41.15,B,0.48916516,0.5108348,10.265645,0.01887067
37,T2m3ws-20220716.124920-0226.p12_SN_binned.txt,S0,super_chandra/2007if/SNIFS phase-band : 18.45B,0.36415738,0.34917963,0.01,-0.8,18.45,B,0.7133082,0.28669178,10.28474,0.018871082
38,T2m3ws-20220716.124920-0226.p12_SN_binned.txt,S0,IIb/2011dh/ALFOSC phase-band : 3.56B,0.287343,0.44415182,0.012,-1.2,3.56,B,0.6633679,0.33663207,10.2848215,0.018871233
