,SPECTRUM,GALAXY,SN,CONST_SN,CONST_GAL,Z,A_v,Phase,Band,Frac(SN),Frac(gal),CHI2/dof,CHI2/dof2
0,T2m3ws-20210915.185046-0379.p12_SN_binned.txt,Sa,Ia-norm/2009Y/Other phase-band : -5.64B,0.8541371,0.006684154,0.068,-0.2,-5.64,B,0.9954062,0.0045938073,10.823947,0.0213912
1,T2m3ws-20210915.185046-0379.p12_SN_binned.txt,Sa,Ia-norm/2017erp/KAST phase-band : -10.69B,0.97856,0.026435586,0.052,0.8,-10.69,B,0.97251636,0.027483623,12.954997,0.023770636
2,T2m3ws-20210915.185046-0379.p12_SN_binned.txt,Sc,Ia-norm/2009ig/Other phase-band : -13.8B,1.1125205,0.19469911,0.074,2.0,-13.8,B,0.682346,0.31765404,12.916078,0.024324063
3,T2m3ws-20210915.185046-0379.p12_SN_binned.txt,SB5,Ia-norm/2012cg/KAST phase-band : -13.49B,1.0484637,0.00063382776,0.052,0.6,-13.49,B,0.99932057,0.00067943265,13.118472,0.024658782
4,T2m3ws-20210915.185046-0379.p12_SN_binned.txt,Sa,Ia-norm/2011fe/SNIFS phase-band : -14.61B,0.9642144,0.039296273,0.046,0.4,-14.61,B,0.9642957,0.035704326,13.58576,0.024928
5,T2m3ws-20210915.185046-0379.p12_SN_binned.txt,SB2,Ia-norm/2017erp/RSS phase-band : -16.99B,1.9669045,0.12120595,0.068,2.0,-16.99,B,0.7713461,0.22865391,13.131429,0.02505998
6,T2m3ws-20210915.185046-0379.p12_SN_binned.txt,S0,Ia-norm/2017erp/KAST phase-band : -4.69B,0.5791641,0.014241434,0.046,-0.6,-4.69,B,0.9913728,0.0086272,13.689888,0.02511906
7,T2m3ws-20210915.185046-0379.p12_SN_binned.txt,SB2,Ia-norm/2012ht/AFOSC phase-band : -12.15B,0.91360277,0.058823448,0.05,-0.8,-12.15,B,0.95868623,0.041313745,11.897913,0.025154151
8,T2m3ws-20210915.185046-0379.p12_SN_binned.txt,Sa,Ia-norm/2011fe/KAST phase-band : -16.69B,1.4197886,0.10992871,0.056,1.6,-16.69,B,0.85992604,0.14007394,13.461143,0.025161013
9,T2m3ws-20210915.185046-0379.p12_SN_binned.txt,S0,Ia-norm/2011fe/STIS phase-band : -13.69B,0.085115954,0.025688497,0.044,0.0,-13.69,B,0.98026514,0.019734863,14.264056,0.02617258
10,T2m3ws-20210915.185046-0379.p12_SN_binned.txt,Sa,Ia-norm/2012ht/KAST phase-band : 2.3B,0.43023503,0.21285807,0.036,-0.2,2.3,B,0.83943623,0.16056375,14.151933,0.026255904
