,SPECTRUM,GALAXY,SN,CONST_SN,CONST_GAL,Z,A_v,Phase,Band,Frac(SN),Frac(gal),CHI2/dof,CHI2/dof2
0,T2m3ws-20211114.171319-0065.p12_SN_binned.txt,E,Ic/2019bkc/RSS phase-band : 7.05g,1.7705653,0.3429867,0.106,1.8,7.05,g,0.5968633,0.40313667,11.914954,0.024566917
1,T2m3ws-20211114.171319-0065.p12_SN_binned.txt,SB6,ILRT/PTF10fqs/LRIS phase-band : 18.0g,0.26913792,0.732666,0.12,-1.0,18.0,g,0.40311652,0.5968835,12.314879,0.02614624
2,T2m3ws-20211114.171319-0065.p12_SN_binned.txt,S0,Ib/2014C/AFOSC phase-band : -2.87B,1.9508344,0.20945702,0.078,2.0,-2.87,B,0.7090209,0.29097906,13.352152,0.026180688
3,T2m3ws-20211114.171319-0065.p12_SN_binned.txt,SB1,IIb/2011fu/AFOSC phase-band : 12.0B,1.2950413,0.4233834,0.07,2.0,12.0,B,0.3462945,0.6537055,12.92094,0.027031256
4,T2m3ws-20211114.171319-0065.p12_SN_binned.txt,E,II/2014G/BC-Asi phase-band : 16.94B,1.0276833,0.23078848,0.11,0.0,16.94,B,0.84260714,0.15739289,13.761134,0.028026748
5,T2m3ws-20211114.171319-0065.p12_SN_binned.txt,E,II/2013ej/BC-Asi phase-band : 17.39B,1.7869375,0.28928396,0.108,2.0,17.39,B,0.63602126,0.36397877,14.370812,0.028627116
6,T2m3ws-20211114.171319-0065.p12_SN_binned.txt,Sb,SLSN-IIn/PTF10fel/HET-LRS phase-band : 12.0R,0.29033267,0.5293234,0.048,-2.0,12.0,R,0.7184636,0.28153643,14.808651,0.028698936
7,T2m3ws-20211114.171319-0065.p12_SN_binned.txt,SB3,Ia-CSM/2005gj/DEIMOS phase-band : 76.05g,0.43098518,0.58663905,0.028,-0.2,76.05,g,0.44333214,0.55666786,14.371557,0.028974913
8,T2m3ws-20211114.171319-0065.p12_SN_binned.txt,SB3,super_chandra/2007if/LRIS phase-band : 31.39B,0.8964953,0.49356267,0.028,1.6,31.39,B,0.34548905,0.6545109,15.280004,0.028994314
9,T2m3ws-20211114.171319-0065.p12_SN_binned.txt,S0,Ia-norm/2012cg/KAST phase-band : -8.44B,0.41977018,0.2623895,0.056,-2.0,-8.44,B,0.8989057,0.1010943,14.667088,0.029101364
10,T2m3ws-20211114.171319-0065.p12_SN_binned.txt,E,Ic-BL/2002ap/FOSC phase-band : -5.31B,0.39104572,0.61032885,0.132,-1.6,-5.31,B,0.7203974,0.2796026,12.545112,0.029242685
11,T2m3ws-20211114.171319-0065.p12_SN_binned.txt,E,SLSN-I/PTF10aagc/DBSP phase-band : u-,0.5554475,0.18775292,0.128,-2.0,u,-,0.9382193,0.06178067,15.187913,0.029548468
12,T2m3ws-20211114.171319-0065.p12_SN_binned.txt,Sa,Ic/2014L/BFOSC phase-band : -9.0B,0.8555358,0.45480424,0.018,0.8,-9.0,B,0.51373553,0.48626447,14.927664,0.02961838
13,T2m3ws-20211114.171319-0065.p12_SN_binned.txt,E,SLSN-I/2011ke/NICS phase-band : 23.06V,0.63236016,0.05428644,0.136,-2.0,23.06,V,0.9841992,0.015800761,15.631692,0.029888513
14,T2m3ws-20211114.171319-0065.p12_SN_binned.txt,S0,Ia 91T-like/1991T/Other phase-band : -12.0B,0.4931031,0.26404476,0.06,-2.0,-12.0,B,0.8988797,0.10112029,15.20052,0.03015976
15,T2m3ws-20211114.171319-0065.p12_SN_binned.txt,SB2,Ic-BL/2002ap/FAST phase-band : 14.09B,1.3402594,0.4665558,0.138,2.0,14.09,B,0.29494566,0.70505434,13.184467,0.030661553
16,T2m3ws-20211114.171319-0065.p12_SN_binned.txt,E,SLSN-Ib/2010md/RC-Spec phase-band : 80.0B,1.7320195,0.3687032,0.15,1.8,80.0,B,0.62271166,0.37728837,14.733057,0.030822294
17,T2m3ws-20211114.171319-0065.p12_SN_binned.txt,SB3,Ia 91bg-like/2005bl/CAFOS phase-band : 21.91B,0.74793977,0.67754054,0.03,2.0,21.91,B,0.16560663,0.8343934,16.378849,0.031020548
18,T2m3ws-20211114.171319-0065.p12_SN_binned.txt,SB3,II/1999em/LRIS phase-band : 122.25B,0.49538052,0.7918581,0.034,2.0,122.25,B,0.09493474,0.90506524,15.342775,0.031248014
19,T2m3ws-20211114.171319-0065.p12_SN_binned.txt,Sa,Ia-CSM/2005gj/LRIS phase-band : 48.04g,1.6448753,0.26470008,0.006,2.0,48.04,g,0.60146534,0.39853463,16.838139,0.031890415
20,T2m3ws-20211114.171319-0065.p12_SN_binned.txt,Sa,Ia-CSM-(ambigious)/2002ic/BC-duPont phase-band : 6.0B,0.35469037,0.3482912,0.008,-2.0,6.0,B,0.8293297,0.17067027,16.467941,0.031914614
