type,ntemp,fraction,slope,redshift,redshift_error,age,age_error
Ia,4,0.08,0.0,0.0458,0.0031,21.6,1.615
Ia-norm,1,0.02,0.0,0.047,0.0,20.4,0.0
Ia-91T,0,0.0,0.0,0.0,0.0,0.0,0.0
Ia-91bg,2,0.04,0.0,0.0463,0.0051,21.6,0.99
Ia-csm,0,0.0,0.0,0.0,0.0,0.0,0.0
Ia-pec,1,0.02,0.0,0.0447,0.0,24.0,0.0
Ib,1,0.02,0.0,0.0515,0.0,15.5,0.0
Ib-norm,0,0.0,0.0,0.0,0.0,0.0,0.0
Ib-pec,0,0.0,0.0,0.0,0.0,0.0,0.0
IIb,1,0.02,0.0,0.0515,0.0,15.5,0.0
Ic,0,0.0,0.0,0.0,0.0,0.0,0.0
Ic-norm,0,0.0,0.0,0.0,0.0,0.0,0.0
Ic-pec,0,0.0,0.0,0.0,0.0,0.0,0.0
Ic-broad,0,0.0,0.0,0.0,0.0,0.0,0.0
II,45,0.9,0.0275,0.0363,0.0054,26.1,48.424
IIP,41,0.82,0.0502,0.0361,0.0043,32.1,31.635
II-pec,4,0.08,0.0,0.0487,0.005,-73.3,2.346
IIn,0,0.0,0.0,0.0,0.0,0.0,0.0
IIL,0,0.0,0.0,0.0,0.0,0.0,0.0
NotSN,0,0.0,0.0,0.0,0.0,0.0,0.0
AGN,0,0.0,0.0,0.0,0.0,0.0,0.0
Gal,0,0.0,0.0,0.0,0.0,0.0,0.0
LBV,0,0.0,0.0,0.0,0.0,0.0,0.0
M-star,0,0.0,0.0,0.0,0.0,0.0,0.0
