type,ntemp,fraction,slope,redshift,redshift_error,age,age_error
Ia,866,0.96,0.0016,0.0768,0.0064,5.6,7.241
Ia-norm,768,0.85,0.0077,0.0772,0.0064,5.3,7.371
Ia-91T,71,0.08,-0.003,0.0756,0.0049,7.7,6.606
Ia-91bg,15,0.02,-0.0008,0.0695,0.0047,6.8,3.782
Ia-csm,1,0.0,0.0001,0.0732,0.0,9.4,0.0
Ia-pec,11,0.01,-0.001,0.075,0.0075,8.2,2.628
Ib,17,0.02,-0.0012,0.0629,0.0059,-3.6,8.015
Ib-norm,4,0.0,-0.0003,0.0743,0.0062,-3.25,4.017
Ib-pec,13,0.01,-0.0007,0.0626,0.0032,-3.6,8.939
IIb,0,0.0,0.0,0.0,0.0,0.0,0.0
Ic,17,0.02,-0.0011,0.0789,0.0058,0.1,4.361
Ic-norm,16,0.02,-0.001,0.079,0.0059,-0.25,2.82
Ic-pec,0,0.0,0.0,0.0,0.0,0.0,0.0
Ic-broad,1,0.0,0.0,0.0767,0.0,13.8,0.0
II,0,0.0,0.0,0.0,0.0,0.0,0.0
IIP,0,0.0,0.0,0.0,0.0,0.0,0.0
II-pec,0,0.0,0.0,0.0,0.0,0.0,0.0
IIn,0,0.0,0.0,0.0,0.0,0.0,0.0
IIL,0,0.0,0.0,0.0,0.0,0.0,0.0
NotSN,0,0.0,0.0,0.0,0.0,0.0,0.0
AGN,0,0.0,0.0,0.0,0.0,0.0,0.0
Gal,0,0.0,0.0,0.0,0.0,0.0,0.0
LBV,0,0.0,0.0,0.0,0.0,0.0,0.0
M-star,0,0.0,0.0,0.0,0.0,0.0,0.0
