type,ntemp,fraction,slope,redshift,redshift_error,age,age_error
Ia,92,1.0,0.0,0.0758,0.0054,2.45,4.598
Ia-norm,58,0.63,0.0458,0.0754,0.0054,2.8,3.9
Ia-91T,26,0.28,-0.0382,0.0783,0.0055,0.85,6.101
Ia-91bg,2,0.02,0.0,0.0724,0.0,0.8,0.707
Ia-csm,0,0.0,0.0,0.0,0.0,0.0,0.0
Ia-pec,6,0.07,0.0253,0.0761,0.0044,2.95,4.61
Ib,0,0.0,0.0,0.0,0.0,0.0,0.0
Ib-norm,0,0.0,0.0,0.0,0.0,0.0,0.0
Ib-pec,0,0.0,0.0,0.0,0.0,0.0,0.0
IIb,0,0.0,0.0,0.0,0.0,0.0,0.0
Ic,0,0.0,0.0,0.0,0.0,0.0,0.0
Ic-norm,0,0.0,0.0,0.0,0.0,0.0,0.0
Ic-pec,0,0.0,0.0,0.0,0.0,0.0,0.0
Ic-broad,0,0.0,0.0,0.0,0.0,0.0,0.0
II,0,0.0,0.0,0.0,0.0,0.0,0.0
IIP,0,0.0,0.0,0.0,0.0,0.0,0.0
II-pec,0,0.0,0.0,0.0,0.0,0.0,0.0
IIn,0,0.0,0.0,0.0,0.0,0.0,0.0
IIL,0,0.0,0.0,0.0,0.0,0.0,0.0
NotSN,0,0.0,0.0,0.0,0.0,0.0,0.0
AGN,0,0.0,0.0,0.0,0.0,0.0,0.0
Gal,0,0.0,0.0,0.0,0.0,0.0,0.0
LBV,0,0.0,0.0,0.0,0.0,0.0,0.0
M-star,0,0.0,0.0,0.0,0.0,0.0,0.0
