Wavelength,Flux,Error,SNR
3502.32,3.4668e+00,1.8779e+00,1.8461046914106185
3503.10,4.8317e+00,1.8709e+00,2.5825538510877117
3503.87,-3.0572e+00,1.8731e+00,-1.632160589397256
3504.65,4.3941e-01,1.8853e+00,0.23307165968280913
3505.42,4.9667e+00,1.8803e+00,2.64144019571345
3506.20,8.1109e+00,1.8498e+00,4.384744296680722
3506.97,8.3825e+00,1.8234e+00,4.597181090270923
3507.74,3.7471e-01,1.8212e+00,0.20574895673182517
3508.52,-4.4153e+00,1.8420e+00,-2.397014115092291
3509.29,1.3280e+00,1.8251e+00,0.7276313626650595
3510.07,3.3372e+00,1.8050e+00,1.848864265927978
3510.84,3.9486e+00,1.7942e+00,2.2007579979935348
3511.62,4.2672e+00,1.7865e+00,2.3885810243492864
3512.39,3.5759e+00,1.7735e+00,2.016295460952918
3513.16,-1.9679e+00,1.7745e+00,-1.1089884474499858
3513.94,-5.3932e+00,1.7532e+00,-3.0762035135751766
3514.71,2.0058e+00,1.7558e+00,1.1423852374985761
3515.49,2.6620e+00,1.7890e+00,1.4879821129122415
3516.26,-7.6385e-01,1.8161e+00,-0.42059908595341666
3517.04,-2.5712e+00,1.7974e+00,-1.4305107377322799
3517.81,-4.8490e+00,1.7975e+00,-2.697635605006954
3518.59,-6.0867e+00,1.7644e+00,-3.4497279528451603
3519.36,4.7474e+00,1.7469e+00,2.7176140591905664
3520.13,3.9100e-01,1.7328e+00,0.22564635272391506
3520.91,-3.7662e+00,1.7511e+00,-2.15076237793387
3521.68,-2.2841e+00,1.7572e+00,-1.2998520373321192
3522.46,-3.3146e+00,1.7332e+00,-1.9124163397184397
3523.23,-2.0773e+00,1.6854e+00,-1.2325264032277206
3524.01,2.7336e+00,1.6821e+00,1.6251114678080971
3524.78,3.5316e+00,1.6694e+00,2.1154905954235055
3525.56,4.4529e+00,1.6773e+00,2.65480236093722
3526.33,7.4807e-01,1.6724e+00,0.4473032767280555
3527.10,-4.5675e+00,1.6636e+00,-2.745551815340226
3527.88,-5.8830e+00,1.6522e+00,-3.560706936206271
3528.65,2.2509e+00,1.6611e+00,1.3550659201733792
3529.43,3.8418e+00,1.6772e+00,2.290603386596709
3530.20,2.1640e-01,1.6715e+00,0.12946455279688904
3530.98,-8.3295e-01,1.6610e+00,-0.501475015051174
3531.75,2.2236e+00,1.6431e+00,1.3532955997809017
3532.53,3.5766e+00,1.6444e+00,2.175018243736317
3533.30,5.6795e+00,1.6515e+00,3.4389948531637904
3534.07,2.6345e+00,1.6648e+00,1.5824723690533398
3534.85,1.3186e+00,1.6691e+00,0.790006590378048
3535.62,-4.7500e+00,1.6493e+00,-2.8800097010853087
3536.40,-6.3495e+00,1.6377e+00,-3.877083714966111
3537.17,6.4177e-01,1.6303e+00,0.39365147518861554
3537.95,4.6463e+00,1.6886e+00,2.751569347388369
3538.72,2.7582e+00,1.7326e+00,1.5919427450075032
3539.49,1.1161e+00,1.7522e+00,0.6369706654491497
3540.27,-9.3430e-01,1.6317e+00,-0.5725930011644298
3541.04,-2.7269e+00,1.6172e+00,-1.6861860004946823
3541.82,-1.4457e+00,1.6227e+00,-0.8909225365132187
